"id1","id2","id3","id31","id4","id41","hhmid","HHMID1","s10aiv_a31","s10aiv_a32","s10aiv_a33","s10aiv_a341i","s10aiv_a341ii","s10aiv_a341iii","s10aiv_a342i","s10aiv_a342ii","s10aiv_a342iii","s10aiv_a343i","s10aiv_a343ii","s10aiv_a343iii","s10aiv_a351i","s10aiv_a351ii","s10aiv_a351iii","s10aiv_a352i","s10aiv_a352ii","s10aiv_a352iii","s10aiv_a353i","s10aiv_a353ii","s10aiv_a353iii","s10aiv_a36i","s10aiv_a36ii","s10aiv_a37i","s10aiv_a37ii","s10aiv_a38","s10aiv_a39i","s10aiv_a39ii","s10aiv_a40i","s10aiv_a40ii","s10aiv_a41","uniquehhmid","hhno"
9,162,318,"318",11,"011",1,"01",10,8,4,"MILLET",40,,"FOWLS",20,,"GOATS",40,,,,,,,,,,,2,,3,,2,3,,4,,2,"31801101",109318011
9,162,318,"318",4,"004",2,"02",10,8,3,"MILLET",40,,"CLOTH",20,,"MAT",40,,,,,,,,,,,4,,3,,1,2,,3,,1,"31800402",109318004
9,157,315,"315",5,"005",1,"01",8,5,2,"MILLET",40,,"G.CORN",1,40,"INGREDIENTS",20,,,,,,,,,,,1,,2,,1,3,,4,,1,"31500501",109315005
9,158,313,"313",15,"015",1,"01",10,10,9,"MILLET",40,,"BEANS",20,,"MAIZE",40,,,,,,,,,,,,,,,,,,,,,"31301501",109313015
9,158,313,"313",11,"011",1,"01",10,10,10,"MILLET",40,,"MAIZE",40,,"BEANS",20,,,,,,,,,,,,,,,,5,,8,,1,"31301101",109313011
9,158,314,"314",12,"012",1,"01",10,10,5,"MILLET",40,,"MAIZE",30,,"GROUNDNUT",30,,,,,,,,,,,,,,,,,,,,,"31401201",109314012
8,141,294,"294",10,"010",1,"01",5,5,5,"MILLET",50,,"GROUNDNUT",25,,"GROUNDNUT",25,,,,,,,,,,,3,,5,,2,7,,10,,2,"29401001",108294010
8,143,281,"281",73,"073",2,"02",6,6,6,"MILLET",100,0,,,,,,,,,,,,,,,,1,50,2,0,2,3,0,5,0,2,"28107302",108281073
9,162,318,"318",10,"010",6,"06",9,6,9,"MILLET",20,,"PAY SCHOOL FEES",40,,"GOAT",40,,,,,,,,,,,2,,3,,1,2,,5,,1,"31801006",109318010
8,140,291,"291",18,"018",2,"02",10,10,10,"MILLET",100,,,,,,,,,,,,,,,,,1,,1,50,1,1,50,4,,3,"29101802",108291018
9,158,312,"312",22,"022",1,"01",10,10,10,"MILLET",30,,"GROUNDNUT",30,,"RICE",40,,,,,,,,,,,,,,,,,,,,,"31202201",109312022
8,140,292,"292",3,"003",1,"01",10,10,10,"MILLET",100,0,,,,,,,,,,,,,,,,1,0,2,0,1,2,0,5,0,2,"29200301",108292003
8,140,293,"293",5,"005",2,"02",10,10,10,"MILLET",100,,,,,,,,,,,,,,,,,1,,1,,2,1,50,2,,2,"29300502",108293005
8,152,290,"290",5,"005",1,"01",10,9,8,"MILLET",100,0,,,,,,,,,,,,,,,,2,0,2,50,1,5,0,10,0,1,"29000501",108290005
9,158,314,"314",18,"018",1,"01",10,10,5,"MILLET",20,,"SHEEP",40,,"GOAT",40,,,,,,,,,,,,,,,,,,,,,"31401801",109314018
9,162,318,"318",5,"005",2,"02",10,10,10,"MILLET",30,,"INGREDIENT",20,,"GUINEA FOWLS",50,,,,,,,,,,,2,,3,,2,3,,4,,2,"31800502",109318005
8,137,287,"287",15,"015",1,"01",10,10,10,"MILLET",100,,,,,,,,,,,,,,,,,,,,,,10,,20,,1,"28701501",108287015
8,152,290,"290",27,"027",2,"02",8,7,6,"MILLET",100,0,,,,,,,,,,,,,,,,2,0,2,50,2,5,0,10,0,2,"29002702",108290027
7,8,260,"260",18,"018",1,"01",10,10,10,"MINERALS FOR SALES",40,,"STRONG DRINKS FOR SALE",4,,"FEEDING",20,,,,,,,,,,,6,,8,,2,7,,8,,2,"26001801",107260018
2,8,52,"052",6,"006",5,"05",,,,"MOBILE PHONE",40,0,"TEXBOOKS",20,0,"SHIRTS",40,0,"WILL NOT TAKE THE MO",,,,,,,,,1,0,2,0,,1,0,3,33,2,"05200605",102052006
5,80,143,"143",14,"014",1,"01",10,8,8,"MOBILE PHONE",60,,"CLOTHE",20,,"FOOD",20,,,,,,,,,,,3,,5,,2,7,,9,,2,"14301401",105143014
5,80,143,"143",40,"040",3,"03",10,10,10,"MOBILE PHONE",40,,"DRESSES",40,,"SHOES",20,,"MOBILE PHONE",40,,"DRESSES",40,,"SHOES",20,,2,,2,,2,4,,10,,2,"14304003",105143040
3,1,86,"086",58,"058",1,"01",9,9,8,"MOBILE PHONE",90,,,,,,,,"FOR FEEDING",100,,,,,,,,,,,,,,,,,2,"08605801",103086058
3,1,86,"086",46,"046",1,"01",9,8,9,"MOBILE PHONE",90,,,,,,,,"FOR FEEDING",100,,,,,,,,,,,,,,,20,,2,"08604601",103086046
5,71,148,"148",5,"005",2,"02",10,10,10,"MOBILE PHONE",50,,"SHOES & HANDBAG",50,,,,,,,,,,,,,,2,,4,,2,4,,6,,1,"14800502",105148005
8,10,301,"301",21,"021",3,"03",10,10,10,"MOBILE PHONE",60,,"UNDERWEAR",15,,"BOOKS",25,,,,,,,,,,,3,,5,,2,4,,7,,2,"30102103",108301021
8,142,279,"279",110,"110",2,"02",5,5,10,"MOBILE PHONE",100,,,,,,,,,,,,,,,,,1,,1,50,1,,,,,,"27911002",108279110
9,158,312,"312",60,"060",3,"03",10,10,10,"MOBILE PHONE",100,,,,,,,,,,,,,,,,,,,,,,,,,,,"31206003",109312060
8,142,279,"279",103,"103",2,"02",10,9,5,"MOBILE PHONE",100,,,,,,,,,,,,,,,,,10,,10,,1,,,,,,"27910302",108279103
5,67,154,"154",52,"052",3,"03",10,10,10,"MOBILE PHONE",60,,"DAILY CONSUMPTION",40,,,,,,,,,,,,,,3,,4,,1,4,,8,,1,"15405203",105154052
8,10,303,"303",2,"002",2,"02",10,10,10,"MOBILE PHONE",30,,"RICE",60,,,,,,,,,,,,,,3,,4,,2,3,,5,,2,"30300202",108303002
9,157,316,"316",16,"016",2,"02",10,10,10,"MOBILE PHONES",50,,"GRAINS",50,,,,,,,,,,,,,,,,,,,,,,,,"31601602",109316016
7,114,247,"247",47,"047",1,"01",10,8,5,"MOMERABLE ITEM",50,,"GIVE TO WIFE",30,,"SAVE",20,,,,,,,,,,,,,,,,2,,5,,2,"24704701",107247047
3,44,91,"091",84,"084",1,"01",10,10,10,"MONEY FOR FEEDING",100,,,,,,,,,,,,,,,,,,,,,,4,,8,,,"09108401",103091084
7,8,258,"258",55,"055",2,"02",10,8,5,"MONEY FOR MOTHER",60,,"BUYING THINGS FOR CHILDREN",30,,"POCKET MONEY FOR SELF",10,,"MONEY FOR MOTHER",60,,"BUYING THINGS FOR CHILDREN",30,,"POCKET MONEY FOR SELF",10,,2,,3,,2,3,,6,,2,"25805502",107258055
7,8,261,"261",11,"011",2,"02",10,10,10,"MOTHER",50,,"PERSONAL USE",20,,"TAKE CARE OF CHILD",30,,"MOHTER",50,,"PERSONAL USE",20,,"TAKE CARE OF CHILD",30,,1,,5,,2,5,,10,,2,"26101102",107261011
4,7,119,"119",27,"027",1,"01",10,10,10,"MOTHER'S NHIS",10,,"MOTHER'S DRUGS",50,,"SAVE FOR MOTHER'S UPKEEPING",40,,,,,,,,,,,5,,10,,1,12,,15,,1,"11902701",104119027
5,14,174,"174",29,"029",2,"02",10,10,10,"MY CHILD EDUCATION",100,0,,,,,,,,,,,,,,,,1,0,2,0,2,15,0,20,0,2,"17402902",105174029
7,127,251,"251",58,"058",1,"01",10,10,5,"MY CHILDREN",40,,"SHOE+SHIRT",30,,"HEALTH INSURANCE",30,,,,,,,,,,,5,,10,,2,8,,12,,2,"25105801",107251058
5,14,174,"174",29,"029",4,"04",10,10,10,"MY EDUCATION",100,0,,,,,,,,,,,,,,,,5,0,5,0,2,15,0,20,0,2,"17402904",105174029
6,97,189,"189",82,"082",1,"01",10,10,10,"NAIL",30,,"PAINT",40,,"DAILY CONSUMPTION",30,,,,,,,,,,,4,50,5,,2,,,,,2,"18908201",106189082
4,7,119,"119",27,"027",2,"02",,8,6,"NECESARY DRUGS",100,,,,,,,,,,,,,,,,,3,,5,,2,8,,10,,2,"11902702",104119027
2,5,51,"051",15,"015",1,"01",10,7,10,"NEPHEW'S EDUCATION",100,,,,,,,,,,,,,,,,,1,,2,,2,3,,5,,2,"05101501",102051015
2,2,32,"032",64,"064",1,"01",10,10,10,"NET AND ROPE",70,,"PETEESI(FLOATER)",20,,"SHOE",10,,,,,,,,,,,,,,,,3,,2,,2,"03206401",102032064
8,144,280,"280",15,"015",1,"01",7,7,6,"NEW BICYCLE",100,,,,,,,,,,,,,,,,,,,,,,3,,7,,1,"28001501",108280015
2,6,45,"045",13,"013",1,"01",9,7,5,"NEW NET",60,,"BUILD MY HOUSE",20,,"HOUSE KEEPING",20,,"NEW NET",80,,"BLOCKS",10,,"HOUSE KEEPING",10,,,,,,,5,,7,,2,"04501301",102045013
6,100,197,"197",8,"008",1,"01",10,10,10,"NHIS",20,0,"BUSINESS",50,0,"SAVE",30,0,,,,,,,,,,2,0,3,0,2,3,0,5,0,2,"19700801",106197008
4,7,119,"119",17,"017",1,"01",,6,6,"NHIS",20,,"TRAVELLED",20,,"SAVE IN BANK",60,,,,,,,,,,,4,,6,,1,5,,8,,2,"11901701",104119017
1,8,13,"013",36,"036",1,"01",10,6,4,"NHIS OF KIDS",30,,"CAPITAL TO WIFE",70,,,,,,,,,,,,,,5,,5,,2,,,,,,"01303601",101013036
2,20,48,"048",67,"067",1,"01",10,10,,"NHIS REGISTERATION",20,,"TRADE",80,,,,,,,,,,,,,,2,,5,,2,,,,,,"04806701",102048067
2,23,56,"056",50,"050",1,"01",10,10,10,"NHIS REGISTRATION",30,,"AGRICULTURE",70,,,,,,,,,,,,,,5,,15,,3,,,,,,"05605001",102056050
7,132,262,"262",20,"020",1,"01",10,10,10,"NON-FARM ENT.",50,,"FIRST SPOUSE",25,,"SECOND SPOUSE",25,,"NON-FARM ENTERPRISE",50,,"FIRST SPOUSE",25,,"SECOND SPOUSE",25,,5,,10,,2,10,,15,,2,"26202001",107262020
7,120,257,"257",39,"039",2,"02",10,10,10,"OFFERING CHURCH",30,,"GIVE MOTHER",30,,"PERSONAL NEEDS",40,,"EDUCATION",70,,"SAVE",20,,"GIVE TO OTHER HOUSEHOLD",10,,5,,7,,2,5,,7,,2,"25703902",107257039
3,1,65,"065",23,"023",1,"01",10,10,10,"OFFERING TO GOD",20,,"BUY SHARES",40,,"BUSINESS",40,,,,,,,,,,,5,,15,,3,10,,25,,2,"06502301",103065023
7,120,257,"257",26,"026",1,"01",10,10,10,"OFFERING TO MOSQUES",10,,"SUPPORT FARM ACT",50,,"HOUSE UP KEEP",40,,"OFFERING TO MOSQUE",10,,"SUPPPORT FARM ACT",50,,"HOUSE UP KEEP",40,,2,50,2,50,1,4,,6,,2,"25702601",107257026
6,11,223,"223",61,"061",1,"01",10,10,4,"OFFERTORY",30,,"ALMS TO POOR",10,,"GIVE TO PARENTS & WIFE",60,,,,,,,,,,,4,,6,,2,8,,10,,2,"22306101",106223061
5,14,173,"173",23,"023",1,"01",10,10,8,"OPEN A BARBERING SHOP",100,,,,,,,,,,,,,,,,,4,,6,,3,10,,15,,2,"17302301",105173023
3,1,82,"082",36,"036",2,"02",10,10,10,"OPEN A SAVINGS ACCOUNT",100,,,,,,,,,,,,,,,,,,,,,2,3,,8,,2,"08203602",103082036
3,44,91,"091",76,"076",3,"03",10,10,10,"OPEN A SAVINGS ACCOUNT",50,,"BUY TEXTBOOKS",20,,"BUY CLOTHING",30,,,,,,,,,,,,,,,,5,,8,,2,"09107603",103091076
3,1,82,"082",39,"039",3,"03",10,10,,"OPEN A SAVINGS ACCOUNTS",50,,"BUY CLOTHING",50,,,,,,,,,,,,,,,,5,,,7,,6,,2,"08203903",103082039
2,29,42,"042",13,"013",1,"01",9,7,5,"OPEN A SHOP",100,,,,,,,,,,,,,,,,,,,,,,10,,20,,2,"04201301",102042013
5,15,176,"176",6,"006",3,"03",8,10,10,"OPEN A SHOP",80,,"SELL KOROZENE",20,,,,,,,,,,,,,,1,,3,,2,3,,10,,2,"17600603",105176006
6,95,184,"184",98,"098",1,"01",10,10,10,"OPEN A SHOP FOR MY WIFE",100,,,,,,,,,,,,,,,,,,,,,,,,,,,"18409801",106184098
3,1,66,"066",70,"070",1,"01",10,10,5,"OPEN A SMALL ENTERPRISE",100,,,,,,,,,,,,,,,,,3,,3,,2,4,,5,,2,"06607001",103066070
6,106,237,"237",77,"077",1,"01",10,10,9,"OPEN A WORKSHOP",100,,,,,,,,,,,,,,,,,2,,5,,2,,,,,,"23707701",106237077
4,62,118,"118",33,"033",4,"04",9,9,9,"OPEN AN A/C",100,,,,,,,,,,,,,,,,,3,,5,,1,5,,8,,1,"11803304",104118033
1,13,11,"011",19,"019",2,"02",10,10,10,"OPEN AN ACCOUNT",100,,,,,,,,,,,,,,,,,,,,,,5,,8,,2,"01101902",101011019
3,1,63,"063",108,"108",1,"01",10,10,10,"OPEN AN ACCOUNT",100,,,,,,,,,,,,,,,,,5,,10,,3,12,,15,,3,"06310801",103063108
1,1,31,"031",24,"024",1,"01",10,10,7,"OPEN OWN BUSINESS",100,0,,,,,,,,,,,,,,,,,,,,,8,0,15,0,2,"03102401",101031024
6,10,216,"216",13,"013",3,"03",10,10,10,"OPEN SALOON",100,,,,,,,,,,,,,,,,,2,,4,,2,2,,5,,2,"21601303",106216013
1,13,11,"011",6,"006",2,"02",10,10,10,"OPEN SAVINGS ACCOUNT",100,,,,,,,,,,,,,,,,,,,,,,1,50,3,50,2,"01100602",101011006
6,99,206,"206",31,"031",1,"01",10,10,10,"OPEN STORE",100,,,,,,,,,,,,,,,,,4,,5,,2,5,,7,,2,"20603101",106206031
3,1,75,"075",74,"074",1,"01",10,10,9,"OPENING AT BUSINESS",100,,,,,,,,,,,,,,,,,3,,5,,2,4,,7,,2,"07507401",103075074
1,2,25,"025",51,"051",2,"02",10,10,10,"OPERATE CHOP BAR",100,,,,,,,,"OPERATE CHOP BAR",100,,,,,,,,5,,5,,1,5,,15,,2,"02505102",101025051
2,2,32,"032",38,"038",1,"01",10,10,10,"ORANGES FOR SALE",50,,"GIZZARD FOR SALE",30,,"BISCUIT FOR SALE",20,,,,,,,,,,,,,,,,2,,3,50,2,"03203801",102032038
7,124,263,"263",41,"041",2,"02",10,10,10,"OUT TRANSFERS",50,,"BUY DRUGS FOR MOTHER",40,,"OTHER ITEMS",10,,"OUT TRANSFERS",50,,"BUY DRUGS FOR MOTHER",40,,"BUY FOOD STUFFS",10,,5,,7,,2,10,,20,,2,"26304102",107263041
8,10,299,"299",137,"137",1,"01",10,10,10,"PACKET MONEY",100,,,,,,,,,,,,,,,,,1,50,2,,1,2,,3,,1,"29913701",108299137
1,2,7,"007",33,"033",5,"05",10,10,,"PAID MY SCHOOL FEES",20,,"FOOTWEAR",40,,"BUY SHIRT AND JEANS",40,,"MY SCHOOL FEES",20,,"FOOTWEAR",40,,"SHIRTS AND JEANS",40,,3,,5,,2,7,,10,,2,"00703305",101007033
7,112,244,"244",79,"079",1,"01",10,10,9,"PAINT",40,,"CARPET",30,,"PLASTIC CHAIR",30,,,,,,,,,,,2,,1,50,2,5,,6,,2,"24407901",107244079
6,94,180,"180",8,"008",2,"02",9,9,8,"PALM OIL BUSINESS",40,,"KENKEY BUSINESS",30,,"GROUNDNUT BUSINESS",30,,"PALM OIL BUSINESS",40,,"KENKEY BUSINESS",30,,"GROUNDNUT BUSINESS",30,,,,,,,,,,,,"18000802",106180008
1,8,13,"013",19,"019",1,"01",10,8,7,"PALM SEEDS",100,,,,,,,,,,,,,,,,,5,,5,,2,,,,,,"01301901",101013019
2,31,39,"039",49,"049",1,"01",,10,10,"PALM WINE TAPPING",100,,,,,,,,,,,,,,,,,5,,5,,2,,,,,,"03904901",102039049
2,2,32,"032",15,"015",1,"01",10,10,10,"PAMPERS FOR SALE",40,,"UTENSILS FOR SALE",30,,"PACKET OF CANFAR",30,,,,,,,,,,,,,,,,3,,4,,2,"03201501",102032015
8,10,305,"305",48,"048",3,"03",10,10,10,"PAMPHELETS",50,,"FOOD",30,,"CLOTHINGS",20,,,,,,,,,,,1,,2,70,2,1,50,2,70,2,"30504803",108305048
9,158,313,"313",1,"001",4,"04",10,7,2,"PAMPHLETS",,,"MAIZE",,,"CLOTHING",,,,,,,,,,,,50,,100,,1,10,,50,,1,"31300104",109313001
1,2,5,"005",13,"013",4,"04",10,10,10,"PANTIES/CLOTHES",20,,"SCHOOL BOOKS",50,,"BAGS",30,,"PANTIES/CLOTHES",20,,"SCHOOL BOOKS",50,,"BAGS",30,,4,,6,,,10,,15,,2,"00501304",101005013
3,1,70,"070",1,"001",3,"03",10,10,10,"PARENTS",50,,"JEANS",15,,"SELL PURE WATER",35,,,,,,,,,,,3,,5,,3,5,,6,50,1,"07000103",103070001
10,166,337,"337",10,"010",3,"03",10,10,10,"PARENTS (GIFT)",50,0,"SCHOOL SUPPLIES",50,0,,,,,,,,,,,,,,,,,,,,,,,"33701003",110337010
8,147,273,"273",28,"028",1,"01",10,10,10,"PAY BROTHER'S SCHOOL FEES",100,,,,,,,,,,,,,,,,,,,,,,,,,,,"27302801",108273028
1,10,19,"019",11,"011",2,"02",10,10,10,"PAY CHILD SCHOOL FEES",100,,,,,,,,"PAY CHILD SCHOOL FEES",100,,,,,,,,6,,6,,2,10,,15,,2,"01901102",101019011
6,102,209,"209",28,"028",1,"01",10,10,10,"PAY CHILD'S FEES",100,,,,,,,,,,,,,,,,,5,,7,,2,8,,10,,2,"20902801",106209028
6,10,211,"211",76,"076",1,"01",10,10,10,"PAY CHILD'S FEES",100,,,,,,,,,,,,,,,,,5,,7,,2,10,,12,,2,"21107601",106211076
3,40,90,"090",19,"019",1,"01",10,10,10,"PAY CHILDREN FEES",100,,,,,,,,"HOUSEKEEPING MONEY",100,,,,,,,,3,,2,,2,4,,4,,2,"09001901",103090019
3,1,83,"083",55,"055",1,"01",10,10,9,"PAY CHILDREN FEES",100,,,,,,,,,,,,,,,,,,,,,,2,,3,,2,"08305501",103083055
6,102,209,"209",25,"025",1,"01",10,10,10,"PAY CHILDREN FEES",100,,,,,,,,,,,,,,,,,5,,7,,2,8,,10,,2,"20902501",106209025
5,9,162,"162",31,"031",1,"01",10,10,10,"PAY CHILDREN SCH. FEES",50,0,"BUY CLOTHING",50,0,,,,,,,,,,,,,15,0,8,0,3,30,0,40,0,2,"16203101",105162031
10,166,337,"337",42,"042",1,"01",10,10,10,"PAY CHILDREN SCHOOL FEES",100,0,,,,,,,,,,,,,,,,,,,,,,,,,,"33704201",110337042
1,10,21,"021",68,"068",1,"01",10,10,10,"PAY CHILDREN SCHOOL FEES",100,,,,,,,,"PAY CHILDREN SCHOOL FEES",100,,,,,,,,6,,6,,2,10,,20,,2,"02106801",101021068
2,27,46,"046",37,"037",1,"01",10,9,9,"PAY CHILDREN SCHOOL NEEDS",50,,"FOR HOUSE KEEPING",50,,,,,,,,,,,,,,7,,7,,1,,,,,,"04603701",102046037
8,150,274,"274",14,"014",1,"01",10,10,10,"PAY CHILDREN'S SCH FEES",100,,,,,,,,,,,,,,,,,,,,,,,,,,,"27401401",108274014
3,44,91,"091",89,"089",1,"01",10,9,8,"PAY CHILDRENS SCH FEES",100,,,,,,,,"CHILDRENS SCH FEES",100,,,,,,,,1,,1,50,2,2,,2,50,2,"09108901",103091089
3,1,82,"082",23,"023",1,"01",10,10,9,"PAY DAUGHTER'S FEES",100,,,,,,,,,,,,,,,,,,,,,,3,,6,,2,"08202301",103082023
2,22,53,"053",76,"076",1,"01",10,8,8,"PAY DAUGHTERS SCHOOL FEES",50,,"CONSUMPTION",30,,"START A TRADE",20,,,,,,,,,,,4,50,4,50,1,,,,,,"05307601",102053076
1,12,29,"029",20,"020",1,"01",10,10,10,"PAY DEBT",100,0,,,,,,,"BUY WEAVON",50,0,"BUY PERMING CREAMS",20,0,"BUY SHOWCASE AND STORE PRODUCTS",30,0,2,0,2,50,2,2,50,3,0,2,"02902001",101029020
1,17,24,"024",28,"028",1,"01",10,10,10,"PAY DEBT",100,,,,,,,,"PAY DEBT",100,,,,,,,,3,,5,,2,5,,15,,2,"02402801",101024028
6,102,201,"201",17,"017",1,"01",10,10,10,"PAY DEBT",100,,,,,,,,,,,,,,,,,3,,6,,2,5,,8,,2,"20101701",106201017
6,102,209,"209",68,"068",1,"01",10,10,10,"PAY DEBT",100,,,,,,,,,,,,,,,,,6,,8,,2,8,,10,,2,"20906801",106209068
5,71,148,"148",40,"040",1,"01",10,10,,"PAY DEBT",100,,,,,,,,,,,,,,,,,3,,5,,1,5,,7,,1,"14804001",105148040
7,128,252,"252",59,"059",1,"01",10,10,10,"PAY DEBT",50,,"FOOD",30,,"GIVE TO CHILDREN",20,,,,,,,,,,,2,50,5,,2,,,,,,"25205901",107252059
8,152,288,"288",15,"015",1,"01",5,5,5,"PAY DEBT",60,0,"CEMENT",40,0,,,,,,,,,,,,,1,50,2,50,1,4,0,8,0,2,"28801501",108288015
7,127,250,"250",23,"023",1,"01",10,10,9,"PAY DEBT",80,,"LIGHT BILL",10,,"SAVE",10,,,,,,,,,,,4,,6,,2,5,,8,,2,"25002301",107250023
3,1,65,"065",65,"065",1,"01",,10,10,"PAY DEBT",70,,"CONSUMPTION",30,,,,,,,,,,,,,,2,,5,,2,5,,8,,2,"06506501",103065065
1,16,23,"023",11,"011",1,"01",10,10,10,"PAY DEBT",100,,,,,,,,"PAY DEBT",100,,,,,,,,5,,5,,2,10,,15,,2,"02301101",101023011
6,10,203,"203",36,"036",1,"01",8,8,9,"PAY DEBTS",50,,"CHILDREN EDUCATION",30,,"SHIRTS",20,,,,,,,,,,,3,,5,,1,5,,10,,1,"20303601",106203036
3,43,95,"095",51,"051",3,"03",10,10,10,"PAY EXTRA CLASSES",50,,,,,,,,"SAVE",50,,,,,,,,5,,5,,1,10,,10,,1,"09505103",103095051
6,99,231,"231",8,"008",1,"01",10,10,10,"PAY FEE",60,,"BUSINESS",30,,"BUY SHIRT",10,,,,,,,,,,,2,,3,,2,4,,5,,2,"23100801",106231008
6,102,208,"208",59,"059",2,"02",7,6,4,"PAY FEE",50,0,"LORY FAIR",30,0,"BUY HANDOUT",20,0,,,,,,,,,,3,0,4,0,2,5,0,5,0,2,"20805902",106208059
3,41,88,"088",20,"020",3,"03",10,10,,"PAY FEE",100,,,,,,,,"GIVE TO PARENT",100,,,,,,,,2,,3,,2,3,,3,,2,"08802003",103088020
3,41,88,"088",19,"019",2,"02",10,10,10,"PAY FEE",100,,,,,,,,"PAY FEE",100,,,,,,,,,,,,1,5,,6,,2,"08801902",103088019
6,10,204,"204",22,"022",3,"03",10,8,1,"PAY FEES",50,,"BUY BOOKS",20,,"BUY FOOD",30,,,,,,,,,,,4,,5,,2,10,,10,,2,"20402203",106204022
6,100,197,"197",1,"001",3,"03",10,10,10,"PAY FEES",20,0,"BUSINESS",60,0,"SAVE",20,0,,,,,,,,,,3,,3,,2,3,0,10,0,2,"19700103",106197001
6,110,227,"227",20,"020",1,"01",10,10,10,"PAY FEES",100,,,,,,,,,,,,,,,,,1,,3,,2,2,,5,,2,"22702001",106227020
3,1,67,"067",22,"022",1,"01",10,10,6,"PAY FEES",50,,"SAVINGS",50,,,,,,,,,,,,,,2,,3,,1,3,,5,,2,"06702201",103067022
6,102,205,"205",3,"003",2,"02",10,10,10,"PAY FEES",100,,,,,,,,,,,,,,,,,4,,5,,2,6,,7,,2,"20500302",106205003
6,10,202,"202",69,"069",1,"01",10,10,10,"PAY FEES",60,,"BILLS",30,,"POCKET MONEY",10,,,,,,,,,,,30,,40,,2,50,,80,,2,"20206901",106202069
3,43,95,"095",4,"004",2,"02",10,10,10,"PAY FEES",100,,,,,,,,"PAY FEES",100,,,,,,,,2,,3,,2,4,,4,,2,"09500402",103095004
3,43,97,"097",20,"020",1,"01",10,10,10,"PAY FEES",100,,,,,,,,"SAVE IT",100,,,,,,,,3,,4,,2,4,,4,,2,"09702001",103097020
6,99,231,"231",6,"006",1,"01",10,8,7,"PAY FEES",70,,"BUY SHIRT",20,,"SAVE",10,,,,,,,,,,,3,,3,,2,3,,5,,2,"23100601",106231006
6,102,214,"214",20,"020",1,"01",10,10,8,"PAY FEES",50,,"FOR FOOD",20,,"BUSINESS",30,,,,,,,,,,,3,,5,,2,4,,5,,2,"21402001",106214020
3,43,97,"097",20,"020",2,"02",10,10,10,"PAY FEES",100,,,,,,,,"PAY SCHOOL FEES",100,,,,,,,,2,,4,,2,4,,4,,2,"09702002",103097020
6,102,214,"214",20,"020",2,"02",10,10,10,"PAY FEES",50,,"BUY BOOKS",30,,"SAVE",20,,,,,,,,,,,2,,5,,2,5,,5,,2,"21402002",106214020
3,43,93,"093",52,"052",2,"02",10,10,10,"PAY FEES",100,,,,,,,,"PAY FEES",100,,,,,,,,2,,2,,2,3,,3,,2,"09305202",103093052
3,1,84,"084",62,"062",1,"01",10,10,10,"PAY FEES",100,,,,,,,,"PAY FEES",100,,,,,,,,4,,3,,2,10,,12,,2,"08406201",103084062
5,8,158,"158",19,"019",1,"01",10,10,10,"PAY FEES",50,,"INVEST INTO BUSINESS",25,0,"SETTLE DEBT",25,0,,,,,,,,,,2,0,4,0,2,,,,,,"15801901",105158019
3,1,74,"074",15,"015",1,"01",10,10,9,"PAY FEES",100,,,,,,,,,,,,,,,,,2,50,4,,2,5,,7,50,2,"07401501",103074015
3,43,98,"098",57,"057",1,"01",10,10,10,"PAY FEES",100,,,,,,,,"PAY FEES",100,,,,,,,,2,,2,,2,3,,3,,2,"09805701",103098057
3,43,95,"095",4,"004",1,"01",10,10,10,"PAY FEES",100,,,,,,,,"PAY FEES",100,,,,,,,,2,,3,,2,4,,4,,2,"09500401",103095004
6,99,200,"200",76,"076",1,"01",10,10,7,"PAY FEES",,,"BUY FURNITURE",,,"FOR FOOD",,,,,,,,,,,,4,,4,,2,5,,5,,2,"20007601",106200076
6,110,227,"227",81,"081",1,"01",10,10,10,"PAY FEES",100,,,,,,,,,,,,,,,,,2,,3,,1,2,,3,,1,"22708101",106227081
3,1,74,"074",36,"036",1,"01",10,10,4,"PAY FEES",100,,,,,,,,,,,,,,,,,1,,1,50,2,1,50,2,,2,"07403601",103074036
6,10,213,"213",23,"023",1,"01",10,10,10,"PAY FEES",30,0,"BUSINESS",50,0,"FOR FOOD",20,0,,,,,,,,,,5,0,10,0,2,8,0,10,0,2,"21302301",106213023
6,10,216,"216",16,"016",1,"01",10,10,10,"PAY FEES",100,,,,,,,,,,,,,,,,,5,,10,,2,10,,20,,2,"21601601",106216016
3,1,84,"084",78,"078",2,"02",10,10,10,"PAY FEES",100,,,,,,,,"PAY FEES (SCH)",100,,,,,,,,,,,,,,,,,,"08407802",103084078
3,43,98,"098",57,"057",2,"02",10,10,10,"PAY FEES",100,,,,,,,,"PAY FEES",100,,,,,,,,2,,2,,2,3,,3,,2,"09805702",103098057
6,102,214,"214",1,"001",1,"01",10,10,10,"PAY FEES",50,,"SAVE",20,,"FOR FOOD",30,,,,,,,,,,,3,,5,,2,5,,5,,2,"21400101",106214001
3,1,79,"079",15,"015",1,"01",10,8,6,"PAY FEES",100,0,,,,,,,,,,,,,,,,2,0,3,0,2,3,0,4,0,2,"07901501",103079015
5,80,147,"147",5,"005",2,"02",10,8,7,"PAY FEES",50,,"TRADE WITH IT",50,,,,,,,,,,,,,,3,,5,,,5,,10,,,"14700502",105147005
