"id1","id2","id3","id4","sav_no","s3bv_51","s3bv_52ii","s3bv_53i","s3bv_53ii","s3bv_54","s3bv_55","s3bv_56i","s3bv_56ii","s3bv_57i","s3bv_57ii","s3bv_57iii","s3bv_57iv","s3bv_57v","s3bv_58","s3bv_59i","s3bv_59ii","s3bv_60i","s3bv_61","s3v_61_1","s3v_61_2","s3v_61_3","s3v_61_4","s3v_61_5","s3v_61_6","hhno"
5,8,160,13,1,2,1,,,1,-8,30,,,,,,,,,,,,,,,,,,105160013
5,8,160,16,1,1,1,70,,1,-8,400,,,,,,,,,,1,,,,,,,,105160016
5,8,160,17,1,1,2,50,,1,-8,500,,,,,,,,,,4,,,,,,,,105160017
5,8,160,17,2,1,1,20,,1,-8,400,,,,,,,,,,4,,,,,,,,105160017
5,8,160,18,1,1,2,200,,1,,100,,,,,,,,,,2,,,,,,,,105160018
5,8,160,18,2,1,1,10,,2,,,,,,,,,,,,,,,,,,,,105160018
5,8,160,27,1,1,1,10,,1,-8,30,,,,,,,,,,2,,,,,,,,105160027
5,8,160,29,1,1,1,15,,2,,,,,,,,,,,,,,,,,,,,105160029
5,8,160,32,1,1,1,10,,1,-8,5,80,,,,,,,,,,,,,,,,,105160032
5,8,160,34,1,1,1,20,,1,-8,100,,,,,,,,,,2,,,,,,,,105160034
5,8,160,39,1,1,1,30,,2,,,,,,,,,,,,,,,,,,,,105160039
5,8,160,41,1,1,1,10,,1,,100,,,,,,,,,,,,,,,,,,105160041
5,8,160,48,3,1,5,10,,2,,,,,,,,,,,,,,,,,,,,105160048
5,8,160,48,2,1,2,20,,2,,,,,,,,,,,,,,,,,,,,105160048
5,8,160,48,1,1,1,100,,2,,,,,,,,,,,,,,,,,,,,105160048
5,9,161,3,1,1,1,30,,2,,,,,,,,,,,,,,,,,,,,105161003
5,9,161,4,1,1,2,40,,2,,,,,,,,,,,,,,,,,,,,105161004
5,9,161,6,2,1,2,10,,2,,,,,,,,,,,,,,,,,,,,105161006
5,9,161,6,1,1,1,15,,1,-8,120,,,,,,,,,,10,,,,,,,,105161006
5,9,161,11,1,1,1,30,,2,,,,,,,,,,,,,,,,,,,,105161011
5,9,161,15,1,1,2,10,,2,,,,,,,,,,,,,,,,,,,,105161015
5,9,161,16,1,1,1,20,,2,,,,,,,,,,,,,,,,,,,,105161016
5,9,161,17,2,1,2,3,,2,,,,,,,,,,,,,,,,,,,,105161017
5,9,161,17,1,1,1,5,,2,,,,,,,,,,,,,,,,,,,,105161017
5,9,161,18,1,1,2,10,,2,,,,,,,,,,,,,,,,,,,,105161018
5,9,161,29,1,2,1,,,1,-8,5,,,,,,,,,,4,,,,,,,,105161029
5,9,161,30,1,1,1,2,,2,,,,,,,,,,,,,,,,,,,,105161030
5,9,161,33,1,2,1,,,1,-8,90,,,,,,,,,,1,,,,,,,,105161033
5,9,161,35,2,1,2,2,,2,,,,,,,,,,,,,,,,,,,,105161035
5,9,161,35,1,1,1,5,,2,,,,,,,,,,,,,,,,,,,,105161035
5,9,161,38,1,1,1,3,,2,,,,,,,,,,,,,,,,,,,,105161038
5,9,162,1,2,1,2,20,0,2,,,,,,,,,,,,,,,,,,,,105162001
5,9,162,1,1,1,1,17,0,1,,47,0,,,,,,,,,,,,,,,,,105162001
5,9,162,5,1,1,1,200,0,1,-8,250,0,,,,,,,,,4,,,,,,,,105162005
5,9,162,8,2,1,2,40,0,2,,,,,,,,,,,,,,,,,,,,105162008
5,9,162,8,1,1,1,50,0,1,-8,60,0,,,,,,,,,4,,,,,,,,105162008
5,9,162,9,1,1,1,20,0,2,,,,,,,,,,,,,,,,,,,,105162009
5,9,162,9,2,1,2,20,0,2,,,,,,,,,,,,,,,,,,,,105162009
5,9,162,15,1,1,1,50,0,2,,,,,,,,,,,,,,,,,,,,105162015
5,9,162,17,1,1,1,10,0,2,,,,,,,,,,,,,,,,,,,,105162017
5,9,162,19,1,2,1,,,1,,,,,,,,,,,,4,,,,,,,,105162019
5,9,162,20,1,2,1,,,1,-8,60,0,,,,,,,,,4,,,,,,,,105162020
5,9,162,24,1,2,1,,,1,-8,500,0,,,,,,,,,4,,,,,,,,105162024
5,9,162,27,1,1,1,100,0,1,-8,250,0,,,,,,,,,,,,,,,,,105162027
5,9,162,27,2,1,2,50,0,1,-8,30,0,,,,,,,,,,,,,,,,,105162027
5,9,162,28,2,1,2,5,0,2,,,,,,,,,,,,,,,,,,,,105162028
5,9,162,28,1,1,1,20,0,2,,,,,,,,,,,,,,,,,,,,105162028
5,9,162,29,2,1,5,30,0,2,,,,,,,,,,,,,,,,,,,,105162029
5,9,162,29,1,1,1,20,0,1,-8,20,0,,,,,,,,,,,,,,,,,105162029
5,9,162,29,3,1,2,20,0,2,,,,,,,,,,,,,,,,,,,,105162029
5,9,162,31,1,1,1,10,0,2,,,,,,,,,,,,,,,,,,,,105162031
5,9,162,31,2,1,2,3,0,2,,,,,,,,,,,,,,,,,,,,105162031
5,9,162,32,1,1,1,150,0,2,,,,,,,,,,,,,,,,,,,,105162032
5,9,162,35,1,1,1,50,0,2,,,,,,,,,,,,,,,,,,,,105162035
5,9,163,9,1,1,1,120,,1,,1300,,,,,,,,,,4,,,,,,,,105163009
5,9,163,9,2,1,2,6,,2,,,,,,,,,,,,,,,,,,,,105163009
5,9,163,11,1,1,1,150,,2,,,,,,,,,,,,,,,,,,,,105163011
5,9,163,24,1,1,1,20,,2,,,,,,,,,,,,,,,,,,,,105163024
5,9,163,26,2,1,3,30,,2,,,,,,,,,,,,,,,,,,,,105163026
5,9,163,26,1,1,1,20,,2,,,,,,,,,,,,,,,,,,,,105163026
5,9,163,34,1,1,1,10,,2,,,,,,,,,,,,,,,,,,,,105163034
5,9,163,37,1,1,1,300,,2,,,,,,,,,,,,,,,,,,,,105163037
5,9,163,47,1,1,1,50,,2,,,,,,,,,,,,,,,,,,,,105163047
5,9,163,47,2,1,2,30,,2,,,,,,,,,,,,,,,,,,,,105163047
5,9,163,53,1,2,1,,,,,50,,,,,,,,,,,,,,,,,,105163053
5,9,163,69,2,2,1,,,1,-8,100,,,,,,,,,,4,,,,,,,,105163069
5,9,163,69,1,2,1,,,1,-8,100,,,,,,,,,,4,,,,,,,,105163069
5,9,163,72,1,2,1,,,1,-8,100,,,,,,,20,10,,1,"3",3,,,,,,105163072
5,9,163,79,2,1,2,50,,,-8,60,,,,,,,,,,,,,,,,,,105163079
5,9,163,79,1,1,1,80,,1,-8,200,,,,,,,,,,,,,,,,,,105163079
5,10,164,6,2,1,2,5,,2,,,,,,,,,,,,,,,,,,,,105164006
5,10,164,6,1,1,1,20,,2,,,,,,,,,,,,,,,,,,,,105164006
5,10,164,9,1,2,1,,,1,-8,200,,,,,,,,,,,,,,,,,,105164009
5,10,164,19,1,1,1,,,2,,,,,,,,,,,,,,,,,,,,105164019
5,10,164,20,1,1,1,3,,2,,,,,,,,,,,,,,,,,,,,105164020
5,10,164,25,1,1,1,3,,2,,,,,,,,,,,,,,,,,,,,105164025
5,10,164,29,2,1,2,100,,2,,,,,,,,,,,,,,,,,,,,105164029
5,10,164,29,1,1,1,200,,2,,,,,,,,,,,,,,,,,,,,105164029
5,10,164,31,1,1,1,20,,2,,,,,,,,,,,,,,,,,,,,105164031
5,10,164,33,2,2,1,,,1,-8,20,,,,,,,8,16,,4,"7",7,,,,,,105164033
5,10,164,33,1,1,1,200,,2,,,,,,,,,,,,,,,,,,,,105164033
5,10,164,35,1,1,1,30,,2,,,,,,,,,,,,,,,,,,,,105164035
5,10,164,36,1,1,1,20,,2,,,,,,,,,,,,,,,,,,,,105164036
5,10,164,38,2,1,1,50,,2,,,,,,,,,,,,,,,,,,,,105164038
5,10,164,38,1,1,2,5,,2,,,,,,,,,,,,,,,,,,,,105164038
5,10,165,5,1,2,1,,,1,1,180,,,,,,,,,,1,,,,,,,,105165005
5,10,165,10,1,2,1,,,,,30,,,,,,,30,1,,10,"1,2",1,2,,,,,105165010
5,10,165,23,1,1,1,50,,1,-8,50,,,,,,,,,,,,,,,,,,105165023
5,10,165,27,1,1,1,5,,2,,,,,,,,,,,,,,,,,,,,105165027
5,10,165,31,1,1,1,60,,2,,,,,,,,,,,,,,,,,,,,105165031
5,10,165,35,1,1,1,10,,1,-8,500,,,,,,,,,,,,,,,,,,105165035
5,10,165,35,2,1,2,15,,1,-8,200,,,,,,,,,,,,,,,,,,105165035
5,10,165,42,1,1,1,100,,1,-8,1500,,,,,,,,,,,,,,,,,,105165042
5,10,165,58,2,1,2,80,,2,,,,,,,,,,,,,,,,,,,,105165058
5,10,165,58,1,1,1,40,,2,,,,,,,,,,,,,,,,,,,,105165058
5,11,166,1,1,2,1,,,1,-8,50,,,,,,,,,,4,,,,,,,,105166001
5,11,166,8,1,1,1,5,,2,,,,,,,,,,,,,,,,,,,,105166008
5,11,166,12,1,1,1,50,,1,-8,40,,,,,,,8,16,,4,"7",7,,,,,,105166012
5,11,166,19,1,2,1,,,1,-8,20,,,,,,,15,15,,4,"7",7,,,,,,105166019
5,11,166,23,1,1,1,400,,1,-8,3000,,,,,,,,,,4,,,,,,,,105166023
5,11,166,27,1,2,1,,,1,-8,80,,,,,,,,,,9,,,,,,,,105166027
5,11,166,40,1,1,1,20,,2,,,,,,,,,,,,,,,,,,,,105166040
5,11,166,47,1,2,1,,,1,-8,100,,,,,,,,,,4,,,,,,,,105166047
5,11,166,52,1,1,1,10,,2,,,,,,,,,,,,,,,,,,,,105166052
5,11,166,52,2,1,2,1,,2,,,,,,,,,,,,,,,,,,,,105166052
5,11,166,56,2,1,2,150,,2,,,,,,,,,,,,,,,,,,,,105166056
5,11,166,56,1,1,1,,50,2,,,,,,,,,,,,,,,,,,,,105166056
5,11,166,57,1,1,1,5,,2,,,,,,,,,,,,,,,,,,,,105166057
5,11,166,60,1,1,2,10,,1,,100,,,,,,,,,,,,,,,,,,105166060
5,11,166,60,2,1,1,100,,2,,,,,,,,,,,,,,,,,,,,105166060
5,11,166,62,2,1,2,100,,2,,,,,,,,,,,,,,,,,,,,105166062
5,11,166,62,1,1,1,150,,1,-8,5,,,,,,,,,,,,,,,,,,105166062
5,12,168,25,1,1,1,400,,1,-8,300,,,,,,,,,,2,,,,,,,,105168025
5,12,168,42,1,1,1,80,,2,,,,,,,,,,,,,,,,,,,,105168042
5,12,168,43,1,2,1,,,1,-8,350,,,,,,,,,,4,,,,,,,,105168043
5,12,168,43,2,2,1,,,1,-8,70,,,,,,,30,90,,4,"1,2",1,2,,,,,105168043
5,12,168,44,1,1,1,40,,1,,180,,,,,,,30,60,,4,"1",1,,,,,,105168044
5,12,168,46,1,2,1,,,1,-8,2,,,,,,,,,,,,,,,,,,105168046
5,12,168,54,1,1,1,5,,1,1,10,,,,,,,,,,2,,,,,,,,105168054
5,12,168,67,1,,1,50,,2,,,,,,,,,,,,,,,,,,,,105168067
5,12,168,71,1,1,1,300,,1,-8,10,,,,,,,,,,,,,,,,,,105168071
5,12,168,78,1,1,1,,,1,-8,,,,,,,,,,,4,,,,,,,,105168078
5,12,168,78,2,2,1,,,1,-8,10,,,,,,,,,,4,,,,,,,,105168078
5,12,168,86,1,2,1,,,1,-8,60,,,,,,,,30,,1,"3",3,,,,,,105168086
5,12,168,86,2,2,1,,,,-8,40,,,,,,,,15,,1,"2,3",2,3,,,,,105168086
5,12,168,88,1,1,1,2,,2,,,,,,,,,,,,,,,,,,,,105168088
5,12,169,3,1,1,1,30,0,2,,,,,,,,,,,,,,,,,,,,105169003
5,12,169,7,1,1,1,100,0,2,,,,,,,,,,,,,,,,,,,,105169007
5,12,169,15,2,1,2,5,0,2,,,,,,,,,,,,,,,,,,,,105169015
5,12,169,15,1,1,1,10,0,2,,,,,,,,,,,,,,,,,,,,105169015
5,12,169,16,1,1,1,20,0,1,-8,600,0,,,,,,,,,,,,,,,,,105169016
5,12,169,16,2,1,2,50,0,1,-8,100,0,,,,,,,,,,,,,,,,,105169016
5,12,169,17,1,1,1,10,0,2,,,,,,,,,,,,,,,,,,,,105169017
5,12,169,17,2,1,2,100,0,2,,,,,,,,,,,,,,,,,,,,105169017
5,12,169,23,2,1,1,150,0,2,,,,,,,,,,,,,,,,,,,,105169023
5,12,169,23,1,1,2,80,0,2,,,,,,,,,,,,,,,,,,,,105169023
5,12,169,24,2,1,2,40,0,2,,,,,,,,,,,,,,,,,,,,105169024
5,12,169,24,3,1,4,5,0,2,,,,,,,,,,,,,,,,,,,,105169024
5,12,169,24,1,1,1,50,0,1,-8,,,,,,,,,,,2,,,,,,,,105169024
5,12,169,27,1,1,1,20,0,1,-8,400,0,,,,,,2,1,0,4,"1",1,,,,,,105169027
5,12,169,35,1,1,1,12,0,2,,,,,,,,,,,,,,,,,,,,105169035
5,12,169,36,1,2,1,,,1,-8,3500,0,4,27,,,,2,100,0,1,"1,2",1,2,,,,,105169036
5,12,169,38,1,1,1,50,,1,-8,120,,,,,,,,20,,4,,,,,,,,105169038
5,12,170,7,1,1,1,20,0,2,,,,,,,,,,,,,,,,,,,,105170007
5,12,170,8,1,1,2,26,0,2,,,,,,,,,,,,,,,,,,,,105170008
5,12,170,8,2,1,1,40,0,2,,,,,,,,,,,,,,,,,,,,105170008
5,12,170,10,1,1,2,25,0,2,,,,,,,,,,,,,,,,,,,,105170010
5,12,170,11,1,2,1,,,1,-8,120,0,,,,,,,,,7,"3",3,,,,,,105170011
5,12,170,12,1,2,1,,,1,-8,400,0,,,,,,,,,4,,,,,,,,105170012
5,12,170,19,1,2,1,,,1,,30,0,,,,,,,,,4,,,,,,,,105170019
5,12,170,25,2,1,2,70,0,2,,,,,,,,,,,,,,,,,,,,105170025
5,12,170,25,1,1,1,50,0,2,,,,,,,,,,,,,,,,,,,,105170025
5,12,170,27,1,1,1,10,0,2,,,,,,,,,,,,,,,,,,,,105170027
5,12,170,30,2,1,2,10,0,2,,,,,,,,,,,,,,,,,,,,105170030
5,12,170,30,1,1,1,50,0,2,,,,,,,,,,,,,,,,,,,,105170030
5,12,170,35,1,1,1,100,0,2,,,,,,,,,,,,,,,,,,,,105170035
5,12,170,36,1,1,1,20,0,2,,,,,,,,,,,,,,,,,,,,105170036
5,12,170,37,1,1,1,80,0,1,,150,0,,,,,,,,,4,,,,,,,,105170037
5,13,171,3,1,1,1,50,0,1,-8,10,0,,,,,,,,,,,,,,,,,105171003
5,13,171,5,1,2,1,,,1,-8,550,0,,,,,,,,,,,,,,,,,105171005
5,13,171,8,1,2,1,,,1,-8,1500,0,,,,,,,,,,,,,,,,,105171008
5,13,171,10,1,2,1,,,1,-8,60,0,,,,,,,,,,,,,,,,,105171010
5,13,171,11,1,1,1,100,0,2,,,,,,,,,,,,,,,,,,,,105171011
5,13,171,13,1,1,1,12,0,1,-8,250,0,,,,,,,,,,,,,,,,,105171013
5,13,171,17,1,2,1,,,1,-8,140,0,,,,,,,,,,,,,,,,,105171017
5,13,171,18,2,1,2,80,0,2,,,,,,,,,,,,,,,,,,,,105171018
5,13,171,18,1,1,1,15,0,2,,,,,,,,,,,,,,,,,,,,105171018
5,13,171,20,2,1,2,70,0,2,,,,,,,,,,,,,,,,,,,,105171020
5,13,171,20,1,1,1,20,0,2,,,,,,,,,,,,,,,,,,,,105171020
5,13,171,22,1,1,1,35,0,2,,,,,,,,,,,,,,,,,,,,105171022
5,13,171,23,1,1,1,15,50,2,,,,,,,,,,,,,,,,,,,,105171023
5,13,171,25,1,1,1,50,0,2,,,,,,,,,,,,,,,,,,,,105171025
5,13,171,29,1,2,1,,,1,-8,50,0,,,,,,,,,,,,,,,,,105171029
5,13,171,32,1,2,1,,,1,-8,206,0,,,,,,,,,4,,,,,,,,105171032
5,66,172,3,3,1,5,25,,1,,35,,,,,,,,,,,,,,,,,,105172003
5,66,172,3,2,1,4,20,,1,,100,,,,,,,,,,,,,,,,,,105172003
5,66,172,3,1,1,3,10,,1,,20,,,,,,,,,,,,,,,,,,105172003
5,66,172,4,1,2,1,,,1,,20,,,,,,,,,,,,,,,,,,105172004
5,66,172,5,1,1,1,12,,2,,,,,,,,,,,,,,,,,,,,105172005
5,66,172,16,1,2,1,,,1,,230,,,,,,,,,,,,,,,,,,105172016
5,66,172,31,1,2,1,,,1,,240,0,,,,,,,,,,,,,,,,,105172031
5,66,172,33,1,2,1,,,1,,80,,,,,,,,,,,,,,,,,,105172033
5,66,172,34,2,1,2,30,,1,,80,0,,,,,,,,,,,,,,,,,105172034
5,66,172,34,1,2,1,,,1,,170,,,,,,,,,,,,,,,,,,105172034
5,66,172,40,1,1,1,60,,2,,,,,,,,,,,,,,,,,,,,105172040
5,14,173,1,1,1,1,50,,2,,,,,,,,,,,,,,,,,,,,105173001
5,14,173,1,2,1,2,300,,1,-8,600,,,,,,,10,150,,4,"2,7",2,7,,,,,105173001
5,14,173,3,1,1,1,30,,2,,,,,,,,,,,,,,,,,,,,105173003
5,14,173,6,2,1,2,50,,2,,,,,,,,,,,,,,,,,,,,105173006
5,14,173,6,1,1,1,40,,2,,,,,,,,,,,,,,,,,,,,105173006
5,14,173,9,1,1,1,20,,2,,,,,,,,,,,,,,,,,,,,105173009
5,14,173,9,2,1,2,10,,2,,,,,,,,,,,,,,,,,,,,105173009
5,14,173,11,1,1,1,50,,2,,,,,,,,,,,,,,,,,,,,105173011
5,14,173,13,1,1,1,2,,2,,,,,,,,,,,,,,,,,,,,105173013
5,14,173,19,1,2,1,,,1,-8,20,,,,,,,4,8,,1,,,,,,,,105173019
5,14,173,23,1,1,1,20,,2,,,,,,,,,,,,,,,,,,,,105173023
5,14,173,25,1,1,2,20,,2,,,,,,,,,,,,,,,,,,,,105173025
5,14,173,31,1,1,1,40,,2,,,,,,,,,,,,,,,,,,,,105173031
5,14,173,32,1,1,1,4,,1,,10,,,,,,,,,,,,,,,,,,105173032
5,14,173,32,2,1,2,20,,2,,,,,,,,,,,,,,,,,,,,105173032
5,14,174,3,1,1,1,50,0,2,,,,,,,,,,,,,,,,,,,,105174003
5,14,174,7,1,2,1,,,1,-8,40,0,,,,,,20,1,0,4,"1",1,,,,,,105174007
5,14,174,29,1,1,1,2,0,2,,,,,,,,,,,,,,,,,,,,105174029
5,14,174,29,2,1,2,1,0,2,,,,,,,,,,,,,,,,,,,,105174029
5,14,174,31,1,1,1,5,0,2,,,,,,,,,,,,,,,,,,,,105174031
5,14,174,32,1,1,1,1,0,2,,,,,,,,,,,,,,,,,,,,105174032
5,14,174,40,2,1,2,50,0,2,,,,,,,,,,,,,,,,,,,,105174040
5,14,174,40,1,1,1,10,0,2,,,,,,,,,,,,,,,,,,,,105174040
5,14,174,52,1,1,1,5,0,2,,,,,,,,,,,,,,,,,,,,105174052
5,14,174,52,2,1,2,5,0,2,,,,,,,,,,,,,,,,,,,,105174052
5,14,174,54,1,1,1,20,0,1,-8,30,0,,,,,,,,,4,,,,,,,,105174054
5,14,174,55,1,1,1,25,0,2,,,,,,,,,,,,,,,,,,,,105174055
5,14,174,61,1,1,1,20,0,2,,,,,,,,,,,,,,,,,,,,105174061
5,15,175,28,1,1,1,700,,1,,200,,,,,,,,60,,4,"1",1,,,,,,105175028
5,15,175,31,1,2,1,,,1,-8,15,,,,,,,30,30,,1,"1,3",1,3,,,,,105175031
5,15,175,32,1,2,1,,,1,-8,200,,,,,,,12,30,,4,"1,3",1,3,,,,,105175032
5,15,175,38,1,2,1,,,1,-8,1500,,,,,,,,,,4,,,,,,,,105175038
5,15,175,41,1,2,1,,,1,-8,100,,,,,,,,,,2,,,,,,,,105175041
5,15,175,65,1,1,1,400,,2,,,,,,,,,,,,,,,,,,,,105175065
5,15,175,70,1,2,1,,,1,-8,500,,,,,,,,,,7,,,,,,,,105175070
5,15,175,85,1,2,1,,,1,-8,100,,,,,,,30,150,,4,"1,3",1,3,,,,,105175085
5,15,175,85,2,2,1,,,1,-8,100,,,,,,,30,30,,4,"1,7",1,7,,,,,105175085
5,15,175,102,1,2,1,,,1,-8,370,,,,,,,,,,4,,,,,,,,105175102
5,15,175,105,1,1,1,300,,1,-8,100,,,,,,,30,60,,4,"9",9,,,,,,105175105
5,15,176,6,1,1,1,100,,2,,,,,,,,,,,,,,,,,,,,105176006
5,15,176,13,1,1,1,100,,2,,,,,,,,,,,,,,,,,,,,105176013
5,15,176,22,1,2,1,,,1,-8,10,,,,,,,,,,1,,,,,,,,105176022
5,15,176,30,1,2,1,,,1,,200,,,,,,,,,,8,,,,,,,,105176030
5,15,176,34,1,1,1,,,2,,,,,,,,,,,,,,,,,,,,105176034
5,15,176,40,1,2,1,,,1,-8,200,,,,,,,2,,,1,"5",5,,,,,,105176040
5,15,176,92,1,1,1,10,,2,,,,,,,,,,,,,,,,,,,,105176092
5,15,177,1,1,1,1,200,,2,,,,,,,,,,,,,,,,,,,,105177001
5,15,177,2,1,1,3,70,,1,-8,20,,,,,,,10,60,,4,"7",7,,,,,,105177002
5,15,177,4,1,2,1,,,1,,400,,,,,,,,,,2,,,,,,,,105177004
5,15,177,10,1,1,1,120,,1,-8,1800,,,,,,,,,,,,,,,,,,105177010
5,15,177,11,1,1,2,30,,1,-8,70,,,,,,,30,30,,1,"3",3,,,,,,105177011
5,15,177,11,2,1,1,60,,1,-8,120,,,,,,,40,40,,4,"6",6,,,,,,105177011
5,15,177,12,1,2,1,,,1,-8,17,,,,,,,2,20,,4,"1,3,5,7",1,3,5,7,,,105177012
5,15,177,12,2,2,1,,,1,-8,400,,,,,,,4,250,,9,"1,3",1,3,,,,,105177012
5,15,177,13,1,1,1,10,,1,-8,200,,,,,,,,,,,,,,,,,,105177013
5,15,177,13,2,1,2,20,,2,,,,,,,,,,,,,,,,,,,,105177013
5,15,177,17,1,1,1,,,2,,,,,,,,,,,,,,,,,,,,105177017
5,15,177,21,1,1,2,50,,2,,,,,,,,,,,,,,,,,,,,105177021
5,15,177,22,1,1,1,,,1,-8,75,,,,,,,0,50,,2,"3",3,,,,,,105177022
5,15,177,27,1,1,1,70,,2,,,,,,,,,,,,,,,,,,,,105177027
5,15,177,28,2,,2,5,,2,,,,,,,,,,,,,,,,,,,,105177028
5,15,177,28,1,1,1,7,,2,,,,,,,,,,,,,,,,,,,,105177028
5,15,177,39,1,1,1,50,,2,,,,,,,,,,,,,,,,,,,,105177039
6,1,178,15,2,2,1,,,2,,,,,,,,,,,,,,,,,,,,106178015
6,1,178,15,1,1,1,100,,1,,10,20,,,,,-8,20,2,,4,,,,,,,,106178015
6,1,178,40,1,1,1,,,2,,,,,,,,,,,,,,,,,,,,106178040
6,1,178,71,1,1,1,300,,2,,,,,,,,,,,,,,,,,,,,106178071
6,1,178,72,1,2,1,,,1,,1500,,,,,,,,,,4,,,,,,,,106178072
6,1,178,173,1,2,1,,,1,,400,,,,,,,,,,,,,,,,,,106178173
6,94,179,29,2,1,2,,,1,,1000,0,,,,,,,,,,,,,,,,,106179029
6,94,179,29,1,1,1,1000,,1,,2000,0,,,,,,,,,,,,,,,,,106179029
6,94,179,99,1,1,1,50,,1,-8,1600,0,,,,,,,,,2,"7",7,,,,,,106179099
6,94,179,120,1,1,1,200,,1,-8,1000,,,,,,,,500,,2,"1",1,,,,,,106179120
6,94,179,134,1,1,1,20,,1,-8,45,,1,,,,,24,14,,2,"7",7,,,,,,106179134
6,94,179,146,1,1,1,,,1,-8,150,0,,,,,,,2,0,2,,,,,,,,106179146
6,94,179,155,1,1,1,300,,1,-8,1100,,,,,,,1,,,4,,,,,,,,106179155
6,94,180,4,1,1,1,500,,1,-8,400,,1,,,,,,140,,1,"8",8,,,,,,106180004
6,94,180,15,1,1,1,250,,2,,,,,,,,,,,,,,,,,,,,106180015
6,94,180,20,1,1,1,120,,2,,,,,,,,,,,,,,,,,,,,106180020
6,1,181,3,2,1,2,40,,2,,,,,,,,,,,,,,,,,,,,106181003
6,1,181,3,1,1,1,100,,2,,,,,,,,,,,,,,,,,,,,106181003
6,1,181,5,1,1,1,150,,2,,,,,,,,,,,,,,,,,,,,106181005
6,1,181,7,1,1,1,100,,2,,,,,,,,,,,,,,,,,,,,106181007
6,1,181,10,1,1,1,80,,1,-8,,,1,2,,,,1,10,,2,,,,,,,,106181010
6,1,181,10,2,1,2,,,1,-8,,,,,,,,,,,,,,,,,,,106181010
6,1,181,18,1,1,1,70,,2,,,,,,,,,,,,,,,,,,,,106181018
6,1,181,20,1,1,1,,,1,-8,200,,,,,,,,50,,4,,,,,,,,106181020
6,1,181,23,1,1,1,900,,2,,,,,,,,,,,,,,,,,,,,106181023
6,1,181,27,1,1,1,120,,2,,,,,,,,,,,,,,,,,,,,106181027
6,1,181,32,2,1,2,40,,2,,,,,,,,,,,,,,,,,,,,106181032
6,1,181,32,1,1,1,300,,1,-8,100,,,,,,,,50,,4,"1",1,,,,,,106181032
6,1,181,34,1,1,1,60,,1,-8,150,,-8,,,,,,,,2,"8",8,,,,,,106181034
6,95,182,20,3,2,1,,,2,,,,,,,,,,,,,,,,,,,,106182020
6,95,182,20,1,1,1,600,,1,,600,,,,,,,,,,,,,,,,,,106182020
6,95,182,20,2,2,1,,,2,,,,,,,,,,,,,,,,,,,,106182020
6,95,182,26,1,1,1,56,,1,,,,1,2,3,4,,64,64,,2,,,,,,,,106182026
6,95,182,29,1,1,1,170,,2,,,,,,,,,,,,,,,,,,,,106182029
6,95,182,42,1,1,1,25,0,2,,,,,,,,,,,,,,,,,,,,106182042
6,95,182,50,1,1,1,120,,1,-8,100,,1,2,3,4,5,15,150,,2,"1",1,,,,,,106182050
6,95,182,61,1,2,1,,,2,,,,,,,,,,,,,,,,,,,,106182061
6,95,182,88,1,1,1,150,0,2,,,,,,,,,,,,,,,,,,,,106182088
6,95,182,88,2,1,2,7,0,2,,,,,,,,,,,,,,,,,,,,106182088
6,95,182,95,1,1,1,4,,2,,,,,,,,,,,,,,,,,,,,106182095
6,1,183,7,1,1,1,40,0,1,,150,0,,,,,,,,,4,,,,,,,,106183007
6,94,183,12,1,1,1,0,0,1,,7,0,,,,,,4,2,0,3,"7",7,,,,,,106183012
6,1,183,27,1,1,1,500,,1,,400,,,,,,,,,,,,,,,,,,106183027
6,1,183,27,2,1,2,0,0,1,,120,,,,,,,,,,,,,,,,,,106183027
6,1,183,32,1,1,1,250,,2,,,,,,,,,,,,,,,,,,,,106183032
6,1,183,50,1,1,1,10,,2,,,,,,,,,,,,,,,,,,,,106183050
6,1,183,50,2,1,2,45,,2,,,,,,,,,,,,,,,,,,,,106183050
6,95,184,6,1,1,1,150,,2,,,,,,,,,,,,,,,,,,,,106184006
6,95,184,6,2,1,2,100,,2,,,,,,,,,,,,,,,,,,,,106184006
6,95,184,14,1,1,1,85,,1,,300,,,,,,,,,,,,,,,,,,106184014
6,95,184,26,1,1,1,150,,2,,,,,,,,,,,,,,,,,,,,106184026
6,95,184,27,1,1,1,150,,2,,,,,,,,,,,,,,,,,,,,106184027
6,95,184,27,2,1,2,70,,2,,,,,,,,,,,,,,,,,,,,106184027
6,95,184,32,1,1,1,350,,1,,700,,,,,,,,,,4,,,,,,,,106184032
6,95,184,32,2,1,2,150,,1,,300,,,,,,,,,,4,,,,,,,,106184032
6,95,184,93,1,1,1,20,,1,,60,,1,,,,,30,30,,4,"5",5,,,,,,106184093
6,95,184,94,1,1,1,200,,2,,,,,,,,,,,,,,,,,,,,106184094
6,95,184,98,1,1,1,40,,1,-8,200,,,,,,,10,50,,4,"1",1,,,,,,106184098
6,95,184,98,2,1,2,30,,1,-8,20,,1,,,,,12,12,,4,"7",7,,,,,,106184098
6,95,184,102,1,1,1,20,,1,-8,50,,,,,,,,,,4,,,,,,,,106184102
6,91,185,12,1,1,1,200,,2,,,,,,,,,,,,,,,,,,,,106185012
6,91,185,13,1,1,1,80,,2,,,,,,,,,,,,,,,,,,,,106185013
