"id1","id2","id3","id4","s4avi1_plotno","s4avi_a161i","s4avi_a162","s4avi_a163","s4avi_a164i","s4avi_a164ii","s4avi_a165i","s4avi_a165ii","s4avi_a166","s4avi_a167i","s4avi_a167ii","s4avi_a168i","s4avi_a168ii","s4avi_a169i","s4avi_a169ii","s4avi_a169iii","s4avi_a169iv","s4avi_a170i","s4avi_a170","s4avi_a171","s4avi_a172i","s4avi_a172ii","s4avi_a173i","s4avi_a173ii","s4avi_a174","s4avi_a175i","s4avi_a175ii","s4avi_a176i","s4avi_a176ii","s4avi_a177i","s4avi_a177ii","s4avi_a177iii","s4avi_a177iv","s4avi_a178i","s4avi_a178","s4avi_a179","s4avi_a180i","s4avi_a180ii","s4avi_a181i","s4avi_a181ii","s4avi_a182","s4avi_a183i","s4avi_a183ii","s4avi_a184i","s4avi_a184ii","s4avi_a185i","s4avi_a185ii","s4avi_a185iii","s4avi_a185iv","s4avi_a186i","s4avi_a186","s4avi_a187","s4avi_a188i","s4avi_a188ii","s4avi_a189i","s4avi_a189ii","s4avi_a190","s4avi_a191i","s4avi_a191ii","s4avi_a192i","s4avi_a192ii","s4avi_a193i","s4avi_a193ii","s4avi_a193iii","s4avi_a193iv","s4avi_a194i","s4avi_a194","s4avi_a195","s4avi_a196i","s4avi_a196ii","s4avi_a197i","s4avi_a197ii","s4avi_a198","s4avi_a199i","s4avi_a199ii","s4avi_a200i","s4avi_a200ii","s4avi_a201i","s4avi_a201ii","s4avi_a201iii","s4avi_a201iv","hhno"
6,93,194,60,1,5,1,4,1,15,20,0,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106194060
6,94,179,24,1,1,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106179024
6,94,179,29,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106179029
6,94,179,29,6,18,1,6,4,15,120,0,1,4,15,20,0,6,,,,33,1,4,15,7,7,50,1,15,7,7,50,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106179029
6,94,179,29,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106179029
6,94,179,29,3,18,1,,8,15,56,0,1,8,15,,,29,,,,33,1,3,8,15,80,0,1,8,15,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106179029
6,94,179,29,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106179029
6,94,179,29,1,18,1,6,6,15,60,0,1,6,15,12,0,6,,,,33,1,4,36,34,18,0,1,36,34,18,0,6,,,,1,1,4,6,15,180,0,1,6,15,28,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106179029
6,94,179,29,7,18,1,6,3,15,21,0,1,3,15,21,0,6,,,,33,1,4,13,7,6,50,1,13,7,6,50,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106179029
6,94,179,80,1,1,1,4,1,15,25,,3,,,,,6,,,,18,1,4,1,15,15,,3,,,,,6,,,,19,1,4,1,15,15,,3,,,,,6,,,,7,1,3,2,15,24,,3,,,,,6,,,,7,1,3,2,15,24,,3,,,,,29,19,,,106179080
6,94,179,89,2,1,1,1,7.5,18,150,,1,7.5,18,,,6,,,,18,1,,7,18,85,,1,7,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106179089
6,94,179,89,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106179089
6,94,179,89,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106179089
6,94,179,89,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106179089
6,94,179,89,1,1,1,1,7.5,18,150,,1,7.5,18,,,6,,,,18,1,4,5,18,60,,1,5,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106179089
6,94,179,89,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106179089
6,94,179,99,1,10,1,3,4,15,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106179099
6,94,179,116,1,1,1,4,1,15,20,,3,,,,,6,,,,18,1,4,3,15,30,,3,,,,,6,,,,22,1,3,3,15,30,,3,,,,,6,29,19,8,10,1,3,6,15,60,,3,,,,,6,27,19,8,,,,,,,,,,,,,,,,,106179116
6,94,179,119,2,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106179119
6,94,179,119,1,18,1,4,3,15,21,,2,1.5,15,10,50,6,,,,1,1,4,25,5,225,,2,25,,25,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106179119
6,94,179,120,1,10,1,3,2,7,168,,3,,,,,6,,,,32,1,4,1,7,108,,3,,,,,31,,,,17,1,3,9,15,63,,3,,,,,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106179120
6,94,179,127,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106179127
6,94,179,127,1,41,1,2,1,18,14,70,3,,,,,6,,,,18,1,4,1,15,10,0,3,,,,,6,,,,1,1,4,0.5,15,15,0,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106179127
6,94,179,134,2,18,,4,3,15,30,,3,,,,,6,,,,21,,,30,15,,,1,30,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106179134
6,94,179,134,1,18,,4,3,15,30,,3,,,,,6,,,,21,1,4,30,15,,,1,30,15,,,6,,,,1,1,4,2,14,30,,3,,,,,6,,,,40,1,3,4,14,28,,3,,,,,6,,,,,,,,,,,,,,,,,,,,106179134
6,94,179,134,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106179134
6,94,179,146,1,1,1,4,3,5,60,0,3,,,,,6,,,,18,1,4,1,5,10,0,3,,,,,6,,,,10,1,3,6,5,39,0,3,6,5,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106179146
6,94,179,155,1,1,,4,5,15,100,,3,,,,,6,,,,15,1,,10,18,150,0,3,,,,,6,,,,10,,,12,15,,,,,,,,6,,,,19,1,2,6,15,,,3,,,,,6,,,,,,,,,,,,,,,,,,,,106179155
6,94,179,155,2,1,,4,3,15,60,,3,,,,,6,,,,15,1,,2,18,30,0,3,,,,,6,,,,10,,,13,15,,,,,,,,6,,,,19,1,2,4,15,,,3,,,,,6,,,,,,,,,,,,,,,,,,,,106179155
6,94,179,155,3,1,,4,2,15,40,,3,,,,,6,,,,15,1,,3,18,45,0,3,,,,,6,,,,10,,,5,15,,,,,,,,6,,,,19,1,2,2,15,,,3,,,,,6,,,,,,,,,,,,,,,,,,,,106179155
6,94,179,155,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106179155
6,94,180,3,1,38,1,4,3,15,50,,,,,,,,,,,1,1,4,1,15,15,,1,1,15,,,,,,,18,1,4,2,15,30,,1,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106180003
6,94,180,4,1,16,1,4,2,7,6,,3,,,,,6,,,,5,1,4,4,15,52,,3,,,,,6,,,,1,1,4,4,15,60,,3,,,,,6,,,,38,,4,2,15,50,,3,,,,,6,,,,,,,,,,,,,,,,,,,,106180004
6,94,180,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106180004
6,94,180,8,1,18,1,4,3,15,27,0,3,,,,,6,,,,1,1,4,3,15,45,0,3,,,,,6,,,,18,1,4,3,15,,,1,3,15,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106180008
6,94,180,15,1,1,1,4,10,15,150,,3,,,,,6,,,,18,1,4,12,15,120,,3,,,,,6,,,,19,1,2,12,,120,,3,,,,,6,,,,16,1,4,1,7,70,,3,,,,,6,,,,38,1,4,1,15,15,0,1,1,15,15,0,6,,,,106180015
6,94,180,16,1,18,1,4,3,15,27,,3,,,,,6,,,,33,1,3,3,15,27,,3,,,,,,,,,1,1,4,1,15,9,,3,,,,,6,,,,66,1,4,2,15,10,,1,2,15,,,6,,,,,,,,,,,,,,,,,,,,106180016
6,94,180,18,1,38,1,4,,,,,1,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106180018
6,94,180,20,2,22,1,4,4,15,32,,3,,,,,6,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106180020
6,94,180,20,1,22,1,4,3,15,27,,3,,,,,6,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106180020
6,94,180,20,3,22,1,4,6,15,54,,3,,,,,6,,,,17,1,5,2,15,18,,3,,,,,19,,,,49,1,4,2,15,18,,3,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106180020
6,94,180,35,1,18,1,4,3,15,27,,2,2,15,,,6,,,,1,1,4,30,15,95,,2,25,15,80,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106180035
6,94,183,20,4,51,1,4,2,15,12,0,3,,,,,43,43,,,85,1,3,3,15,6,0,3,,,,,43,43,,,19,1,2,1,39,15,0,3,,,,,43,43,,,35,1,5,10,,7,0,3,,,,,43,43,,,,,,,,,,,,,,,,,,,106183020
6,94,183,20,1,51,1,4,1,15,6,0,3,,,,,19,5,,,85,1,3,2,15,4,0,3,,,,,19,5,,,19,1,2,0.5,39,7,50,3,,,,,19,5,,,35,1,5,10,39,7,0,3,,,,,19,5,,,,,,,,,,,,,,,,,,,106183020
6,94,183,20,3,51,1,4,1,15,6,,3,,,,,12,27,,,85,1,3,2,15,4,0,3,,,,,12,27,,,19,1,2,0.5,39,7,50,3,,,,,12,27,,,35,1,5,10,39,7,0,3,,,,,12,27,,,,,,,,,,,,,,,,,,,106183020
6,94,183,20,2,51,2,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106183020
6,94,183,33,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106183033
6,94,183,33,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106183033
6,94,183,33,1,1,1,1,15,37,30,0,2,5,37,10,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106183033
6,95,182,20,1,,1,5,4,37,60,0,2,4,37,60,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106182020
6,95,182,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106182020
6,95,182,26,1,18,1,4,4,15,40,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106182026
6,95,182,42,2,18,1,1,5,15,40,0,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106182042
6,95,182,42,1,18,1,1,25,15,200,0,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106182042
6,95,182,42,3,,,,,,,,,,,,,,,,,17,1,1,4,15,36,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106182042
6,95,182,47,1,55,1,3,3,15,19,50,3,,,,,19,,,,17,1,3,2,15,9,,3,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106182047
6,95,182,49,1,66,1,3,1,,7,,3,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106182049
6,95,182,50,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106182050
6,95,182,50,1,55,1,3,6,15,36,,3,,,,,6,,,,2,1,4,4,15,24,,3,,,,,6,,,,18,1,4,4,15,16,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106182050
6,95,182,58,1,19,1,2,4,19,36,0,3,,,,,6,,,,18,1,,1,19,9,50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106182058
6,95,182,58,3,19,1,2,5,19,45,0,3,,,,,6,,,,18,1,,1,19,9,50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106182058
6,95,182,58,2,19,1,2,2,19,18,0,3,,,,,6,,,,18,1,,1,19,9,50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106182058
6,95,182,61,2,18,1,4,1,15,10,,3,,,,,6,,,,1,1,4,1,15,20,,3,,,,,6,,,,19,1,4,0.5,15,5,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106182061
6,95,182,61,1,18,1,4,2,15,20,,3,,,,,6,,,,1,1,4,1,15,20,,3,,,,,6,,,,19,1,4,0.5,15,5,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106182061
6,95,182,61,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106182061
6,95,182,65,1,113,1,2,1,19,20,,3,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106182065
6,95,182,88,5,55,1,1,4,,24,0,3,,,,,,,,,17,1,1,1,,10,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106182088
6,95,182,88,3,55,,,3,,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106182088
6,95,182,88,2,55,,,24,,144,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106182088
6,95,182,88,1,55,,,12,,72,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,5,,50,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106182088
6,95,182,88,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106182088
6,95,182,95,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106182095
6,95,182,95,1,55,1,1,6,,36,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106182095
6,95,182,124,4,24,2,,,,,,,,,,,,,,,55,2,,,,,,,,,,,,,,,66,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106182124
6,95,182,124,2,24,1,3,5,37,5,0,3,,,,,25,,,,55,1,3,6,19,42,0,3,,,,,25,,,,66,1,4,5,19,40,0,3,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106182124
6,95,182,124,3,24,2,,,,,,,,,,,,,,,55,1,3,6,19,42,0,3,,,,,19,,,,66,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106182124
6,95,182,124,1,24,1,3,15,37,15,0,3,,,,,6,,,,55,2,,,,,,,,,,,,,,,66,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106182124
6,96,199,2,1,1,1,4,,,,,1,4,15,8,,6,,,,38,1,4,,,,,1,4,15,4,,6,,,,1,1,4,2,15,40,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106199002
6,96,199,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106199002
6,96,199,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106199002
6,96,199,3,2,1,1,4,4,15,60,,3,,,,,6,,,,38,1,4,2,15,30,,3,,,,,6,,,,17,1,3,2,15,14,,3,,,,,6,,,,55,1,3,1,15,7,,3,,,,,6,,,,,,,,,,,,,,,,,,,,106199003
6,96,199,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106199003
6,96,199,3,1,1,1,4,4,15,60,,3,,,,,6,,,,38,1,4,2,15,30,,3,,,,,6,,,,17,1,3,2,15,14,,3,,,,,6,,,,55,1,3,1,15,7,,3,,,,,6,,,,,,,,,,,,,,,,,,,,106199003
6,96,199,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106199003
6,96,199,4,2,,2,,,,,,,,,,,,,,,17,1,3,4,15,28,,3,,,,,19,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106199004
6,96,199,4,1,33,1,3,4,15,30,,3,,,,,5,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106199004
6,96,199,4,3,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,5,1,4,3,15,15,,3,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106199004
6,96,199,5,1,55,1,3,1,15,6,70,3,,,,,5,8,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106199005
6,96,199,5,2,55,1,3,1,15,6,70,3,,,,,19,,,,33,1,3,4,15,7,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106199005
6,96,199,8,4,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106199008
6,96,199,8,1,1,1,4,2,15,13,,3,,,,,6,,,,20,1,2,3,10,4,50,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106199008
6,96,199,8,2,1,1,4,2,15,13,,3,,,,,6,,,,20,1,2,4,10,6,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106199008
6,96,199,8,3,1,1,4,2,15,13,,3,,,,,6,,,,20,1,2,3,10,4,50,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106199008
6,96,199,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106199008
6,96,199,11,1,65,1,3,4,15,24,,3,,,,,6,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106199011
6,96,199,11,2,65,1,3,4,15,24,,3,,,,,19,,,,17,1,3,1,42,4,50,3,,,,,19,,,,33,1,3,1,15,6,50,3,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106199011
6,96,199,11,3,65,1,3,2,15,12,,3,,,,,19,,,,17,1,3,2,42,9,,3,,,,,19,,,,33,1,3,1,15,6,50,3,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106199011
6,96,199,14,1,18,1,4,24,15,288,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106199014
6,96,199,16,3,72,1,3,12,15,72,,3,,,,,6,29,8,5,18,1,4,6,15,90,,3,,,,,6,,,,33,1,3,6,15,36,,3,,,,,6,29,8,5,17,1,3,4,42,32,,3,,,,,6,29,8,5,,,,,,,,,,,,,,,,,106199016
6,96,199,16,1,72,1,3,18,15,108,,3,,,,,6,29,8,5,18,1,4,18,15,270,,3,,,,,6,,,,33,1,3,18,15,108,,3,,,,,6,29,8,5,17,1,3,4,42,32,,3,,,,,6,29,8,5,,,,,,,,,,,,,,,,,106199016
6,96,199,16,2,72,1,3,15,15,90,,3,,,,,6,29,8,5,18,1,4,12,15,180,,3,,,,,6,,,,33,1,3,12,15,72,,3,,,,,6,29,8,5,17,1,3,4,42,32,,3,,,,,6,29,8,5,,,,,,,,,,,,,,,,,106199016
6,96,199,19,2,18,1,4,4,15,44,,3,,,,,6,,,,1,1,4,2,15,36,,3,,,,,6,,,,19,1,2,1,15,55,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106199019
6,96,199,19,1,18,1,4,8,15,88,,3,,,,,6,,,,1,1,4,6,15,108,,3,,,,,6,,,,19,1,2,2,15,110,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106199019
6,96,199,32,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106199032
6,96,199,32,1,33,1,3,4,15,36,,3,,,,,6,,,,17,1,3,3,42,15,,3,,,,,6,,,,55,1,3,3,15,30,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106199032
6,96,199,32,2,33,1,3,4,15,36,,3,,,,,19,5,6,29,17,1,3,3,42,15,,3,,,,,19,5,29,8,55,1,3,3,15,30,,3,,,,,19,5,29,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106199032
6,96,199,33,4,33,1,3,2,15,18,,3,,,,,27,,,,17,1,3,2,42,10,,3,,,,,27,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106199033
6,96,199,33,2,33,1,3,3,15,27,,3,,,,,19,,,,17,1,3,3,42,15,,3,,,,,19,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106199033
6,96,199,33,3,33,1,3,2,15,18,,3,,,,,31,,,,17,1,3,2,42,10,,3,,,,,31,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106199033
6,96,199,33,1,33,1,3,3,15,27,,3,,,,,6,,,,17,1,3,3,42,15,,3,,,,,6,,,,55,1,3,3,15,30,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106199033
6,97,189,2,1,69,,,7,15,70,,,,,,,37,,,,19,1,,3,15,9,,3,,,,,37,,,,2,1,,2,15,4,,3,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106189002
6,97,189,72,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106189072
6,97,189,72,1,1,,4,12,,300,,3,,,,,6,,,,18,1,4,12,,120,,3,,,,,6,,,,54,1,3,4,,32,,3,,,,,6,,,,17,1,3,4,,30,,,,,,,6,,,,,,,,,,,,,,,,,,,,106189072
6,97,189,73,1,2,1,3,6,15,36,,3,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106189073
6,97,189,91,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106189091
6,97,189,91,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106189091
6,97,189,91,1,15,1,2,2,19,74,,3,,,,,37,,,,10,1,4,5,19,10,,3,,,,,37,,,,69,1,3,7,37,35,,3,,,,,37,,,,,,,,,,,,,,,,,,,,93,1,3,7,37,17,50,3,,,,,37,,,,106189091
6,98,190,2,1,,2,,,,,,,,,,,,,,,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106190002
6,98,190,2,2,18,1,4,,,,,,,,,,,,,,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106190002
6,98,190,2,3,18,1,4,,,,,,,,,,,,,,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106190002
6,98,190,14,3,18,1,4,2,14,12,,3,,,,,6,,,,66,1,4,2,14,14,,3,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106190014
