"id1","id2","id3","id4","s9d_ie","s9e_i","s9e_ii","s9e_9","s9e_10","s9e_11","s9e_12","s9e_13","s9e_14","s9e_15","s9e_16","s9e_iii","s9e_iv","hhno"
6,10,216,32,6,10,46,"A","B","D","A","C","D","A","B",10,49,106216032
6,10,216,32,4,10,32,"B","A","C","C","B","B","A","A",10,35,106216032
6,10,216,32,5,10,17,"B","A","D","C","C","B","D","A",10,20,106216032
6,10,216,48,2,12,0,"B","A","D","C","C","B","D","D",12,5,106216048
6,10,216,54,2,11,34,"B","A","D","C","C","B","B","A",11,36,106216054
6,10,216,56,2,1,30,"C","A","A","A","D","A","C","D",1,39,106216056
6,10,216,66,5,6,7,"B","A","D","C","C","B","A","A",6,9,106216066
6,10,216,66,4,6,4,"B","C","C","C","D","A","A","C",6,6,106216066
6,10,216,66,6,6,10,"B","A","D","C","C","C","A","C",6,13,106216066
6,10,216,68,3,11,55,"B","A","A","C","D","B","A","A",12,1,106216068
6,10,216,75,2,1,33,"A","B","A","D","A","A","A","B",1,34,106216075
6,10,216,75,5,11,47,"B","A","D","C","C","B","C","B",11,48,106216075
6,10,216,75,3,11,23,"C","C","B","C","D","A","C","A",11,25,106216075
6,10,216,75,4,11,40,"B","A","D","C","C","B","D","D",11,46,106216075
6,10,216,83,3,2,24,"B","A","D","C","C","B","D","A",2,25,106216083
6,10,218,1,1,2,53,"B","A","C","C","C","B","B","A",2,57,106218001
6,10,218,3,3,3,40,"B","A","D","C","C","B","D","B",3,42,106218003
6,10,218,3,2,3,37,"B","A","D","C","C","B","D","A",3,39,106218003
6,10,218,12,4,3,7,"B","A",,"C","C","B","D","B",3,9,106218012
6,10,218,12,3,3,4,"B","A","D","C","C","B","D","A",3,6,106218012
6,10,218,12,2,3,1,"B","A","D","C","C","B","D","A",3,3,106218012
6,10,218,19,6,12,9,"B","A","C","C","C","B","D","C",12,11,106218019
6,10,218,19,3,12,12,"B","A","D","C","C","B","D","A",12,13,106218019
6,10,218,26,4,11,36,"B","A","D","C","C","B","A","A",11,38,106218026
6,10,218,26,5,11,39,"B","A","D","C","C","B","D","A",11,41,106218026
6,10,218,26,2,11,35,"B","A","D","C","C","B","D","A",11,37,106218026
6,10,218,26,6,11,42,"B","A","D","C","C","B","D","B",11,44,106218026
6,10,218,33,3,4,19,"B","A","D","C","C","B","D","A",4,21,106218033
6,10,218,35,3,11,38,"B","A","D","C","C","B","D","A",11,40,106218035
6,10,218,37,5,2,5,"D","B","C","B","B","B","A","D",2,8,106218037
6,10,218,52,3,11,46,"B","A","D","C","C","B","D","A",11,48,106218052
6,10,218,52,5,11,49,"B","C","C","C","D","C","C","B",11,52,106218052
6,10,218,54,1,8,4,"B","A","D","C","C","B","D","A",8,6,106218054
6,10,218,72,1,9,35,"B","A","D","C","C","B","D","C",9,37,106218072
6,10,219,12,4,10,13,"B","A","D","C","C","B","D","B",10,15,106219012
6,10,219,12,3,10,10,"B","A","D","C","C","B","D","A",10,12,106219012
6,10,219,12,5,10,16,"B","A","D","C","C","B","D","B",10,18,106219012
6,10,219,41,5,5,36,"B","A","D","C","C","B","D","A",5,37,106219041
6,10,219,41,2,,,"B","A","D","C","C","B","D","B",5,33,106219041
6,10,219,41,4,5,34,"B","A","D","C","C","B","D","B",5,36,106219041
6,10,219,41,3,5,27,"B","A","D","C","C","B","D","A",5,30,106219041
6,10,219,49,5,3,24,"B","A","D","C","C","B","D","B",3,26,106219049
6,10,219,49,7,3,36,"B","C","B","B","B","B","B","D",3,44,106219049
6,10,219,49,4,3,21,"B","A","D","C","C","B","D","B",3,23,106219049
6,10,219,49,6,3,27,"B","C","B","A","B","A","B","A",3,35,106219049
6,10,219,73,3,4,6,"B","A","D","C","C","B","D","A",4,10,106219073
6,10,219,82,5,4,45,"B","A","D","C","C","B","D","B",4,48,106219082
6,10,219,82,7,4,57,"D","C","B","A","B","A","A","A",5,7,106219082
6,10,219,82,4,4,41,"B","C","C","A","A","A","A","A",4,44,106219082
6,10,219,82,2,4,32,"B","C","D","C","A","B","A","C",4,36,106219082
6,10,219,82,6,4,49,"C","C","B","A","B","A","A","A",4,56,106219082
6,10,219,82,3,4,37,"B","A","A","B","D","A","C","C",4,40,106219082
6,10,219,89,3,5,5,"B","A","D","C","C","B","D","B",5,7,106219089
6,10,219,94,,2,13,"B","A","D","B","C","B","D","B",,,106219094
6,10,219,98,2,4,43,"B","A","D","C","C","B","D","B",4,46,106219098
6,10,219,98,3,4,46,"B","A","D","C","C","B","D","D",4,50,106219098
6,10,219,98,4,4,50,"B","A","D","B","A","B","B","A",4,54,106219098
6,10,219,126,3,10,29,"B","A","A","C","C","B","A","A",10,31,106219126
6,10,219,126,4,10,32,"B","A","D","C","C","B","A","D",10,34,106219126
6,10,219,126,5,10,35,"B","A",,"C","C","B","D","A",10,37,106219126
6,11,223,6,1,3,23,"B","A","D","C","C","B","D","A",3,28,106223006
6,11,223,11,1,11,0,"D","B","A","D","A","D","C","D",11,5,106223011
6,11,223,21,3,4,27,"B","A","D","C","C","B","D","A",4,31,106223021
6,11,223,33,7,4,50,"B","C","A","B","A","A","A","D",5,5,106223033
6,11,223,33,6,4,40,"B","A","D","C","C","B","D","B",4,50,106223033
6,11,223,33,5,4,35,"B","A","D","C","C","B","D","A",4,40,106223033
6,11,223,33,4,4,28,"B","A","D","C","C","B","D","A",4,35,106223033
6,11,223,35,2,3,45,"B","A","D","C","C","B","D","A",3,55,106223035
6,11,223,35,4,3,25,"B","A","D","B","C","B","D","B",3,28,106223035
6,11,223,35,3,3,30,"B","A","D","C","C","B","D","B",3,35,106223035
6,11,223,61,3,1,0,"B","A","D","C","C","B","D","A",1,10,106223061
6,11,223,61,4,1,15,"B","C","B","C","B","B","A","C",1,30,106223061
6,11,223,68,3,7,25,"B","A","D","C","C","B","D","A",7,35,106223068
6,11,223,69,1,12,15,"B","C","D","C","C","A","A","A",12,20,106223069
6,11,223,72,3,2,15,"C","A","B","C","C","A","B","B",2,20,106223072
6,11,223,93,2,4,59,"B","A","D","C","A","D","C","B",5,0,106223093
6,11,223,94,1,11,0,"B","A","D","C","C","B","D","B",11,15,106223094
6,11,223,102,3,4,43,"A","B","D","C","C","C","A","D",4,46,106223102
6,11,223,102,4,4,46,"B","A","D","C","C","B","D","A",4,54,106223102
6,11,223,102,5,5,4,"B","A","D","C","C","B","D","A",5,9,106223102
6,12,226,5,2,10,31,"B","A","D","C","C","B","D","A",10,33,106226005
6,12,226,5,3,10,33,"B","A","D","C","C","B","D","A",10,35,106226005
6,12,226,25,3,2,43,"B","A","D",,"C","B","D","A",2,45,106226025
6,12,226,44,4,4,23,"B","A","D","C","C","A","B","A",4,25,106226044
6,12,226,44,2,4,17,"B","A","D","C","C","B","D","A",4,19,106226044
6,12,226,44,3,4,20,"B","A","D","C","C","B","B","A",4,22,106226044
6,12,226,83,2,2,49,"B","A","D","C","C","B","A","A",2,51,106226083
6,16,234,2,2,15,16,"B","B","C","C","C","B","D","B",15,20,106234002
6,16,234,2,4,15,25,"C","C","B","D","A","D","C","C",15,30,106234002
6,16,234,21,4,10,52,"C","B","C","C","D","B","D","B",10,56,106234021
6,16,234,21,3,10,36,"B","A","D","C","D","B","D","A",10,40,106234021
6,16,234,27,2,13,25,"B","A","D","C","C","B","C","D",13,28,106234027
6,16,234,32,3,6,34,"B","C","B","C","B","A","A","C",6,38,106234032
6,16,234,32,4,6,50,"C","C","A","C","B","A","A","D",6,55,106234032
6,16,234,32,5,7,10,"B","A","A","C","C","B","D","A",7,14,106234032
6,16,234,38,5,15,6,"B","A","D","C","C","A","A","A",15,10,106234038
6,16,234,38,6,15,26,"A","C","D","A","B","D","C","B",15,30,106234038
6,16,234,42,2,14,31,"B","D","B","C","C","B","C","A",14,33,106234042
6,16,234,51,5,11,30,"B","A","D","C","C","B","D","B",11,34,106234051
6,16,234,51,6,11,49,"A","C","B","C","C","B","B","B",11,53,106234051
6,16,235,16,3,18,5,"B","A","D","C","C","B","B","B",18,8,106235016
6,16,235,20,6,16,14,"B","C","B","C","C","D","A","A",16,14,106235020
6,16,235,20,4,16,2,"B","A","A","C","C","B","C","C",16,6,106235020
6,16,235,20,3,17,16,"B","A","D","C","C","B","D","A",17,18,106235020
6,16,235,30,4,15,9,"C","B","A","C","B","A","D","A",15,14,106235030
6,16,235,30,3,9,12,"B","A","D","C","C","B","D","A",9,13,106235030
6,16,235,53,2,12,12,"B","A","B","C","D","A","D","C",12,16,106235053
6,16,235,55,2,9,18,,,,,,,,,9,18,106235055
6,16,235,55,1,9,11,,,,,,,,,9,13,106235055
6,16,235,106,4,17,11,"B","A","B","D","C","C","A","A",17,14,106235106
6,16,235,106,3,17,7,"B","D","D","C","C","B","A","D",17,11,106235106
6,16,235,143,3,7,32,"A","D","D","C","A","A","A","D",7,35,106235143
6,16,235,159,3,8,7,"B","A","D","C","C","B","B","A",8,10,106235159
6,16,235,159,4,10,0,"B","A","D","C","C","B","B","A",10,2,106235159
6,16,235,159,5,12,0,"B","A","D","C","C","B","A","A",12,3,106235159
6,16,235,178,3,17,43,"B","A","A","A","A","C","D","C",17,46,106235178
6,16,235,180,1,11,52,"B","A","D","C","C","B","D","A",11,54,106235180
6,16,235,180,3,11,49,"B","A","D","C","C","B","D","A",11,52,106235180
6,16,236,6,3,21,38,"B","A","D","C","C","B","D","B",21,39,106236006
6,16,236,28,4,17,47,"B","D","C","A","C","A","C","B",17,49,106236028
6,16,236,28,2,16,59,"B","A","D","D","A","C","D","A",17,1,106236028
6,16,236,29,4,13,33,"B","A","D","C","C","B","A","C",13,40,106236029
6,16,236,51,4,14,9,"B","A","D","C","C","B","B","B",14,11,106236051
6,16,236,51,3,14,4,"B","A","D","C","C","B","D","B",14,5,106236051
6,16,236,51,6,14,23,"B","A","D","C","C","C","A","A",14,26,106236051
6,16,236,51,5,14,16,"B","A","D","C","C","B","B","C",14,19,106236051
6,16,236,78,2,17,8,"B","A","C","C","C","C","D","A",17,12,106236078
6,84,193,5,4,8,35,"A","A","B","B","C","A","B","B",8,42,106193005
6,84,193,5,5,8,46,"B","C","B","C","A","C","D","A",8,55,106193005
6,84,193,5,6,9,1,"C","D","A","D","B","C","D","B",9,7,106193005
6,84,193,5,3,8,22,"C","C","D","C","C","C","A","C",8,30,106193005
6,84,193,28,4,5,44,"D","C","C","D","D","B","C","D",5,53,106193028
6,84,193,28,3,5,36,"C","B","A","C","C","C","C","C",5,42,106193028
6,84,193,38,3,11,30,"B","A","D","C","C","B","D","D",11,40,106193038
6,84,193,38,2,11,20,"B","A","D","C","C","B","D","A",11,30,106193038
6,84,193,59,2,12,22,"B","A","D","C","C","B","D","B",12,24,106193059
6,84,193,59,3,12,25,"B","A","D","C","C","B","D","C",12,30,106193059
6,84,193,60,2,18,56,"C","A","D","B","A","C","D","B",19,0,106193060
6,84,193,65,2,9,51,"B","A","D","C","C","B","D","B",9,54,106193065
6,84,193,74,2,15,15,"C","C","A","D","B","A","B","C",15,20,106193074
6,84,193,74,1,15,11,"B","C","A","B","A","A","A","C",15,15,106193074
6,84,193,76,6,13,5,"C","C","A","B","B","A","A",,13,15,106193076
6,84,193,93,4,17,36,"B","A","D","C","C","B","D","C",17,40,106193093
6,84,193,93,3,17,31,"C","A","C","C","C","A","B","C",17,35,106193093
6,84,193,100,5,11,43,"A","B","A","B","A","A","B",,11,53,106193100
6,84,193,100,4,11,32,"B","A","D","C","C","B","D","B",11,42,106193100
6,84,193,100,6,11,54,"D","C","C","D","D","D","C",,12,6,106193100
6,84,193,108,2,10,41,"B","A","D","C","C","B","B","A",10,44,106193108
6,84,193,122,6,6,42,"B","A","C","C","C","B","D","B",6,50,106193122
6,84,193,122,5,6,28,"C","D","D","D","A","A","B","C",6,33,106193122
6,84,193,122,3,2,33,"B","A","D","C","C","B","D","A",2,40,106193122
6,84,193,132,5,3,44,"D","A","D","C","C","C","B","C",3,50,106193132
6,84,193,132,6,3,51,"B","B","D","C","C","B","B","C",3,56,106193132
6,84,193,132,3,3,33,"B","A","D","C","C","B","B","C",3,37,106193132
6,84,193,132,4,3,38,"B","A","D","B","C","B","C","D",3,43,106193132
6,86,220,20,2,,,"B","C","B","A","C","A","D","A",,,106220020
6,86,220,20,3,,,"C","D","A","C","B","A","A","A",,,106220020
6,86,220,33,4,1,23,"B","A","A","A","C","A","B","D",1,25,106220033
6,86,220,33,3,1,11,"B","C","B","D","A","C","D","A",1,13,106220033
6,86,220,33,2,1,5,"B","A","D","C","C","B","D","B",1,6,106220033
6,86,220,34,4,4,14,"B","A","B","C","C","B","D","A",4,17,106220034
6,86,220,34,5,4,21,"B","A","D","C","A","B","C","A",4,24,106220034
6,86,220,34,6,4,29,"B","A","C","C","A","A","A","D",4,34,106220034
6,86,220,34,2,4,1,"B","A","D","C","B","B","B","A",4,3,106220034
6,86,220,34,3,4,7,"C","A","C","C","A","A","A","C",4,9,106220034
6,86,220,52,2,11,14,"B","A","A","C","C","B","D","A",11,19,106220052
6,86,220,75,1,11,34,"B","A","D","C","B","B","D","A",11,39,106220075
6,86,220,84,3,4,4,"B","A","D","A","B","A","B","D",4,19,106220084
6,86,220,84,2,3,39,"B","A","D","B","C","B","A","A",3,47,106220084
6,86,224,3,1,11,22,"B","A","D","C","C","B","D","A",11,23,106224003
6,86,224,9,1,2,32,"D","C","B","D","A","A","C","C",2,34,106224009
6,86,224,9,2,3,37,"B","A","D","C","C","B","D","B",3,40,106224009
6,86,224,14,3,12,36,"C","A","D","B","D","A","C","A",12,36,106224014
6,86,224,14,4,12,53,"A","B","B","A","A","A","C","D",12,54,106224014
6,86,224,14,2,11,46,"D","B","D","B","A","C","D","C",11,52,106224014
6,86,224,15,4,6,5,"B","A","D","C","C","B","D","A",6,8,106224015
6,86,224,15,3,6,22,"B","A","C","B","D","A","C","B",6,24,106224015
6,86,224,27,1,11,29,"B","A","D","C","C","B","D","A",11,33,106224027
6,86,224,35,4,5,23,"B","A","B","B","C","B","A","A",5,30,106224035
6,86,224,35,5,5,35,"A","B","B","A","C","B","A","D",5,40,106224035
6,86,224,35,6,5,13,"A","B","B","A","A","D","A","B",5,18,106224035
6,86,224,35,3,5,45,"A","C","A","D","A","C","B","B",5,50,106224035
6,86,224,37,2,2,34,"B","A","D","C","C","B","D","B",2,41,106224037
6,86,224,37,5,1,42,"B","C","A","C","B","B","C","D",1,44,106224037
6,86,224,37,3,12,48,"B","A","A","A","A","A","A","C",12,51,106224037
6,86,224,38,2,2,17,"D","C","D","A","B","B","A","A",2,20,106224038
6,86,224,41,3,6,55,"B","C","D","D","C","B","A","B",6,58,106224041
6,86,224,43,2,7,15,"B","A","D","C","C","B","D","A",7,17,106224043
6,86,224,55,6,5,24,"B","A","D","A","A","B","D","A",5,2,106224055
6,86,224,55,4,6,6,"B","A","B","C","C","D","D","B",6,9,106224055
6,86,224,55,3,2,22,"B","A","D","C","C","B","D","B",2,26,106224055
6,86,224,55,5,5,42,"B","A","D","C","C","B","D","B",5,45,106224055
6,86,224,55,2,8,5,"B","A","A","B","D","A","A","C",8,12,106224055
6,88,238,2,2,18,17,"B","A","C","C","C","B","D","C",18,19,106238002
6,88,238,2,3,7,14,"C","A","D","C","B","B","A","C",7,16,106238002
6,88,238,5,2,18,21,"C","C","A","D","D","A","A","D",18,24,106238005
6,88,238,14,6,10,40,"D","B","C","C","A","D","B","D",10,42,106238014
6,88,238,14,5,16,25,"B","C","D","C","C","A","A","D",16,29,106238014
6,88,238,14,10,17,7,"D","C","B","D","A","C","B","A",17,9,106238014
6,88,238,33,3,12,15,"B","A","D","C","C","D","D","A",12,17,106238033
6,88,238,38,3,2,47,"B","A","C","C","C","B","A","D",2,48,106238038
6,88,238,38,2,2,35,"B","A","D","C","C","B","D","A",2,37,106238038
6,88,238,38,4,2,59,"D","C","D","B","D","C","A","D",3,0,106238038
6,88,238,49,3,3,8,"B","A","C","C","C","A","D","A",3,10,106238049
6,88,238,51,5,3,22,"C","A","B","C","A","B","A","C",3,24,106238051
6,88,238,51,6,3,27,"B","A","A","B","B","C","C","A",3,28,106238051
6,88,238,51,8,3,48,"A","C","B","B","D","B","C","A",3,49,106238051
6,88,238,51,7,3,38,"D","B","C","D","B","C","A","A",3,40,106238051
6,88,238,71,3,13,18,"B","D","A","D","A","A","D","D",13,20,106238071
6,88,238,76,4,17,21,"B","C","D","A","C","C","A","D",17,23,106238076
6,88,238,76,3,17,40,"B","A","D","C","C","A","C","C",17,43,106238076
6,88,238,80,2,9,17,"A","D","C","B","C","A","D","A",19,19,106238080
6,88,238,80,3,9,13,"A","B","C","D","A","B","C","D",19,15,106238080
6,88,238,82,2,15,4,"B","A","D","A","C","A","D","A",15,8,106238082
6,89,187,24,3,3,45,"C","C","A","B","A","A","D","A",3,49,106187024
6,89,187,24,4,3,59,"C","A","D","D","B","B","C","D",4,1,106187024
6,89,187,24,5,4,5,"A","C","D","B","D","A","D","A",4,8,106187024
6,89,187,49,1,12,7,"A","C","B","D","A","C","A","A",,,106187049
6,89,187,49,2,10,26,"B","A","B","D","D","C","B","D",10,27,106187049
6,89,187,53,4,,,"B","A","D","C","C","B","D","D",,,106187053
6,89,187,53,1,,,"B","A","D","C","C","B","D","B",,,106187053
6,89,187,53,2,,,"B","A","D","C","C","B","D","C",,,106187053
6,89,187,53,5,,,"B","A","D","C","C","B","D","A",,,106187053
6,89,187,55,6,17,6,"C","A","B","C","B","B","D","C",17,14,106187055
6,89,187,70,3,15,0,"A","B","B","B","A","A","A","C",15,9,106187070
6,89,187,70,5,15,20,"B","A","B","B","B","A","A","B",15,30,106187070
6,89,187,70,4,15,10,"B","A","D","C","C","B","D","C",15,19,106187070
6,89,187,71,4,12,45,"B","B","B","D","C","B","C","B",12,48,106187071
6,89,187,71,3,12,36,"C","C","D","C","B","C","A","D",12,40,106187071
6,89,187,71,5,12,54,"B","D","C","C","C","B","D","A",13,0,106187071
6,89,187,89,4,5,39,"B","A","A","C","A","C","D","A",5,43,106187089
6,89,187,89,5,5,44,"B","A","B","A","C","D","A","D",5,45,106187089
6,89,187,89,3,5,37,"B","A","B","C",,"C","B","A",5,39,106187089
6,89,187,110,4,15,16,"A","C","A","D","C","B","B","B",15,19,106187110
6,89,187,110,5,13,51,"C","B","B","C","B","B","B","A",13,52,106187110
6,89,187,110,3,13,32,"B","A","D","C","C","B","D","B",13,35,106187110
6,89,188,21,3,4,45,"C","C",,"B","B","D","C","C",,,106188021
6,89,188,31,3,17,8,"A","B","C",,"D","A","A","B",17,9,106188031
6,89,188,31,4,12,51,"D","B","D","D","B","C","A","B",13,1,106188031
6,89,188,34,3,14,31,"B","A","B","A","B","A","B","A",14,33,106188034
6,89,188,45,2,15,15,"C","D","B","C","B","B","A","B",15,25,106188045
6,89,188,47,1,11,47,"B","A","C","C","A","A","A","B",12,,106188047
6,89,188,49,4,13,22,"A","B","C","D","A","B","C","D",13,30,106188049
6,89,188,49,5,13,33,"C","D","C","B","D","C","B","B",13,40,106188049
6,89,188,49,3,12,53,"C","C","B","B","B","A","B","C",13,,106188049
6,89,188,49,2,13,10,"A","B","B","C","C","C","D","D",13,20,106188049
6,89,188,51,2,9,1,"B","B","B","D","D","D","D","A",9,10,106188051
6,89,188,51,1,8,52,"C","B","A","C","C","A","A","A",9,,106188051
6,89,188,53,3,17,40,"B","C","D","A","B","C","B",,18,,106188053
6,89,191,15,6,14,0,"B","A","C","C","C","D","B","C",14,7,106191015
6,89,191,15,3,13,34,"D","B","A","A","D","A","A","A",13,37,106191015
6,89,191,15,4,13,40,"D","A","A","C","D","B","A","A",13,45,106191015
6,89,191,15,5,13,50,"A","D","C","C","A","C","A","B",13,55,106191015
6,89,191,20,1,15,31,"B","A","D","B","B","B","D","C",15,40,106191020
6,89,191,33,4,1,,"D","B","C","A","C","B","D","B",,,106191033
6,89,191,33,2,1,54,"B","C","D","A","C","C","A","C",1,57,106191033
6,89,191,50,4,10,47,"A","A","A","C","C","B","D","A",10,48,106191050
6,89,191,56,4,15,20,"A","D","A","B","D","A","A","B",15,30,106191056
6,89,191,56,3,15,12,"B","C","D","C","A","A","A","C",15,19,106191056
6,89,191,59,3,16,53,"B","A","D","C","C","B","D","A",17,0,106191059
6,89,191,59,4,17,16,"D","C","B","B","B","C","B","C",17,25,106191059
6,89,191,65,3,12,20,"B","A","D","C","B","B","D","A",12,34,106191065
6,89,191,65,4,12,35,"B","C","D","C","A","A","B","C",12,59,106191065
6,89,191,65,2,12,0,"B","A","D","C","B","B","D","B",12,18,106191065
6,89,191,69,3,11,40,"A","C","D","D","B","A","A","C",12,0,106191069
6,89,191,101,2,,,"B","A","D","C","C","A","B","C",12,15,106191101
6,89,192,4,3,,,"C","C","D","C","C","C","A","C",,,106192004
6,89,192,4,4,4,44,"A","A","B","B","C","A","B","B",,,106192004
6,89,192,6,2,3,54,"B","A","D","C","C","C","B","D",3,56,106192006
6,89,192,10,4,3,17,"A","C","D","C","D","B","A","A",3,22,106192010
6,89,192,10,3,3,6,"B","A","D","C","A","B","A","A",3,12,106192010
6,89,192,17,2,14,30,"B","A","D","C","C","B","D","B",14,32,106192017
6,89,192,22,7,9,47,"A","A","C","A","C","A","A","A",9,48,106192022
6,89,192,22,4,9,50,"A","C","B","C","B","C","C","B",9,53,106192022
6,89,192,22,3,9,42,"D","D","C","D","A","C","A","D",9,44,106192022
6,89,192,22,6,9,58,"A","B","C","A","B","C","A","A",9,59,106192022
6,89,192,22,5,9,56,"B","C","A","C","B","C","A","B",9,57,106192022
6,89,192,28,3,12,24,"B","A","D","C","C","B","D","B",12,27,106192028
6,89,192,28,4,13,5,"B","B","C","D","A","C","A","C",13,6,106192028
6,89,192,32,6,17,30,"D","A","C","D","B","B","A","B",17,35,106192032
6,89,192,32,7,17,36,"A","B","B","B","A","A","A","C",17,40,106192032
6,89,192,32,3,17,8,"C","C","D","C","B","C","A","C",17,9,106192032
6,89,192,32,5,17,10,"B","B","B","B","C","B","A","D",17,16,106192032
6,89,192,34,3,17,22,"A","B","A","B","A","A","A","C",17,29,106192034
6,89,192,34,4,17,30,"D","C","C","D","D","A","A","C",17,39,106192034
6,89,192,38,2,11,7,"B","A","D","C","C","B","D","A",11,12,106192038
6,91,185,13,3,8,57,"D","A","D","C","D","B","A","D",9,0,106185013
6,91,185,14,2,5,34,"B","A","D","C","C","B","D","B",5,37,106185014
6,91,185,14,3,8,21,"B","A","D","C","C","B","D","C",8,32,106185014
6,91,185,21,2,3,44,"C","B","D","A","B","A","A","A",3,47,106185021
6,91,185,52,4,2,10,"B","B","C","C","C","B","A","C",2,10,106185052
6,91,185,52,3,1,55,"B","A","D","C","C","B","A","A",2,5,106185052
6,91,185,54,4,13,38,"B","A","D","C","C","B","A","B",13,48,106185054
6,91,185,54,6,13,48,"B","A","D","C","C","B","B","C",13,51,106185054
6,91,185,54,3,13,30,"B","A","D","C","C","B","D","A",13,38,106185054
6,91,185,58,3,4,53,"B","A","D","C","C","B","D","A",4,56,106185058
6,92,195,3,3,,,"B","A","D","C","C","B","D","B",,,106195003
6,92,195,12,4,,,"B","A","D","C","C","B","D","B",,,106195012
6,92,195,26,3,17,5,"B","A","D","C","C","B","D",,17,10,106195026
6,92,195,26,6,17,45,"B","A","D","C","C","B","D",,17,50,106195026
6,92,195,26,4,17,16,"B","A","D","C","C","B","D",,17,23,106195026
6,92,195,26,5,17,30,"B","A","D","C","C","B","D",,17,40,106195026
6,92,195,60,3,14,55,"B","A","D","C","C","B","D","A",15,5,106195060
6,92,195,89,3,,,"B","A","D","C","C","B","D","B",,,106195089
6,92,195,200,2,20,10,"B","A","D","C","C","B","D","B",20,17,106195200
6,92,195,200,3,20,18,"B","A","D","C","C","B","D","A",20,25,106195200
6,92,195,232,2,15,42,"B","A","D","A","C","B","D","A",15,43,106195232
6,92,196,11,2,11,44,"B","A","A","B","A","A","A",,11,56,106196011
6,92,196,11,3,12,46,"A","B","C","C","C","C","C",,12,55,106196011
6,92,196,14,5,14,40,"B","A","D","C","C","B","A","C",14,48,106196014
6,92,196,14,4,14,30,"B","A","D","C","C","B","D","B",14,40,106196014
6,92,196,14,7,14,49,"B","A","D","C","C","B","D","C",15,0,106196014
6,92,196,14,3,14,21,"B","A","D","C","C","B","D","A",14,30,106196014
6,92,196,16,2,14,12,"B","A","D","C","C","B","D","B",14,20,106196016
6,92,196,17,4,14,15,"B","A","D","C","C","B","D","A",14,24,106196017
6,92,196,17,3,,,,,,,,,,,,,106196017
6,92,196,17,7,14,35,"B","A","D","C","C","B","D","C",15,0,106196017
6,92,196,17,6,14,25,"B","A","D","C","C","B","D","B",14,34,106196017
6,92,196,17,2,,,,,,,,,,,,,106196017
6,92,196,19,3,16,30,"B","A","D","C","C","B","D","C",16,40,106196019
6,92,196,22,2,10,50,"B","A","D","C","C","B","A","B",11,0,106196022
6,92,196,22,3,12,21,"B","A","D","C","C","B","D","C",13,32,106196022
6,92,196,23,3,11,15,"B","A","D","C","C","B","B","C",11,25,106196023
6,92,196,23,2,10,22,"B","A","D","C","C","B","D","B",10,30,106196023
6,92,196,24,2,11,25,"B","A","D","C","B","B","A",,11,40,106196024
6,93,194,7,4,,,"C","A","B","C","B","B","C","B",,,106194007
6,93,194,7,3,,,"B","A","B","B","C","B","B","C",,,106194007
6,93,194,13,4,,,"B","A","C","B","C","C","C","B",,,106194013
6,93,194,13,3,,,"B","A","B","C","B","B","B","C",,,106194013
6,93,194,21,6,12,1,"B","A","D","C","C","A","B","C",12,3,106194021
6,93,194,21,5,11,53,"B","A","D","C","C","B","D","A",11,56,106194021
6,93,194,21,4,,,,,,,,,,,,,106194021
6,93,194,21,3,11,44,"B","A","D","C","C","A","D","D",11,48,106194021
6,93,194,22,4,3,1,"B","A","D","C","C","B","B","A",3,3,106194022
6,93,194,42,3,,,"B","A","D","C","C","B","C","D",,,106194042
6,93,194,43,4,15,15,"B","A","D","C","C","B","D","C",15,28,106194043
6,93,194,43,3,15,5,"B","A","D","C","C","B","D","A",15,14,106194043
6,93,194,45,5,,,"A","B","B","A","D","B","B","C",,,106194045
6,93,194,45,3,,,"B","A","D","C","C","B","D","A",,,106194045
6,93,194,45,4,,,"B","A","D","D","B","D","C","D",,,106194045
6,93,194,55,5,,,"B","A","D","C","D","B","C","C",,,106194055
6,93,194,55,3,,,"B","A","D","C","C","B","D","A",,,106194055
6,93,194,55,4,,,"B","A","C","C","D","A","D","D",,,106194055
6,93,194,57,7,,,"B","A","D","C","B","C","D","C",,,106194057
6,94,180,1,7,,,"B","A","D","B","C","A","A","A",,,106180001
6,94,180,1,4,,,"B","A","C","C","C","B","C","C",,,106180001
6,94,180,1,6,,,"B","A","A","B","C","A","B","A",,,106180001
6,94,180,1,3,,,"B","A","B","B","C","D","D","D",,,106180001
6,94,180,1,5,,,"B","A","B","B","C","B","D","A",,,106180001
6,94,180,2,3,,,"A","A","A","B","C","C","B","C",,,106180002
6,94,180,3,3,6,5,"B","A","D","C","D","B","A","A",6,9,106180003
6,94,180,6,3,,,"B","A","D","C","C","B","A","B",,,106180006
6,94,180,6,5,,,"C","D","A","D","C","C","A","C",,,106180006
6,94,180,6,4,10,20,"D","A","C","D","A","B","C","B",,,106180006
6,94,180,9,2,1,15,"B","A","C","D","D","A","C","D",1,25,106180009
6,94,180,9,4,1,37,"B","A","C","A","B","C","A","A",1,50,106180009
6,94,180,9,3,1,26,"B","A","A","C","C","B","B","B",1,36,106180009
6,94,180,11,,,,"C","C","A","A","B","B","B","C",,,106180011
6,94,180,11,,,,"C","B","B","B","A","C","D","D",,,106180011
6,94,180,15,1,4,4,"B","C","C","C","A","A","B","A",4,11,106180015
6,94,180,20,6,14,40,"B","A","B","B","A","B","B","A",15,10,106180020
6,94,180,20,3,13,36,"B","A","D","B","C","B","B","A",13,56,106180020
