"id1","id2","hhno","hhmid","s10av_a42","s10av_a43","s10av_a44","s10av_a45","s10av_a46","s10av_a47","s10av_a48"
6,16,106236013,1,2,2,4,2,2,,1
6,16,106236018,1,1,1,4,2,2,,1
6,16,106236018,2,2,2,5,2,,1,1
6,16,106236021,1,3,4,5,2,2,,1
6,16,106236028,1,2,2,5,2,,,1
6,16,106236028,2,4,2,4,2,2,,1
6,16,106236029,1,4,1,5,2,1,10,1
6,16,106236029,2,4,2,5,2,2,,2
6,16,106236038,1,3,5,1,2,2,,1
6,16,106236040,1,1,1,5,2,2,,1
6,16,106236040,2,2,4,4,2,2,,1
6,16,106236041,1,3,4,4,2,2,,1
6,16,106236044,1,4,2,4,2,2,,1
6,16,106236051,1,1,4,4,2,2,,1
6,16,106236051,2,1,3,5,2,2,,1
6,16,106236051,4,2,2,4,2,2,,2
6,16,106236052,1,2,4,5,2,1,10,1
6,16,106236062,1,3,2,2,2,2,,3
6,16,106236078,1,2,4,4,2,2,,2
6,16,106236078,2,5,5,5,2,2,,1
6,84,106193005,1,1,1,5,2,1,7,1
6,84,106193005,2,2,1,5,2,1,4,1
6,84,106193005,4,1,1,5,2,1,2,1
6,84,106193028,1,4,5,5,2,1,5,1
6,84,106193028,2,4,4,5,2,1,6,1
6,84,106193038,1,5,5,3,2,1,52,1
6,84,106193038,2,4,3,3,2,1,10,1
6,84,106193059,1,5,4,5,2,2,,1
6,84,106193059,2,4,3,4,2,1,7,1
6,84,106193059,3,4,4,4,2,2,,1
6,84,106193060,1,2,2,5,2,2,,1
6,84,106193060,2,1,1,5,2,1,10,2
6,84,106193062,1,2,1,5,2,2,,1
6,84,106193065,1,4,1,5,2,2,,3
6,84,106193065,2,3,1,4,2,2,,5
6,84,106193074,1,4,3,2,2,2,,1
6,84,106193074,2,4,3,3,2,2,,1
6,84,106193074,3,3,3,4,2,2,,1
6,84,106193076,1,3,3,3,2,1,4,1
6,84,106193076,2,3,3,3,2,1,3,1
6,84,106193076,3,3,3,3,2,2,,1
6,84,106193093,1,4,4,3,2,1,12,1
6,84,106193093,2,4,4,3,2,1,10,1
6,84,106193093,4,2,4,4,2,1,3,1
6,84,106193100,1,3,4,3,2,2,,1
6,84,106193100,2,3,4,3,2,2,,1
6,84,106193100,3,3,4,3,2,2,,1
6,84,106193108,1,2,1,5,2,1,6,4
6,84,106193108,2,2,1,5,2,2,,4
6,84,106193120,1,3,4,2,2,1,2,2
6,84,106193122,1,4,4,4,2,1,15,1
6,84,106193122,2,4,1,5,2,1,15,1
6,84,106193132,1,4,4,5,2,1,10,4
6,84,106193132,2,1,1,5,2,1,10,4
6,86,106220020,1,5,5,1,2,1,10,1
6,86,106220020,2,5,5,1,2,1,12,1
6,86,106220024,1,5,5,1,2,1,10,1
6,86,106220033,1,5,5,1,2,1,4,1
6,86,106220033,2,5,5,2,2,1,10,1
6,86,106220033,3,5,5,1,2,2,,1
6,86,106220034,1,5,5,1,2,2,,1
6,86,106220034,2,5,5,1,2,2,,1
6,86,106220034,4,5,5,1,2,2,,1
6,86,106220037,1,4,4,3,2,2,,1
6,86,106220042,1,5,5,1,2,1,7,1
6,86,106220042,2,4,4,2,2,1,2,1
6,86,106220052,1,5,5,1,2,2,,1
6,86,106220052,2,5,5,1,2,2,,1
6,86,106220057,1,4,4,2,2,2,,1
6,86,106220062,1,4,4,4,2,2,,1
6,86,106220062,2,5,5,4,2,2,,1
6,86,106220073,1,5,5,1,2,1,7,1
6,86,106220075,1,4,4,2,2,1,5,1
6,86,106220084,1,4,5,5,2,2,,1
6,86,106220084,2,4,5,4,2,2,,1
6,86,106220084,3,5,4,4,2,2,,1
6,86,106220092,1,4,4,5,2,2,,2
6,86,106220092,2,5,4,1,2,2,,1
6,86,106224003,1,5,5,5,1,2,,1
6,86,106224004,1,1,1,5,2,1,6,1
6,86,106224007,1,5,1,5,2,1,52,1
6,86,106224007,2,1,1,5,2,1,52,1
6,86,106224009,1,1,2,5,1,2,,1
6,86,106224009,2,1,5,5,1,2,,1
6,86,106224014,1,1,1,5,2,1,52,1
6,86,106224014,2,5,5,5,2,2,,1
6,86,106224015,1,1,1,5,2,1,52,1
6,86,106224015,2,5,5,5,1,1,52,1
6,86,106224015,3,5,5,5,1,2,,1
6,86,106224027,1,1,1,5,1,2,,1
6,86,106224035,1,1,1,5,2,2,,1
6,86,106224035,2,1,1,5,2,2,,1
6,86,106224035,3,1,1,5,2,2,,1
6,86,106224036,1,1,1,5,2,1,6,1
6,86,106224037,1,1,1,5,1,2,,1
6,86,106224037,2,1,1,5,1,2,,1
6,86,106224037,3,1,1,5,1,2,,1
6,86,106224038,1,1,1,5,2,2,,1
6,86,106224038,2,5,5,5,2,1,2,1
6,86,106224041,1,1,2,4,1,2,,5
6,86,106224041,2,4,1,5,1,1,11,1
6,86,106224043,1,1,1,5,2,1,52,1
6,86,106224043,2,5,5,5,1,2,,1
6,86,106224046,1,3,1,5,1,1,10,1
6,86,106224046,2,1,1,5,1,1,10,1
6,86,106224055,1,1,1,5,2,1,2,1
6,86,106224055,2,1,1,5,1,1,1,5
6,86,106224055,3,1,1,5,1,2,,1
6,88,106238002,1,4,4,5,2,2,,3
6,88,106238002,2,4,5,5,2,2,,2
6,88,106238002,3,1,5,2,2,2,,2
6,88,106238005,1,4,2,4,2,1,1,2
6,88,106238005,2,4,4,4,1,2,,2
6,88,106238014,1,1,4,5,2,1,4,4
6,88,106238014,2,4,4,2,2,1,4,2
6,88,106238014,5,1,1,5,2,2,,3
6,88,106238016,1,2,4,5,2,2,,3
6,88,106238029,2,1,2,5,2,1,1,3
6,88,106238033,1,1,2,5,2,1,6,1
6,88,106238033,2,2,2,4,2,1,12,1
6,88,106238033,3,2,2,4,2,1,4,1
6,88,106238036,1,3,4,4,2,1,10,1
6,88,106238036,2,2,4,4,2,1,8,1
6,88,106238038,1,4,2,3,2,1,5,1
6,88,106238038,2,2,5,4,2,1,10,1
6,88,106238038,3,2,2,4,2,1,7,1
6,88,106238049,1,3,2,5,2,1,10,1
6,88,106238049,2,4,4,5,2,1,15,1
6,88,106238049,3,2,2,4,2,1,16,1
6,88,106238051,1,2,2,5,2,1,12,1
6,88,106238051,2,1,2,4,2,1,10,1
6,88,106238051,3,2,2,5,2,1,20,1
6,88,106238071,1,3,1,5,2,1,4,2
6,88,106238071,2,2,3,5,2,2,,3
6,88,106238076,1,1,2,5,2,2,,3
6,88,106238076,2,1,1,5,2,2,,2
6,88,106238076,3,1,1,4,2,2,,2
6,88,106238080,1,2,4,4,2,1,16,1
6,88,106238080,2,4,4,2,2,1,5,1
6,88,106238080,4,2,3,4,2,1,9,1
6,88,106238081,1,4,1,5,2,2,,2
6,88,106238082,1,1,1,4,2,1,1,3
6,88,106238082,2,4,1,5,2,2,,1
6,89,106187015,1,4,4,4,2,1,6,2
6,89,106187015,2,2,4,4,2,1,6,2
6,89,106187018,1,4,4,4,2,1,15,3
6,89,106187024,1,4,4,5,2,1,10,2
6,89,106187024,2,4,4,5,2,1,10,2
6,89,106187030,1,4,4,5,2,1,10,2
6,89,106187030,2,5,4,4,2,1,10,2
6,89,106187049,1,2,1,5,2,1,10,1
6,89,106187049,2,2,1,5,2,2,,1
6,89,106187053,1,4,4,4,2,2,,2
6,89,106187053,2,4,4,4,2,2,,2
6,89,106187055,1,5,5,1,2,,,1
6,89,106187055,2,5,5,1,2,,,1
6,89,106187055,3,4,5,1,2,,,1
6,89,106187056,1,4,4,4,2,2,,1
6,89,106187056,2,3,3,3,2,2,,1
6,89,106187059,1,4,4,4,2,2,,1
6,89,106187060,1,2,2,4,2,1,7,1
6,89,106187060,2,2,2,4,2,1,7,1
6,89,106187070,1,4,3,5,2,1,3,1
6,89,106187070,2,3,3,3,2,1,2,1
6,89,106187070,3,4,3,4,2,2,,1
6,89,106187071,1,2,2,4,2,1,7,1
6,89,106187071,2,2,2,4,2,1,7,1
6,89,106187071,3,2,2,4,2,2,,1
6,89,106187089,1,4,4,4,2,1,10,2
6,89,106187089,2,4,4,4,2,1,5,2
6,89,106187108,1,4,2,5,2,2,,1
6,89,106187110,1,5,5,5,2,,24,1
6,89,106187110,2,4,5,5,2,,24,1
6,89,106187110,4,4,5,5,2,2,,1
6,89,106188001,1,5,4,4,2,1,15,3
6,89,106188001,2,5,4,4,2,1,12,3
6,89,106188002,1,5,5,5,2,1,20,3
6,89,106188004,1,5,5,5,2,1,5,4
6,89,106188004,2,4,4,4,2,1,8,4
6,89,106188010,1,4,1,4,2,1,15,3
6,89,106188010,2,4,2,5,2,1,15,3
6,89,106188010,3,4,2,5,2,1,15,3
6,89,106188021,1,4,4,4,2,1,20,2
6,89,106188021,2,4,4,4,2,1,20,2
6,89,106188024,1,2,1,5,,,,
6,89,106188025,1,1,1,5,2,2,,1
6,89,106188028,1,1,1,5,2,2,,2
6,89,106188031,1,5,1,5,2,2,,1
6,89,106188031,2,5,1,5,2,1,30,1
6,89,106188031,4,5,1,5,2,,,1
6,89,106188034,1,5,1,5,2,1,50,1
6,89,106188034,2,5,1,5,2,1,50,1
6,89,106188045,1,2,4,4,2,2,,1
6,89,106188045,2,3,3,4,2,2,,1
6,89,106188047,1,3,3,5,2,1,1,1
6,89,106188047,2,3,3,4,2,2,,1
6,89,106188049,1,4,2,5,2,1,2,1
6,89,106188049,3,3,2,5,2,2,,1
6,89,106188049,4,3,3,4,2,2,,1
6,89,106188051,1,4,2,4,2,1,52,1
6,89,106188051,2,4,2,4,2,1,12,1
6,89,106188053,1,4,4,5,2,1,6,1
6,89,106188053,2,3,4,2,2,2,,1
6,89,106188053,3,3,4,5,2,2,,1
6,89,106191009,1,4,1,5,2,1,7,1
6,89,106191009,2,4,1,5,2,1,15,1
6,89,106191009,3,4,1,5,2,2,,1
6,89,106191015,1,5,2,5,2,1,15,1
6,89,106191015,2,1,1,5,2,1,15,1
6,89,106191015,4,4,1,5,2,2,,1
6,89,106191020,1,5,2,1,2,,,
6,89,106191026,1,3,3,4,2,1,2,1
6,89,106191030,1,4,4,4,2,1,8,2
6,89,106191032,1,4,4,5,2,1,15,2
6,89,106191032,2,4,4,4,2,1,10,2
6,89,106191033,1,4,4,4,2,1,10,2
6,89,106191034,1,4,4,4,2,1,10,2
6,89,106191034,2,4,4,4,2,1,12,2
6,89,106191050,1,5,2,5,2,2,,1
6,89,106191050,2,4,1,5,2,2,,1
6,89,106191050,4,3,1,5,2,2,,1
6,89,106191056,1,4,4,5,2,2,,1
6,89,106191056,2,3,4,5,2,2,,1
6,89,106191056,3,3,4,5,2,2,,1
6,89,106191059,1,3,4,3,2,2,,1
6,89,106191059,2,4,3,3,2,2,,1
6,89,106191059,3,4,3,3,2,2,,1
6,89,106191065,1,4,2,5,2,1,20,1
6,89,106191065,2,4,2,5,2,2,,1
6,89,106191065,3,4,2,5,2,2,,1
6,89,106191069,1,3,4,3,2,1,15,1
6,89,106191069,2,4,4,3,2,1,15,1
6,89,106191096,1,5,2,4,2,1,3,4
6,89,106191101,1,4,1,5,2,1,10,2
6,89,106191101,2,2,2,,2,1,15,2
6,89,106192004,1,4,4,4,2,2,,2
6,89,106192004,2,5,5,4,2,2,,2
6,89,106192005,1,4,4,4,2,2,,1
6,89,106192005,2,4,4,4,2,2,,1
6,89,106192006,1,1,1,5,1,1,10,1
6,89,106192010,1,4,4,4,2,1,5,2
6,89,106192010,2,4,5,5,2,1,6,2
6,89,106192013,1,4,4,5,2,2,,1
6,89,106192013,2,4,5,5,2,2,,1
6,89,106192017,1,3,3,3,2,2,,1
6,89,106192022,1,4,2,5,2,2,,1
6,89,106192022,2,3,3,5,2,2,,1
6,89,106192022,5,5,1,5,2,2,,1
6,89,106192028,1,5,4,5,,,,
6,89,106192028,2,5,4,5,,,,
6,89,106192028,3,5,4,5,,,,
6,89,106192030,1,3,3,3,1,2,,1
6,89,106192032,1,3,4,4,2,2,,1
6,89,106192032,2,3,3,4,2,2,,1
6,89,106192033,1,1,3,5,2,2,,1
6,89,106192034,1,4,3,4,2,2,,1
6,89,106192034,3,3,3,5,2,2,,1
6,89,106192038,1,1,2,5,2,2,,1
6,89,106192038,2,1,2,5,2,2,,1
6,89,106192046,1,1,1,5,2,2,,1
6,89,106192050,1,3,3,4,2,1,5,1
6,89,106192050,2,3,3,4,2,1,3,1
6,91,106185012,1,4,2,4,2,1,10,4
6,91,106185013,1,4,4,5,2,1,10,4
6,91,106185013,2,4,4,5,2,1,12,4
6,91,106185014,1,4,4,4,2,1,10,2
6,91,106185014,2,4,4,4,2,1,10,2
6,91,106185017,1,4,4,4,2,2,,4
6,91,106185021,1,4,4,4,2,1,10,2
6,91,106185021,2,4,4,4,2,1,10,4
6,91,106185028,1,2,1,5,2,1,12,1
6,91,106185036,1,5,5,1,2,2,,1
6,91,106185036,2,5,5,1,2,2,,1
6,91,106185040,1,4,3,2,2,1,6,1
6,91,106185040,2,4,3,3,2,2,,1
6,91,106185040,3,4,3,2,2,2,,1
6,91,106185049,1,2,2,4,2,1,14,1
6,91,106185049,2,3,3,3,2,2,,1
6,91,106185052,1,2,3,2,2,2,,1
6,91,106185052,2,4,1,4,2,2,,1
6,91,106185054,1,4,3,4,2,2,,1
6,91,106185054,2,4,3,4,2,2,,1
6,91,106185054,3,4,3,4,2,2,,1
6,91,106185056,1,2,4,2,2,1,20,1
6,91,106185056,2,4,1,4,2,1,20,1
6,91,106185058,1,5,1,5,2,2,,1
6,91,106185058,2,5,1,5,2,1,4,1
6,91,106185059,1,2,2,5,2,1,15,1
6,91,106185059,2,1,1,5,2,1,25,1
6,91,106185060,1,4,1,5,2,2,,1
6,91,106185060,2,2,1,5,2,2,,1
6,92,106195003,1,4,4,4,2,2,,2
6,92,106195003,2,4,4,4,2,2,,2
6,92,106195003,3,4,4,4,2,2,,1
6,92,106195012,1,2,1,5,2,2,,1
6,92,106195012,2,2,1,5,2,2,,1
6,92,106195012,3,2,1,5,2,2,,1
6,92,106195025,1,2,2,5,2,2,,1
6,92,106195026,1,4,3,4,2,2,,1
6,92,106195026,2,4,3,4,2,2,,1
6,92,106195026,6,4,3,4,2,2,,1
6,92,106195035,1,1,1,5,2,2,,2
6,92,106195035,2,1,1,5,2,2,,2
6,92,106195035,3,1,1,5,2,2,,2
6,92,106195060,1,4,4,4,2,1,4,1
6,92,106195060,2,4,4,4,2,1,7,1
6,92,106195060,3,4,4,4,2,2,,1
6,92,106195063,1,4,4,4,2,2,,2
6,92,106195080,1,2,1,5,2,2,,1
6,92,106195089,1,4,4,4,2,2,,2
6,92,106195089,2,4,4,4,2,2,,2
6,92,106195089,3,4,3,5,2,2,,1
6,92,106195123,1,4,4,5,2,1,5,4
6,92,106195123,2,1,1,5,2,1,9,2
6,92,106195123,4,1,1,5,2,2,,1
6,92,106195129,1,4,3,2,2,1,6,1
6,92,106195133,1,4,1,5,2,2,,1
6,92,106195134,1,2,2,4,2,1,4,1
6,92,106195134,2,2,2,5,2,1,7,1
6,92,106195200,1,1,1,5,2,2,,2
6,92,106195232,1,4,1,5,2,1,7,1
6,92,106195232,2,4,1,5,2,2,,1
6,92,106195232,3,4,1,5,2,2,,1
6,92,106196002,1,4,4,4,2,1,6,1
6,92,106196005,1,3,3,3,2,2,,1
6,92,106196005,2,3,3,3,2,2,,1
6,92,106196011,1,4,3,4,2,1,3,1
6,92,106196011,2,4,3,3,2,1,2,1
6,92,106196012,1,4,3,5,2,2,,1
6,92,106196012,2,3,3,3,2,2,,1
6,92,106196013,1,4,4,3,2,1,6,1
6,92,106196013,2,4,4,3,2,1,2,1
6,92,106196014,1,4,4,4,2,1,4,1
6,92,106196014,2,4,4,4,2,1,2,1
6,92,106196014,3,4,3,3,2,1,2,1
6,92,106196016,1,2,2,5,2,2,,1
6,92,106196017,1,4,3,4,2,1,3,1
6,92,106196017,4,3,4,4,2,1,2,1
6,92,106196017,6,3,3,4,2,1,2,1
6,92,106196018,1,4,3,3,2,1,6,1
6,92,106196018,2,4,2,4,2,1,2,1
6,92,106196019,1,3,3,4,2,1,6,1
6,92,106196019,2,4,3,4,2,1,4,1
6,92,106196022,1,3,4,4,2,1,2,1
6,92,106196022,2,3,3,3,2,2,,1
6,92,106196022,3,3,3,3,2,2,,1
6,92,106196023,1,4,4,4,2,1,2,1
6,92,106196023,2,3,4,4,2,1,2,1
6,92,106196023,3,3,4,4,2,1,2,1
6,92,106196024,1,4,4,4,2,1,2,1
6,92,106196029,1,4,4,4,2,2,,1
6,92,106196031,1,4,4,3,2,1,3,1
6,92,106196031,2,4,4,3,2,1,2,1
6,93,106194001,1,4,4,4,2,1,20,2
6,93,106194001,2,4,4,4,2,1,20,2
6,93,106194007,1,4,4,4,2,1,20,5
6,93,106194007,2,4,4,4,2,1,20,5
6,93,106194007,3,4,4,4,2,1,30,5
6,93,106194013,1,4,4,4,2,1,20,5
6,93,106194013,2,4,4,4,2,1,20,5
6,93,106194015,1,4,3,2,2,1,4,1
6,93,106194015,2,4,3,4,2,1,2,1
6,93,106194018,1,4,5,4,2,1,10,2
6,93,106194018,2,4,4,4,2,1,10,2
6,93,106194021,1,4,4,4,2,1,30,5
6,93,106194021,2,4,4,4,2,1,30,5
6,93,106194021,3,4,4,4,2,1,20,5
6,93,106194022,1,4,1,4,2,1,15,5
6,93,106194022,2,4,2,4,2,1,10,5
6,93,106194035,1,1,3,2,2,1,40,1
6,93,106194035,2,1,2,2,2,1,35,1
6,93,106194042,1,3,2,4,2,1,40,1
6,93,106194042,2,4,1,2,2,1,35,1
6,93,106194042,3,2,2,1,2,1,20,1
6,93,106194043,1,4,2,2,2,1,3,1
6,93,106194043,2,3,3,2,2,1,2,1
6,93,106194043,3,3,3,3,2,1,3,1
6,93,106194045,1,1,5,3,2,1,20,1
6,93,106194045,2,3,4,3,2,1,30,1
6,93,106194045,3,2,4,3,2,1,15,1
6,93,106194055,1,3,2,1,2,1,10,1
6,93,106194055,2,2,4,4,2,1,12,1
6,93,106194055,3,5,2,3,2,2,,1
6,93,106194057,1,4,4,4,2,1,20,5
6,93,106194057,2,4,4,4,2,1,20,5
6,93,106194057,7,4,4,4,2,1,20,5
6,93,106194060,1,2,3,1,2,1,20,1
6,93,106194069,1,4,4,4,2,1,12,2
6,94,106180001,1,2,4,2,2,1,30,1
6,94,106180001,2,2,4,1,2,1,20,1
6,94,106180001,3,2,3,3,2,1,18,1
6,94,106180002,1,2,4,4,2,1,2,1
6,94,106180002,2,2,4,4,2,1,2,1
6,94,106180002,3,2,4,4,2,1,2,1
6,94,106180003,1,4,4,4,2,1,10,4
6,94,106180003,2,4,4,4,2,1,6,4
6,94,106180004,1,4,4,4,2,1,4,2
6,94,106180004,2,4,4,4,2,1,4,2
6,94,106180006,1,4,2,5,2,1,7,1
6,94,106180006,2,4,2,5,2,1,5,1
6,94,106180006,3,4,2,5,2,1,1,1
6,94,106180008,1,4,4,4,2,1,3,5
6,94,106180008,2,4,4,4,2,1,3,5
6,94,106180009,1,4,2,4,2,1,10,1
6,94,106180009,2,4,2,4,2,1,10,1
6,94,106180009,3,4,2,4,2,2,,1
6,94,106180011,1,3,3,3,2,2,,
6,94,106180011,2,3,2,3,2,2,,
6,94,106180015,1,4,4,4,2,1,4,4
6,94,106180015,2,4,4,4,2,1,10,4
6,94,106180016,1,4,4,4,2,,6,4
6,94,106180016,2,3,2,4,2,1,5,4
6,94,106180018,1,4,4,4,2,2,,4
6,94,106180020,1,4,4,4,2,1,2,4
6,94,106180020,2,4,4,4,2,1,2,4
6,94,106180022,1,2,4,5,2,1,6,1
6,94,106180022,2,2,4,5,2,1,5,1
6,94,106180022,3,2,4,5,2,2,,1
6,94,106180023,1,4,4,4,2,1,3,5
6,94,106180035,1,2,5,2,2,1,28,1
6,94,106180035,2,1,5,2,2,1,30,1
6,94,106181003,1,4,4,4,2,1,4,2
6,94,106181003,2,4,4,4,2,2,,2
6,94,106181005,1,5,4,4,2,1,20,1
6,94,106181007,1,5,4,1,2,1,20,2
6,94,106181007,2,4,4,1,2,1,20,2
6,94,106181007,4,5,5,3,2,2,,1
6,94,106181008,1,4,4,4,2,2,,1
6,94,106181010,1,4,4,4,2,1,10,4
6,94,106181010,2,4,4,4,2,1,10,4
6,94,106181013,1,3,5,3,2,1,60,1
6,94,106181013,2,3,5,3,2,1,10,1
6,94,106181013,4,3,5,3,2,2,,1
6,94,106181018,1,4,5,2,2,1,3,1
6,94,106181018,2,4,5,2,2,1,4,1
6,94,106181018,3,4,5,2,2,1,4,1
6,94,106181020,1,5,5,1,2,1,40,1
6,94,106181020,2,5,5,1,2,2,,1
6,94,106181023,1,1,1,1,2,1,30,1
6,94,106181023,2,1,1,1,2,1,25,1
6,94,106181023,3,1,1,1,2,1,20,1
6,94,106181024,1,4,4,2,2,1,6,1
6,94,106181024,2,3,2,1,2,1,30,1
6,94,106181027,1,2,5,3,2,1,14,1
6,94,106181027,2,2,4,2,2,1,10,1
6,94,106181030,1,5,5,1,2,1,6,1
6,94,106181030,2,5,3,1,2,1,4,1
6,94,106181030,3,3,3,1,2,1,2,1
6,94,106181031,1,3,4,5,2,1,12,1
6,94,106181031,2,3,4,5,2,1,12,1
6,94,106181031,3,3,3,3,2,1,12,1
6,94,106181032,1,5,5,1,2,1,20,1
6,94,106181032,2,5,5,1,2,1,10,1
6,94,106181032,3,5,5,1,2,1,15,1
6,94,106181034,1,4,5,4,2,1,20,2
6,94,106181034,2,2,5,4,2,1,1,2
6,95,106182020,1,4,4,4,2,2,,2
6,95,106182020,2,4,4,3,2,2,,2
6,95,106182020,3,3,3,2,2,2,,2
6,95,106182026,1,4,1,4,2,1,10,2
6,95,106182026,2,4,1,4,2,1,10,2
6,95,106182029,1,4,2,4,2,2,,1
6,95,106182042,1,4,4,5,2,2,,1
6,95,106182047,1,4,4,4,2,1,10,2
6,95,106182047,2,4,4,4,2,1,10,2
6,95,106182047,3,4,4,4,2,1,15,2
6,95,106182049,1,3,3,4,2,1,3,2
6,95,106182049,2,3,3,4,2,2,,2
6,95,106182050,1,4,4,4,2,1,5,2
6,95,106182050,2,4,4,4,2,1,5,2
6,95,106182050,3,4,4,4,2,1,7,2
6,95,106182054,1,4,3,4,1,2,,2
6,95,106182058,1,4,4,4,2,2,,1
6,95,106182058,2,4,4,4,2,2,,1
6,95,106182061,1,4,4,4,2,2,,2
6,95,106182061,2,4,4,4,2,2,,2
6,95,106182061,4,4,4,4,2,2,,2
6,95,106182065,1,4,4,4,2,1,10,2
6,95,106182065,2,4,4,4,2,1,10,2
6,95,106182065,3,4,4,4,2,1,13,2
6,95,106182079,1,4,1,4,1,2,,2
6,95,106182088,1,4,4,4,2,1,10,2
6,95,106182088,2,4,4,4,2,1,10,2
6,95,106182088,3,4,4,4,2,1,12,2
6,95,106182095,1,4,4,4,2,1,10,2
6,95,106182095,2,4,4,4,2,1,10,2
6,95,106182124,1,3,3,3,2,1,3,1
6,95,106182124,2,3,3,3,2,1,2,1
6,95,106184006,1,4,1,5,2,,,2
6,95,106184006,2,4,1,5,2,,,2
6,95,106184014,1,1,3,2,2,2,,1
6,95,106184026,1,1,1,5,2,,,2
6,95,106184026,2,1,1,5,2,,,2
6,95,106184027,1,1,1,5,2,2,,2
6,95,106184027,2,1,1,5,2,2,,2
6,95,106184032,1,2,2,5,2,2,,1
6,95,106184032,2,2,2,5,2,2,,1
6,95,106184032,4,1,1,5,2,2,,1
6,95,106184071,1,4,4,4,2,2,,2
6,95,106184071,2,4,4,4,2,2,,2
6,95,106184079,1,4,4,4,2,2,,2
6,95,106184079,2,4,4,4,2,2,,2
6,95,106184083,1,5,4,4,2,1,10,2
6,95,106184083,2,4,4,4,2,1,10,2
6,95,106184089,1,3,3,5,2,1,2,1
6,95,106184089,2,3,3,4,2,1,4,1
6,95,106184093,1,4,4,4,2,1,2,1
6,95,106184094,1,4,5,2,2,1,3,1
6,95,106184094,2,4,1,5,2,1,2,1
6,95,106184098,1,4,4,4,2,1,4,1
6,95,106184098,2,4,4,4,2,1,2,1
6,95,106184102,1,4,4,4,2,2,,1
6,95,106184104,1,4,4,4,2,2,,2
6,95,106184107,1,4,4,4,2,2,,2
6,96,106199002,1,5,5,3,1,1,1,1
6,96,106199002,3,4,5,2,1,2,,1
6,96,106199002,4,3,5,3,1,2,,1
6,96,106199003,1,1,5,3,2,1,2,1
6,96,106199003,2,1,5,2,2,1,3,1
6,96,106199004,1,5,4,2,1,2,,1
6,96,106199004,2,5,5,2,1,2,,1
6,96,106199005,1,3,1,4,1,2,,1
6,96,106199008,1,5,5,2,2,1,4,1
6,96,106199008,2,5,5,1,2,1,4,1
6,96,106199008,3,5,5,2,2,2,,1
6,96,106199011,1,5,5,1,2,1,3,1
6,96,106199011,2,5,5,2,2,2,,1
6,96,106199011,3,5,5,2,2,2,,1
6,96,106199014,1,5,5,1,2,1,50,1
6,96,106199014,2,5,5,1,2,1,10,1
6,96,106199015,1,5,5,1,2,1,45,1
6,96,106199016,1,5,5,1,2,1,2,1
6,96,106199019,1,5,5,5,2,1,50,1
6,96,106199025,2,5,5,1,2,1,5,1
6,96,106199027,2,5,5,1,2,1,20,1
6,96,106199030,1,5,5,2,1,2,,1
6,96,106199032,1,5,5,1,2,1,6,1
6,96,106199032,2,5,5,1,2,2,,1
6,96,106199033,1,5,5,1,2,2,,1
6,96,106199033,2,4,5,1,2,1,6,1
6,97,106189002,1,2,1,5,2,1,2,1
6,97,106189002,2,4,2,4,2,2,,1
6,97,106189002,3,5,2,4,2,2,,1
6,97,106189004,1,5,1,5,2,2,,1
6,97,106189006,1,1,1,5,2,2,,1
6,97,106189023,1,2,2,2,1,2,,1
6,97,106189030,1,3,3,3,1,2,,1
6,97,106189039,1,3,3,4,2,1,4,1
6,97,106189039,2,3,3,4,2,1,6,1
6,97,106189039,3,3,3,4,2,2,,1
6,97,106189041,1,2,2,4,2,1,2,1
6,97,106189046,1,3,3,3,2,1,6,1
6,97,106189046,2,3,3,3,2,1,5,1
6,97,106189046,3,3,3,3,2,2,,1
6,97,106189062,1,,,,2,2,,2
6,97,106189063,1,5,4,2,2,1,10,1
6,97,106189063,2,5,4,2,2,1,10,1
6,97,106189072,1,2,1,5,2,2,,2
6,97,106189073,1,4,4,4,2,1,6,1
6,97,106189073,2,4,4,4,2,1,6,1
6,97,106189080,1,4,4,5,2,1,10,1
6,97,106189082,1,5,4,4,2,2,,
6,97,106189082,2,5,4,5,2,1,10,2
6,97,106189091,1,3,3,3,2,1,10,1
6,97,106189091,2,3,3,3,2,1,3,1
6,98,106190001,1,4,3,2,1,1,30,1
6,98,106190002,1,4,2,5,2,1,3,1
6,98,106190004,1,3,1,1,1,1,2,2
6,98,106190004,2,3,,,1,1,1,2
6,98,106190005,1,2,2,3,2,1,20,1
6,98,106190005,2,4,5,2,2,1,15,1
6,98,106190005,3,2,3,2,2,1,10,1
6,98,106190012,1,4,1,4,2,1,10,2
6,98,106190014,1,4,4,4,2,1,10,2
6,98,106190016,1,4,2,4,2,1,10,2
6,98,106190016,2,4,2,4,2,1,10,2
6,98,106190019,1,4,4,4,2,,,
6,98,106190021,1,4,4,5,2,1,20,2
6,98,106190023,1,4,1,4,2,1,10,2
6,98,106190026,1,2,1,,2,1,10,1
6,98,106190026,2,2,4,,2,1,5,1
6,98,106190026,3,2,2,,2,1,4,1
6,98,106190035,1,2,4,2,2,1,20,1
6,98,106190038,1,3,2,1,2,1,20,1
6,98,106190043,1,4,5,3,2,1,30,1
6,98,106190064,1,2,3,4,2,1,20,1
6,99,106200003,1,1,3,5,1,1,1,1
6,99,106200003,2,1,3,4,1,1,2,1
6,99,106200009,1,2,3,4,2,2,,1
6,99,106200009,2,2,3,5,2,2,,1
6,99,106200009,3,2,3,5,2,2,,1
6,99,106200015,1,5,5,2,1,1,1,1
