"id1","id2","hhno","plot_no","s4aii_a10","s4aii_a11","s4aii_a12","s4aii_a13","s4aii_a14","s4aii_a15a","s4aii_a15b","s4aii_a15c","s4aii_a16","s4aii_a17","area_ha"
6,109,106228050,1,1,1,1,3,,,"1KM",30,1,1,0.404694467782974
6,109,106228058,1,1,1,1,1,5,,"2MILES",60,1,1,0.404694467782974
6,109,106232044,1,9,1,1,1,16,,"1MILE",30,2,,3.64225006103516
6,109,106232044,2,5,1,1,1,10,,"3.5MILES",120,2,,2.02347230911255
6,109,106232048,2,15,1,1,1,26,,"1MILE",30,2,,6.07041692733765
6,109,106232048,1,5,1,1,1,10,,"2.5MILE",60,2,,2.02347230911255
6,109,106232057,1,15,1,1,1,15,,"2MILES",60,2,,6.07041692733765
6,109,106232062,1,2,1,1,2,,2,"1MILE",60,2,,0.809388935565948
6,109,106232070,1,20,2,1,1,20,,"2MILES",90,1,1,8.19101619720459
6,109,106232076,1,6,4,1,1,3,,"3MILES",60,1,1,0.614326179027557
6,109,106232081,1,2,1,1,3,,,"1KM",20,1,1,0.809388935565948
6,109,106232082,1,1,3,1,3,,,"3MILES",45,1,1,0.236341565847397
6,109,106232082,2,0.5,1,1,2,,1,"4MILES",60,1,1,0.202347233891487
6,109,106232083,1,5,3,1,1,1.5,,"2MILES",60,1,1,1.18170785903931
6,109,106232091,1,13,1,1,1,,,"2MILES",120,1,2,5.26102781295776
6,109,106232105,1,7,1,1,1,7,,"1.5MILES",60,1,1,2.83286118507385
6,109,106232112,1,10,1,1,1,,,"1MILE",120,1,2,4.0469446182251
6,109,106232120,1,15,1,1,1,15,,"0.5MILES",60,1,2,6.07041692733765
6,109,106232161,2,2,1,1,1,6,,"0.5MILE",10,1,1,0.809388935565948
6,109,106232161,1,8,1,1,1,14,,"3MILES",20,1,1,3.23755574226379
6,109,106233002,1,10,1,1,1,30,,"2MILES",180,2,,4.0469446182251
6,109,106233008,1,0.5,1,1,3,,,"3MILES",60,1,1,0.202347233891487
6,109,106233016,1,0.5,1,1,2,,1,"3MILES",180,1,1,0.202347233891487
6,109,106233027,1,0.5,3,1,2,,0.5,"0.25MILE",30,1,1,0.118170782923698
6,109,106233035,1,12,1,1,1,12,,"0.5MILES",45,2,,4.85633325576782
6,109,106233049,1,1,1,1,3,,,"16MILES",160,2,,0.404694467782974
6,109,106233069,2,0.100000001490116,1,1,3,,,"4MILES",90,1,1,0.0404694452881813
6,109,106233069,1,0.100000001490116,1,1,3,,,"4MILES",90,1,1,0.0404694452881813
6,109,106233080,1,3,3,1,1,3,,"2MILES",30,1,1,0.709024667739868
6,109,106233111,1,2,1,1,3,,,"1.5MILE",30,1,1,0.809388935565948
6,110,106227010,1,5,1,1,1,4,,"1MILE",30,2,,2.02347230911255
6,110,106227020,2,2,1,1,1,2,,"1MILE",30,1,2,0.809388935565948
6,110,106227020,1,2,1,1,1,2,,"4MILES",60,1,2,0.809388935565948
6,110,106227044,1,0.5,1,1,1,1.5,,"1MILE",60,1,1,0.202347233891487
6,110,106227064,1,0.5,1,1,2,,1.5,"1MILE",30,2,,0.202347233891487
6,110,106227088,1,1,1,1,1,1.5,,"0.5MILE",20,1,1,0.404694467782974
6,110,106227109,1,2,1,1,1,1.5,,"0.5MILE",15,1,1,0.809388935565948
6,110,106227112,1,1.5,1,1,1,1.5,,"1KM",30,,1,0.607041656970978
6,110,106227115,1,1,1,1,1,2,,"2MILES",30,1,1,0.404694467782974
6,110,106227115,2,1,1,1,1,2,,"2MILES",30,1,1,0.404694467782974
6,110,106227116,1,1,1,1,3,,,"2.5MILES",60,1,1,0.404694467782974
6,111,106226005,2,1,1,1,3,,,"1KM",3,1,1,0.404694467782974
6,111,106226005,1,1,1,1,3,,,"1KM",30,1,1,0.404694467782974
6,111,106226022,1,1.5,1,1,1,1.5,,"1.5KM",60,1,1,0.607041656970978
6,111,106226025,1,1,4,1,2,,4,"1KM",40,1,1,0.102387696504593
6,111,106226026,2,2,4,1,1,2,,"2KM",30,1,1,0.204775393009186
6,111,106226026,1,2,4,1,1,2,,"2KM",30,1,1,0.204775393009186
6,111,106226044,1,1.5,1,1,1,1.5,,"1KM",45,1,1,0.607041656970978
6,111,106226050,3,3,1,1,2,,3,"2KM",60,1,1,1.21408331394196
6,111,106226050,4,4,1,1,2,,4,"KM",60,1,1,1.6187778711319
6,111,106226050,1,3,1,1,2,,3,"1KM",30,1,1,1.21408331394196
6,111,106226050,2,2,1,1,2,,2,"2KM",60,1,1,0.809388935565948
6,111,106226056,2,1,4,1,2,,4,"1KM",30,1,1,0.102387696504593
6,111,106226056,1,1,4,1,2,,4,"1.5KM",50,1,1,0.102387696504593
6,111,106226056,3,1,4,1,2,,4,"1KM",30,1,1,0.102387696504593
6,111,106226102,1,1,1,1,3,,,"1KM",25,1,1,0.404694467782974
6,111,106226102,2,2,4,1,1,2,,"1.5KM",30,1,1,0.204775393009186
6,111,106226110,1,1,4,1,2,,4,"1KM",45,1,1,0.102387696504593
6,111,106226114,1,0.5,4,1,2,,8,"1KM",30,1,1,0.0511938482522964
6,111,106226114,2,0.5,4,1,2,,8,"2KM",60,1,1,0.0511938482522964
7,8,107258016,1,7,1,1,1,7,,"5KM",60,1,1,2.83286118507385
7,8,107258068,3,2,1,1,2,,1,"2.5KM",10,1,1,0.809388935565948
7,8,107258068,1,2,1,1,1,1,,"2.5KM",10,1,1,0.809388935565948
7,8,107258068,2,2,1,1,1,1,,"2.5KM",10,1,1,0.809388935565948
7,8,107260008,2,1,1,1,2,2,0.5,"2KM",45,2,2,0.404694467782974
7,8,107260008,1,2,1,1,3,1,1,"3KM",50,2,2,0.809388935565948
7,8,107260009,1,3,1,1,1,3,,"3KM",1,1,1,1.21408331394196
7,8,107260017,1,6,1,1,1,2,,"3KM",100,1,2,2.42816662788391
7,8,107260033,1,2,1,1,2,,2,"2KM",80,2,,0.809388935565948
7,8,107260034,1,1,1,1,2,,2,"2KM",1,2,,0.404694467782974
7,8,107260038,1,8,1,1,1,2,,"1KM",40,2,,3.23755574226379
7,8,107260047,1,4,1,1,3,1,,"2KM",50,1,1,1.6187778711319
7,8,107260048,1,4,1,1,3,1,,"1KM",50,1,1,1.6187778711319
7,8,107260050,1,2,1,1,2,,2,"2KM",1,1,1,0.809388935565948
7,8,107260059,1,4,1,1,3,1,,"1KM",50,2,,1.6187778711319
7,8,107260060,1,2,1,1,2,,2,"1KM",40,1,1,0.809388935565948
7,8,107261002,1,10,1,1,1,10,,"5KM",,1,1,4.0469446182251
7,8,107261011,2,1,1,1,2,,0.5,,,1,1,0.404694467782974
7,8,107261011,1,1,1,1,2,,1.5,,,2,,0.404694467782974
7,8,107261035,1,10,1,1,1,30,,"6.4KM",,1,1,4.0469446182251
7,8,107261056,1,4,1,1,1,1.5,,"10",,2,,1.6187778711319
7,8,107261058,1,3,1,1,1,3,,"0.8KM",,1,1,1.21408331394196
7,8,107261059,1,1,1,1,2,,2,"3.2KM",,2,,0.404694467782974
7,8,107261059,2,1,1,1,2,,2,"11.2KM",,2,,0.404694467782974
7,8,107261065,1,2,1,1,1,3,,"8KM",,2,,0.809388935565948
7,8,107261077,1,1,1,1,1,8,,"40KM",,2,,0.404694467782974
7,8,107261082,1,4,1,1,1,4,,"3.5KM",,1,2,1.6187778711319
7,8,107261083,1,1,1,1,2,,2,"3.2KM",,2,,0.404694467782974
7,8,107261106,1,5,1,1,1,5,,"4.8KM",,1,1,2.02347230911255
7,112,107239005,1,3,1,1,3,,,"1KM",35,1,1,1.21408331394196
7,112,107239007,2,3,1,1,1,3,,"3KM",,1,1,1.21408331394196
7,112,107239007,1,5,1,1,1,5,,"1KM",,1,1,2.02347230911255
7,112,107239012,2,3,1,1,1,2,,"0.8KM",10,1,1,1.21408331394196
7,112,107239012,1,2,1,1,1,1.5,,"1.6KM",30,1,1,0.809388935565948
7,112,107239012,3,1,1,1,3,,,"0.8KM",10,1,1,0.404694467782974
7,112,107239014,3,1,1,1,3,,,"1.6KM",30,1,1,0.404694467782974
7,112,107239014,2,1.5,1,1,1,2,,"1.6KM",30,1,1,0.607041656970978
7,112,107239014,1,3,1,1,1,4,,"3.2KM",60,1,1,1.21408331394196
7,112,107239016,2,2,1,1,3,,,"1KM",30,1,1,0.809388935565948
7,112,107239016,1,3,1,1,1,3,,"1KM",20,1,1,1.21408331394196
7,112,107239017,2,4,1,1,1,6,,"0.54KM",10,1,1,1.6187778711319
7,112,107239017,3,2,1,1,1,3,,"1.08KM",20,1,1,0.809388935565948
7,112,107239017,1,7,1,1,1,9,,"0.16KM",3,1,1,2.83286118507385
7,112,107239020,2,2,1,,,1.5,,"3.24KM",60,1,1,0.809388935565948
7,112,107239020,3,2,1,,,1.5,,"2.43KM",45,1,1,0.809388935565948
7,112,107239020,1,2,1,,1,1.5,,"1.62KM",30,1,1,0.809388935565948
7,112,107239024,1,2,1,1,1,1.5,,"1.08KM",20,1,1,0.809388935565948
7,112,107239025,3,4,1,1,1,3,,"3.2KM",1,1,1,1.6187778711319
7,112,107239025,1,4,1,1,1,3,,"2.4KM",30,1,1,1.6187778711319
7,112,107239025,5,2,1,1,3,,,"3.2KM",1,1,1,0.809388935565948
7,112,107239025,2,3,1,1,1,2,,"0.8KM",15,1,1,1.21408331394196
7,112,107239025,4,2,1,1,3,,,"0.8KM",15,1,1,0.809388935565948
7,112,107239027,1,15,1,1,1,10,,"2.4KM",60,1,1,6.07041692733765
7,112,107239027,3,6,,1,1,4,,"1KM",30,1,1,
7,112,107239027,2,18,1,1,1,12,,"1KM",30,1,1,7.28450012207031
7,112,107239030,1,4,1,1,1,4,,"2KM",45,1,1,1.6187778711319
7,112,107239030,3,3,1,1,1,3,,"1.6KM",30,1,1,1.21408331394196
7,112,107239030,2,2,1,1,1,2,,"2KM",45,1,1,0.809388935565948
7,112,107239032,1,1.5,1,1,3,,,"2.4KM",25,1,1,0.607041656970978
7,112,107239032,2,0.5,1,1,2,,1,"0.8KM",10,1,1,0.202347233891487
7,112,107239033,2,8,1,1,1,6,,"2KM",90,1,1,3.23755574226379
7,112,107239033,1,3,1,1,1,3,,"1KM",45,1,1,1.21408331394196
7,112,107240001,1,12,1,1,1,6,,"4.8KM",120,1,1,4.85633325576782
7,112,107240001,2,18,1,1,1,9,,"4.8KM",120,1,1,7.28450012207031
7,112,107240001,3,8,1,1,1,4,,"0",1,1,1,3.23755574226379
7,112,107240003,1,4.5,1,1,1,3.5,,"0.11KM",2,1,1,1.82112503051758
7,112,107240011,2,4,1,1,1,3,,"3KM",105,1,1,1.6187778711319
7,112,107240011,1,6,1,1,1,5,,"1KM",45,1,1,2.42816662788391
7,112,107240012,1,1,1,1,3,,,"3KM",90,1,1,0.404694467782974
7,112,107240014,2,3,3,1,1,3,,"2KM",45,1,1,0.709024667739868
7,112,107240014,1,6,3,1,1,6,,"4KM",90,1,1,1.41804933547974
7,112,107240020,1,6,1,1,1,4,,"4.8KM",60,1,1,2.42816662788391
7,112,107240021,1,4,1,1,1,3.5,,"1KM",30,1,1,1.6187778711319
7,112,107240021,2,3,1,1,1,2,,"1KM",30,1,1,1.21408331394196
7,112,107240021,3,1,1,1,3,,,"1KM",30,1,1,0.404694467782974
7,112,107240027,1,4,1,1,1,3,,"6.4KM",90,1,1,1.6187778711319
7,112,107240028,1,4,1,1,1,2,,"1.6KM",30,1,1,1.6187778711319
7,112,107240028,2,2,1,1,3,,,"1.6KM",30,1,1,0.809388935565948
7,112,107240031,1,6,1,1,1,4,,"4KM",90,1,1,2.42816662788391
7,112,107240031,2,3,1,1,1,2,,"2KM",30,1,1,1.21408331394196
7,112,107240033,2,7,3,1,1,5,,"2.16KM",40,1,,1.65439093112946
7,112,107240033,1,1,3,1,3,,,"2.16KM",40,1,,0.236341565847397
7,112,107240042,1,2,3,1,1,4,,"1.62KM",30,1,,0.472683131694794
7,112,107240042,2,8,3,1,1,16,,"1.62KM",30,1,,1.89073252677917
7,112,107240043,2,2,1,1,3,,,"1.62KM",30,1,1,0.809388935565948
7,112,107240043,1,3,1,1,1,2,,"1.62KM",30,1,1,1.21408331394196
7,112,107240046,1,3,1,1,1,3,,"4KM",120,1,1,1.21408331394196
7,112,107240046,2,3,1,1,1,3,,"2KM",60,1,1,1.21408331394196
7,112,107241003,1,6,1,1,1,6,,"1KM",30,1,1,2.42816662788391
7,112,107241003,2,4,1,1,1,4,,"1KM",30,1,1,1.6187778711319
7,112,107241009,1,4.5,1,1,3,4,,"2KM",30,1,1,1.82112503051758
7,112,107241009,2,10.1999998092651,1,1,3,10,,"1KM",10,1,1,4.12788343429565
7,112,107241011,1,1.5,1,1,1,2,,"2.7KM",50,1,1,0.607041656970978
7,112,107241013,1,1.5,1,1,1,2,,"0.8",10,1,1,0.607041656970978
7,112,107241013,2,1,1,1,1,1,,"0.8",10,1,1,0.404694467782974
7,112,107241026,2,1.5,1,1,1,1,,,1,1,1,0.607041656970978
7,112,107241026,1,2.5,1,1,1,2,,,1,1,1,1.01173615455627
7,112,107241027,1,4,1,1,1,6,,"8.1KM",150,1,1,1.6187778711319
7,112,107241035,1,4,1,1,1,6,,"0.22KM",4,1,1,1.6187778711319
7,112,107241035,2,2,2,1,1,3,,"0.22KM",4,1,1,0.819101572036743
7,112,107241051,1,5,1,1,1,5,,"1KM",10,1,1,2.02347230911255
7,112,107241051,2,3,1,1,1,3,,"1KM",10,1,1,1.21408331394196
7,112,107241051,4,3,1,1,1,3,,"1KM",10,1,1,1.21408331394196
7,112,107241051,3,3,1,1,1,3,,"1KM",10,1,1,1.21408331394196
7,112,107241052,1,2,1,1,1,3,,"0.8KM",10,1,1,0.809388935565948
7,112,107241052,3,1.5,1,1,1,1,,,2,1,1,0.607041656970978
7,112,107241052,2,7,1,1,1,5,,"1.6KM",10,1,1,2.83286118507385
7,112,107241063,2,0.800000011920929,1,1,1,1,,"0.54KM",10,1,1,0.32375556230545
7,112,107241063,1,1,1,1,1,1.5,,"1.62KM",30,1,1,0.404694467782974
7,112,107242003,2,8,1,1,1,8,,"1KM",20,1,1,3.23755574226379
7,112,107242003,1,5,1,1,1,5,,"1KM",20,1,1,2.02347230911255
7,112,107242010,2,3,1,1,1,3,,"1KM",25,1,1,1.21408331394196
7,112,107242010,1,4,1,1,1,4,,"3KM",90,1,1,1.6187778711319
7,112,107242012,1,1,1,1,3,,,"1KM",20,1,1,0.404694467782974
7,112,107242012,2,1,1,1,3,,,"1KM",20,1,1,0.404694467782974
7,112,107242019,2,10,1,1,1,8,,"1.6KM",20,1,1,4.0469446182251
7,112,107242019,1,18,1,1,1,12,,"0.8KM",10,1,1,7.28450012207031
7,112,107242020,2,3,1,1,1,3,,"1.6KM",35,1,1,1.21408331394196
7,112,107242020,1,6,1,1,1,6,,"1KM",20,1,1,2.42816662788391
7,112,107242022,2,3,1,1,1,3,,"1KM",40,1,1,1.21408331394196
7,112,107242022,1,2,1,1,1,2,,"1KM",40,1,1,0.809388935565948
7,112,107242040,1,1,2,1,1,1.5,,"0.8KM",20,1,1,0.409550786018372
7,112,107242040,2,1,2,1,1,1.5,,"0.8KM",20,1,1,0.409550786018372
7,112,107242047,1,10,1,1,1,7,,"10KM",10,1,1,4.0469446182251
7,112,107242047,2,4,1,1,,2,,"10KM",10,1,1,1.6187778711319
7,112,107242049,1,2,1,1,1,2,,"1.1KM",20,1,1,0.809388935565948
7,112,107242053,1,1,2,1,3,,,"0.54KM",10,2,,0.409550786018372
7,112,107242055,2,2,1,1,1,2,,"0.8KM",10,1,1,0.809388935565948
7,112,107242055,3,5,1,1,1,5,,"0.8KM",10,1,1,2.02347230911255
7,112,107242055,1,3,1,1,1,3,,"0.8KM",20,1,1,1.21408331394196
7,112,107242066,1,3,1,1,1,,,"0.8KM",15,1,1,1.21408331394196
7,112,107242071,3,1.5,2,1,1,2,,"3.2KM",60,1,1,0.614326179027557
7,112,107242071,1,1.5,2,1,1,2,,"3.2KM",60,1,1,0.614326179027557
7,112,107242071,2,1,2,1,3,,,"3.2KM",60,1,1,0.409550786018372
7,112,107243001,2,3,1,1,1,3,,"1.62KM",30,1,1,1.21408331394196
7,112,107243001,1,7,1,1,1,7,,"1.62KM",30,1,1,2.83286118507385
7,112,107243011,2,1,,1,3,,,"27.8KM",515,1,1,
7,112,107243011,1,2,1,1,1,2,,"27.8KM",515,1,1,0.809388935565948
7,112,107243045,1,2,1,1,1,1.5,,"4.86KM",90,1,1,0.809388935565948
7,112,107243046,2,2,1,1,1,2,,"1.62KM",30,1,1,0.809388935565948
7,112,107243046,1,7,1,1,1,7,,"3.24KM",60,1,1,2.83286118507385
7,112,107243061,1,2,1,1,1,2,,"1.62KM",30,1,1,0.809388935565948
7,112,107243064,1,5,1,1,1,5,,"2.16KM",40,1,,2.02347230911255
7,112,107243064,2,6,1,1,1,6,,"2.16KM",40,1,,2.42816662788391
7,112,107243071,1,2,1,1,,2,,"3.24KM",60,1,1,0.809388935565948
7,112,107243088,1,1,1,1,3,,,"3.24KM",60,1,1,0.404694467782974
7,112,107243088,2,2,1,1,1,2,,"3.24KM",60,1,1,0.809388935565948
7,112,107244014,1,10,1,1,1,4,,"25.6KM",40,1,1,4.0469446182251
7,112,107244017,1,4,2,1,1,1.5,,"4KM",35,1,1,1.63820314407349
7,112,107244045,1,6,1,1,1,4,,"57.6KM",60,1,1,2.42816662788391
7,112,107244060,1,2,1,1,3,,,"4.8KM",60,1,1,0.809388935565948
7,112,107244071,2,3,1,1,1,1.5,,"4KM",30,1,1,1.21408331394196
7,112,107244071,1,4,1,1,1,2,,"4KM",30,1,1,1.6187778711319
7,112,107244079,1,10,1,1,1,8,,"1.8KM",60,1,1,4.0469446182251
7,112,107246001,1,6,1,1,1,4,,"3KM",40,1,1,2.42816662788391
7,112,107246004,1,3,1,1,1,3,,"2KM",30,1,1,1.21408331394196
7,112,107246009,1,5,1,1,1,5,,"8KM",1,1,1,2.02347230911255
7,112,107246013,2,3,1,1,1,2,,"5KM",90,1,1,1.21408331394196
7,112,107246013,1,4,1,1,1,3,,"5KM",90,1,1,1.6187778711319
7,112,107246015,2,4,1,1,1,4,,"2KM",45,1,1,1.6187778711319
7,112,107246015,1,4,1,1,1,4,,"3KM",60,1,1,1.6187778711319
7,112,107246017,1,4,1,1,1,4,,"2KM",90,1,1,1.6187778711319
7,112,107246018,1,5,1,1,1,3,,"2KM",45,1,1,2.02347230911255
7,112,107246018,2,3,1,1,1,3,,"4KM",90,1,1,1.21408331394196
7,112,107246020,1,4,1,1,1,4,,"1KM",40,1,1,1.6187778711319
7,112,107246020,2,3,1,1,1,3,,"2KM",1,1,1,1.21408331394196
7,112,107246022,2,4,1,1,1,3,,"1KM",20,1,1,1.6187778711319
7,112,107246022,3,5,1,1,1,4,,"5KM",120,1,1,2.02347230911255
7,112,107246022,1,8,1,1,1,5,,"3KM",90,1,1,3.23755574226379
7,112,107246036,1,3,1,1,1,3,,"3KM",45,1,1,1.21408331394196
7,112,107246036,2,3,1,1,1,3,,"5KM",1,1,1,1.21408331394196
7,112,107246047,3,4,1,1,1,2,,"4KM",90,1,1,1.6187778711319
7,112,107246047,1,8,1,1,1,5,,"2KM",45,1,1,3.23755574226379
7,112,107246047,2,5,1,1,1,3,,"2KM",45,1,1,2.02347230911255
7,112,107246053,1,2,1,1,1,2,,"3KM",45,1,1,0.809388935565948
7,112,107246053,2,3,1,1,1,3,,"4KM",60,1,1,1.21408331394196
7,112,107246053,3,2,1,1,1,2,,"2KM",30,1,1,0.809388935565948
7,112,107246057,1,2,1,1,1,2,,"2KM",60,1,1,0.809388935565948
7,113,107245001,1,9,1,1,1,9,,"4.86KM",90,1,1,3.64225006103516
7,113,107245001,2,4,1,1,1,4,,"4.86KM",90,1,1,1.6187778711319
7,113,107245001,3,6,1,1,1,6,,"4.86KM",90,1,1,2.42816662788391
7,113,107245007,1,4,1,1,1,5,,"1.62KM",30,1,1,1.6187778711319
7,113,107245009,2,7.5,1,1,1,9,,"1.3KM",24,1,1,3.03520846366882
7,113,107245009,3,6,1,1,1,7,,"3.2KM",60,1,1,2.42816662788391
7,113,107245009,1,1.5,1,1,1,2,,"0.65KM",12,1,1,0.607041656970978
7,113,107245013,3,3,1,1,1,3,,"4.86KM",90,2,,1.21408331394196
7,113,107245013,1,4,1,1,1,4,,"4.86KM",90,1,1,1.6187778711319
7,113,107245013,2,3,1,1,1,3,,"4.86KM",90,1,1,1.21408331394196
7,113,107245014,3,2,,1,1,2,,"3.24KM",60,1,1,
7,113,107245014,1,5,1,1,1,3,,"8.1KM",150,1,1,2.02347230911255
7,113,107245014,4,2,,1,1,2,,"0.8KM",15,1,1,
7,113,107245014,2,10,,1,1,5,,"3.24KM",60,1,1,
7,113,107245020,1,1.5,1,1,1,1,,"1.35KM",25,1,1,0.607041656970978
7,113,107245020,2,2.5,1,1,1,1.5,,"0.65KM",12,1,1,1.01173615455627
7,113,107245020,4,1.5,1,1,1,1,,"1.62KM",30,1,1,0.607041656970978
7,113,107245020,3,2.5,1,1,1,1.5,,"3.24KM",60,1,1,1.01173615455627
7,113,107245021,1,3,1,1,1,4,,"1.62KM",30,1,1,1.21408331394196
7,114,107247008,1,2,1,1,1,1.5,,"4KM",60,1,1,0.809388935565948
7,114,107247014,1,4,1,1,1,0.200000002980232,,"4KM",45,1,1,1.6187778711319
7,114,107247014,2,2,1,1,1,1.29999995231628,,"0.8KM",20,1,1,0.809388935565948
7,114,107247014,3,2,,1,1,1.29999995231628,,"0.8KM",20,1,1,
7,114,107247025,1,5,1,1,1,4,,"14.4KM",240,1,1,2.02347230911255
7,114,107247030,3,1,1,,,,2,"0.8KM",10,1,1,0.404694467782974
7,114,107247030,1,3,1,1,1,3.5,,"5.8KM",120,1,1,1.21408331394196
7,114,107247030,2,3,1,1,2,3.5,,"4.8KM",70,1,1,1.21408331394196
7,114,107247036,1,1.5,1,1,1,2,,"4.8KM",45,1,1,0.607041656970978
7,114,107247036,2,1.5,1,1,1,2,,"4.8KM",45,1,1,0.607041656970978
7,114,107247040,1,1,1,1,2,,1,"1.6KM",45,1,1,0.404694467782974
7,114,107247047,1,1,1,1,2,,1,"3.2KM",40,1,1,0.404694467782974
7,114,107247048,3,4,1,1,1,4,,"0.8KM",10,1,1,1.6187778711319
7,114,107247048,2,2,1,1,1,2,,"1.5KM",40,1,1,0.809388935565948
7,114,107247048,1,3,1,1,1,3,,"1.5KM",40,1,1,1.21408331394196
7,114,107247053,2,3.5,1,1,,1.5,,"3.2KM",30,1,1,1.41643059253693
7,114,107247053,1,8,1,1,,4,,"4KM",30,1,1,3.23755574226379
7,114,107248002,1,3,1,1,1,3,,"2KM",,1,1,1.21408331394196
7,114,107248003,1,8,1,1,1,8,,"3KM",105,1,1,3.23755574226379
7,114,107248006,2,4,1,1,1,4,,"4KM",90,1,,1.6187778711319
7,114,107248006,1,4,1,1,1,4,,"7KM",120,1,,1.6187778711319
7,114,107248008,1,3,1,1,1,3,,"3KM",90,1,1,1.21408331394196
7,114,107248008,2,3,1,1,1,3,,"2KM",60,1,1,1.21408331394196
7,114,107248016,1,3,1,1,1,3,,"4KM",105,1,1,1.21408331394196
7,114,107248016,3,3,1,1,1,3,,"1.2KM",10,1,1,1.21408331394196
7,114,107248016,2,2,1,1,1,2,,"1KM",5,1,1,0.809388935565948
7,114,107248022,1,3,1,1,1,3,,"5KM",,1,1,1.21408331394196
7,114,107248034,2,3,1,1,1,3,,"1KM",15,1,1,1.21408331394196
7,114,107248034,1,4,1,1,1,4,,"1.6KM",45,1,1,1.6187778711319
7,114,107248051,1,3,1,1,1,3,,"5.4KM",105,1,1,1.21408331394196
7,114,107248051,2,2,1,1,1,2,,"3.2KM",90,1,1,0.809388935565948
7,114,107248052,1,4,1,1,1,4,,"1.6KM",30,1,1,1.6187778711319
7,114,107248052,2,3,1,1,1,3,,"4KM",120,1,1,1.21408331394196
7,114,107248065,1,2,1,1,1,2,,"9KM",120,1,1,0.809388935565948
7,115,107268059,2,1,1,1,1,1,,"3KM",60,1,1,0.404694467782974
7,115,107268059,1,1,1,1,1,1,,"3KM",60,1,1,0.404694467782974
7,115,107268059,3,1,1,1,1,1,,"1KM",30,1,1,0.404694467782974
7,117,107253003,2,3,1,1,3,,3,"5KM",3,1,1,1.21408331394196
7,117,107253003,1,3,1,1,2,,2.5,"7KM",8,1,1,1.21408331394196
7,117,107253003,3,1,1,1,2,,0.5,"0.5KM",10,1,1,0.404694467782974
7,117,107253009,1,3.5,1,1,1,3.5,,"40KM",120,1,1,1.41643059253693
7,117,107253011,2,1,1,1,3,,,"0.5KM",60,1,1,0.404694467782974
7,117,107253011,1,1,1,1,3,,,"1KM",120,1,1,0.404694467782974
7,117,107253019,5,,1,1,1,2,,"3KM",120,1,1,
7,117,107253019,3,,1,1,1,2,,"2KM",90,1,1,
7,117,107253019,1,,1,1,1,2,,"1KM",40,1,1,
7,117,107253019,6,,1,1,1,2,,"3KM",120,1,1,
7,117,107253019,2,,1,1,1,4,,"5KM",180,1,1,
7,117,107253019,4,,1,1,1,2,,"2KM",90,1,1,
7,117,107253023,1,1.5,1,1,1,2,,"3KM",120,1,2,0.607041656970978
7,117,107253024,1,,,1,1,4,,"3KM",120,1,2,
7,117,107253029,1,5,1,1,1,7,,,,1,1,2.02347230911255
7,117,107253029,2,6,1,1,1,8,,"2KM",40,1,2,2.42816662788391
7,117,107253032,3,5,1,1,,3,,"72KM",180,1,1,2.02347230911255
7,117,107253032,2,1,1,1,3,,,"4KM",30,1,1,0.404694467782974
7,117,107253032,1,6,1,1,,4,,"4KM",30,1,1,2.42816662788391
7,117,107253033,1,13,1,1,1,12,,"72KM",90,1,1,5.26102781295776
7,117,107253035,1,1,1,1,1,1.5,,"107KM",120,1,1,0.404694467782974
7,117,107253035,2,3,1,1,1,3,,"107KM",120,1,1,1.21408331394196
7,117,107253037,1,5,1,1,1,5.5,,,60,1,1,2.02347230911255
7,117,107253042,2,3,1,1,3,,,"1KM",60,1,1,1.21408331394196
7,117,107253042,1,3,1,1,3,,,"4KM",120,1,1,1.21408331394196
7,117,107253043,1,,1,1,2,,2,"2KM",60,1,1,
7,117,107253047,1,1,1,1,1,1.5,,"3.2KM",45,1,1,0.404694467782974
7,119,107256003,1,15,1,1,2,12,,"1KM",60,1,1,6.07041692733765
7,119,107256003,2,40,,1,1,42,,"0.5KM",30,1,2,
7,119,107256005,1,0.5,1,1,2,,0.5,"1KM",60,1,1,0.202347233891487
7,119,107256008,1,1,1,1,2,,1,"0.5KM",60,1,1,0.404694467782974
7,119,107256010,2,1,1,1,1,1.5,,"1KM",60,1,2,0.404694467782974
7,119,107256010,1,2,1,1,1,3,,"2KM",120,1,2,0.809388935565948
7,119,107256016,2,,,1,2,,2,"1.5KM",50,1,1,
7,119,107256016,3,,,1,1,1,,"0.5KM",20,1,1,
7,119,107256016,1,,,1,2,,2,"0.5KM",20,1,1,
7,119,107256017,1,1,1,1,1,2,,"1KM",40,1,2,0.404694467782974
7,119,107256017,2,4,1,1,1,8,,"3KM",120,1,2,1.6187778711319
7,119,107256018,1,4,1,1,1,3.5,,"16KM",90,1,1,1.6187778711319
7,119,107256020,1,1,1,1,3,,,"1KM",30,1,1,0.404694467782974
7,119,107256028,1,2,1,1,1,1.5,,"12.8KM",90,1,1,0.809388935565948
7,119,107256030,1,15,1,1,1,20,,"560KM",420,1,1,6.07041692733765
7,119,107256030,2,4,1,1,1,2.5,,"6.4KM",90,1,1,1.6187778711319
7,119,107256032,1,3,1,1,1,2.5,,"80KM",240,1,1,1.21408331394196
7,119,107256032,2,1.5,1,1,3,,,"4.8KM",30,1,1,0.607041656970978
7,119,107256040,3,,,1,1,6,,,,1,2,
7,119,107256040,1,3,1,1,1,3,,"1KM",30,1,1,1.21408331394196
