"id1","id2","id3","id4","entno","s5a_31ii","s5a_32ii","s5a_4ii","s5a_5ii","s5a_6","s5a_7i","s5a_7ii","s5a_b","s5a_9i","s5a_9ii","s5a_10i","s5a_10ii","s5a_11","s5a_11i","s5a_11ii","s5a_11iii","s5a_11iv","s5a_11v","s5a_11vi","s5a_11vii","s5a_11viii","s5a_11ix","s5a_11x","s5a_11xi","s5a_11xii","s5a_12","s5a_13","s5a_14ii","s5a_15","s5a_16","s5a_17","s5a_18","s5a_19","s5a_20","s5a_20i","s5a_20ii","s5a_20iii","s5a_20iv","s5a_20v","s5a_20vi","s5a_20vii","s5a_20viii","s5a_20ix","s5a_20x","s5a_20xi","s5a_20xii","s5a_20ia","s5a_20iia","s5a_20iiia","s5a_20iva","s5a_20va","s5a_20via","s5a_20viia","s5a_20viiia","s5a_20ixa","s5a_20xa","s5a_21i","s5a_21ii","s5a_22i","s5a_22ii","s5a_23","s5a_23i","s5a_23ii","s5a_23iii","s5a_23iv","s5a_23v","s5a_23vi","s5a_23vii","s5a_23viii","s5a_23ix","s5a_23x","s5a_23xi","s5a_23xii","s5a_24i","s5a_24ii","s5a_25i","s5a_25ii","s5a_26i","s5a_26ii","s5a_27i","s5a_27ii","s5a_28i","s5a_28ii","s5a_29i","s5a_29ii","hhno"
6,10,216,13,1,2,,,2,"SALE OF BEDSHEETS AND CURTAINS","SALES",5252,,,,15,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"ALLAAAHHAAHH","A","L","L","A","A","A","H","H","A","A","H","H",400,0,250,0,150,0,300,,200,,100,,106216013
3,1,80,21,1,1,,1,1,"BUYING AND SELLING",,5211,,,,1,0,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,1,"3",2,2,1,2,2,2,2,2,2,2,0,0,0,0,100,0,0,0,0,0,0,0,120,0,0,,"AAAHHLLLLLHH","A","A","A","H","H","L","L","L","L","L","H","H",280,0,120,0,20,0,200,,100,,50,,103080021
7,112,243,48,1,1,,,1,"SALE OF SANDALS AND SLIPPERS","RETAIL TRADE",5252,,,,4,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,2,1,1,"1",1,2,2,2,2,2,2,2,2,2,0,0,100,0,0,0,0,0,0,0,0,0,400,,242,10,"HHAALLLAHHAA","H","H","A","A","L","L","L","A","H","H","A","A",480,0,432,0,360,0,320,,300,20,280,,107243048
2,3,36,12,1,1,,,1,"RETAIL OF LOGS/BOARDS","5234",5234,,,,5,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,2,"4",2,2,2,1,2,2,2,2,2,2,0,100,0,0,0,0,0,0,0,0,0,0,,,,,"LAHHHHHHHAAA","L","A","H","H","H","H","H","H","H","A","A","A",1200,0,500,0,450,0,550,,180,,150,,102036012
7,114,247,53,1,2,,,2,"PROVISIONS STORE","RETAIL SALE",5252,,,,10,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,3,2,1,3,2,"1",1,2,2,2,2,2,2,2,2,2,0,100,0,0,0,0,0,0,0,0,0,0,,,,,"AAAALLLLHHHH","A","A","A","A","L","L","L","L","H","H","H","H",400,0,320,0,200,0,300,,250,,150,,107247053
3,38,100,57,1,1,,,1,"SEAMSTRESS","MANUFACTURE",1810,,,,14,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"LLAHAALHLALH","L","L","A","H","A","A","L","H","L","A","L","H",180,0,150,0,120,0,85,,65,,45,,103100057
3,1,64,53,1,1,,,1,"DRIVER","SERVICE",6022,,,,5,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,3,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AAAAHHHAAHHH","A","A","A","A","H","H","H","A","A","H","H","H",150,0,100,0,0,0,50,,50,,,,103064053
3,1,65,15,1,1,,1,1,"SALE OF ORANGES","RETAIL TRADE",5252,,,,5,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,1,"2",2,1,2,2,2,2,2,2,2,2,0,0,0,100,0,0,0,0,0,0,0,0,150,,170,,"HHHAALLLHHHH","H","H","H","A","A","L","L","L","H","H","H","H",50,0,40,0,30,0,,,20,,10,,103065015
5,80,144,93,1,1,,,,"SALE OF CHARCOAL",,5239,,,,6,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,,,0,0,0,0,0,0,0,0,0,0,,,,,"LLHAAHHAAALL","L","L","H","A","A","H","H","A","A","A","L","L",250,0,200,0,150,0,100,,60,,50,,105144093
8,10,299,78,1,1,,,1,"DRESS MAKING","CLOTHING",1810,,,,5,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,11,2,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HHAAALLLAAHH","H","H","A","A","A","L","L","L","A","A","H","H",150,0,140,0,130,0,30,,20,,10,,108299078
3,1,73,70,1,1,,,1,"MAKING OF DRUMS WITH WOOD","MUSICAL INSTRUMENTS PRODUCTION",3692,,,,6,,"1,4,5,9,12",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,3,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HHLLLHALHHLA","H","H","L","L","L","H","A","L","H","H","L","A",130,0,80,0,50,0,60,,40,,20,,103073070
6,10,219,34,1,1,,1,1,"STEEL BENDING","BUILDING AND CONSTRUCTION",4520,,,,,,"2,3,8,11",1,1,1,1,1,1,1,1,1,1,1,1,2,70,-8,5,2,11,2,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AAHHHHLLLLAA","A","A","H","H","H","H","L","L","L","L","A","A",800,0,500,0,100,0,300,,300,,100,,106219034
3,1,72,21,1,2,,,2,"SALES OF FOOD","CANTEEN OPERATION",5520,,,,4,,"1-10",1,1,1,1,1,1,1,1,1,1,,,1,,,5,2,17,2,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AAAAAAAAAA","A","A","A","A","A","A","A","A","A","A",,,0,0,150,0,0,0,,,90,,,,103072021
4,58,131,31,2,2,,,2,"SEAMSTRESS",,1721,,,,12,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,11,2,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AAAHLLLLLAHH","A","A","A","H","L","L","L","L","L","A","H","H",150,0,100,0,80,0,90,0,60,0,40,0,104131031
3,1,80,26,1,2,,,,"TEXTILE RELATED TRADES","RETAIL TRADE",5232,,,,1,6,"JAN-NOV",1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,,,0,0,0,0,0,0,0,0,0,0,,,,,"AAHHAAAAAHHH","A","A","H","H","A","A","A","A","A","H","H","H",400,0,200,0,0,0,350,,180,,50,,103080026
7,130,249,61,1,1,,,1,"SELLING OF RADIOS AND TORCHES","RETAIL SALE VIA STALLS AND MARKETS",5252,,,,10,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"LAAAALLHHHHH","L","A","A","A","A","L","L","H","H","H","H","H",600,0,470,0,300,0,250,,150,,100,,107249061
5,8,160,8,1,2,,,2,"SALE OF FOOTWEAR AND HEAD GEAR","RETAIL TRADE",5219,,,,7,,"1-7",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,5,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AAAALLLAAAHH","A","A","A","A","L","L","L","A","A","A","H","H",300,0,200,0,150,0,350,,250,,100,,105160008
6,103,221,65,1,1,2,,1,"SALES OF SECOND-HAND BAIL","WHOLESALE OF HOUSEHOLD GOODS",5131,,,,6,,"1-12",,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,1,"5",2,2,2,2,1,2,2,2,2,2,0,0,0,0,0,0,100,0,0,0,0,0,3000,,2000,,"HAAALLLALHH",,"H","A","A","A","L","L","L","A","L","H","H",1600,0,1400,0,1200,0,1200,,900,,600,,106221065
3,1,76,45,2,1,2,,1,"MANUFACTURING OF FOOD","MANUFACTURING",1541,,,,1,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,1,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AAHHAAAHHAAA","A","A","H","H","A","A","A","H","H","A","A","A",150,0,100,0,0,0,100,,100,,,,103076045
5,7,155,23,1,1,,99,1,"TAXI SERVICE",,6022,,,,2,,"1-12",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,1,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AAAHAAAAAALH","A","A","A","H","A","A","A","A","A","A","L","H",300,0,200,0,150,0,70,,30,,20,,105155023
1,13,10,132,1,2,,,2,"HAIRDRESSING","BEAUTICIAN",9302,,,,2,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,11,2,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AAAAALLLAAAH","A","A","A","A","A","L","L","L","A","A","A","H",0,0,0,0,0,0,17,,12,,8,,101010132
3,43,93,55,1,2,,,2,"HAIR WASHING AND TRIMMING","OTHER SERVICE ACTIVITIES",9302,,,,10,4,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,11,2,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"LLLLALLLLAAH","L","L","L","L","A","L","L","L","L","A","A","H",200,0,70,0,30,0,30,,20,,10,,103093055
6,102,209,37,1,1,,,1,"SALE OF TABLE TOP PROVISIONS","RETAIL OF PROVISIONS",5211,,,,4,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,1,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"LLAAHLLLHLLL","L","L","A","A","H","L","L","L","H","L","L","L",40,0,30,0,25,0,25,,20,,18,,106209037
5,68,137,31,1,2,6,,2,"MAKING & SELLING PALM OIL","TRADE",5220,"SALES OF PALM KERNEL","TRADE",,10,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,1,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HHALLLLAAAHH","H","H","A","L","L","L","L","A","A","A","H","H",6000,0,500,0,400,0,420,,380,,300,,105137031
1,13,12,17,1,2,,,2,"SELLING FABRICS","RETAIL OF FABRIC",5232,,,,16,,"8-12",,,,,,,,1,1,1,1,1,1,,,5,1,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HHALL",,,,,,,,"H","H","A","L","L",3700,0,2900,0,1400,0,2500,,2200,,900,,101012017
3,1,86,47,1,1,,,1,"GARMENTS AND SEWING FABRICS","MANUFACTURING OF FABRICS",1810,,,,,,"JUN-DEC",1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,"2,3,4",2,1,1,1,2,2,2,2,2,2,,,0,0,0,0,0,0,0,0,0,0,,,,,"ALAAALAAAAHA","A","L","A","A","A","L","A","A","A","A","H","A",300,0,150,0,20,0,150,,70,,20,,103086047
7,8,258,16,1,2,,,2,"BREWING PITO","MANUFACTURING",1553,,,,8,,"6-12",1,1,1,,1,1,1,,,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AAA LLL  HHH","A","A","A",,"L","L","L",,,"H","H","H",95,0,87,0,83,0,80,,80,,80,,107258016
6,1,217,25,1,1,,,1,"PETTY TRADING","SALES",5252,,,,6,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,12,1,2,"2",2,1,2,2,2,2,2,2,2,2,0,100,0,0,0,0,0,0,0,0,0,0,,,,,"LLLLLLLLLHHH","L","L","L","L","L","L","L","L","L","H","H","H",285,0,0,0,120,0,250,,180,,,,106217025
3,1,85,62,1,1,,,1,"HAIRDRESSING",,9302,,,,12,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,,,0,0,0,0,0,0,0,0,0,0,,,,,"LAAAAAAAHALH","L","A","A","A","A","A","A","A","H","A","L","H",120,0,80,0,60,0,200,,120,,80,,103085062
6,92,196,19,2,1,,,2,"SELLING POLYTHENE BAGS","RETAIL TRADE",5252,,,,5,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HAAAAALLANNH","H","A","A","A","A","A","L","L","A","N","N","H",30,0,20,0,10,0,20,0,15,0,8,0,106196019
6,109,233,80,1,1,,,,"PETTY TRADING","TRADE",5252,,,,10,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HHHALLLAAHHH","H","H","H","A","L","L","L","A","A","H","H","H",300,0,250,0,150,0,155,,155,,155,,106233080
3,43,93,7,2,2,,,2,"SALE OF FABRICS","MANUFACTURE OF TEXTILES",1810,,,,3,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,2,11,1,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AAAAAAAAAAAA","A","A","A","A","A","A","A","A","A","A","A","A",0,0,3500,0,0,0,,,3000,,,,103093007
4,59,128,12,1,1,,,1,"SELLING OF FISH","RETAIL",5252,,,,30,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,1,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AAHALLLLAAHH","A","A","H","A","L","L","L","L","A","A","H","H",450,0,310,0,220,0,300,,250,,200,,104128012
7,8,258,39,1,1,,,1,"CARRYING OF GOODS","TRANSPORT SERVICE",6301,,,,10,,"10,11,12",1,,,,,1,1,1,,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"A    LLA HHH","A",,,,,"L","L","A",,"H","H","H",1800,0,1450,0,1250,0,1000,,1000,,1000,,107258039
1,13,9,206,1,1,,,1,"SELLING OF FRIDGES","RETAIL TRADE",5139,,,,6,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,3,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"LAAAAAAHHHHH","L","A","A","A","A","A","A","H","H","H","H","H",2000,0,1500,0,120,0,1500,,1000,,70,,101009206
3,44,91,88,1,1,,,1,"SEAMSTRESS","SEWING",1810,,,,10,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AAAHLLAAAAAH","A","A","A","H","L","L","A","A","A","A","A","H",150,0,100,0,60,0,60,,45,,25,,103091088
4,59,128,98,1,1,,,1,"SHOE MAKING",,9309,,,,20,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,3,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AAAAAAAHHLLL","A","A","A","A","A","A","A","H","H","L","L","L",30,0,20,0,15,0,3,,2,,1,50,104128098
1,13,11,85,1,1,,,1,"RETAIL SALE OF PROVISION","TRADE",5252,,,,1,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AAAHHLLLAAHH","A","A","A","H","H","L","L","L","A","A","H","H",180,0,135,0,100,0,140,,110,,80,,101011085
6,10,211,76,1,2,,,2,"SALE OF SACHET WATER",,1554,,,,6,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AAAAAAAAAAAA","A","A","A","A","A","A","A","A","A","A","A","A",0,0,210,0,0,0,,,112,,,,106211076
4,59,128,24,1,1,,,1,"SELLING OF AKPETESHIE","RETAIL",5220,,,,5,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,3,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"LLLLAHHHHAAA","L","L","L","L","A","H","H","H","H","A","A","A",220,0,150,0,100,0,120,,90,,65,,104128024
4,3,102,5,2,1,,,,"PURE WATER","TRADING",5252,,,,1,,"7-12",,,,,,,1,1,1,1,1,1,1,,,5,,5,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"LLHHHH",,,,,,,"L","L","H","H","H","H",10,0,8,0,6,0,28,,18,,,13,104102005
6,102,205,3,1,2,,,2,"SALE MAIZE","SALE MAIZE",5211,,,,,5,"1-2 10-12",1,1,,,,,,,,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HH       ALL","H","H",,,,,,,,"A","L","L",140,0,90,0,45,0,125,,80,,40,,106205003
3,44,89,63,2,2,,,2,"SELL COOKED RICE AND STEW","RESTAURANTS",5520,,,,5,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"LAALHHHAAAAH","L","A","A","L","H","H","H","A","A","A","A","H",300,0,200,0,100,0,220,,140,,65,,103089063
3,43,94,51,1,1,,,1,"WASHING OF CLOTHES","PRIVATE HOUSEHOLDS EMPLOYES",9500,,,,5,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,1,13,4,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"LLAAAALLAAAL","L","L","A","A","A","A","L","L","A","A","A","L",0,0,68,0,40,0,,,5,,4,,103094051
5,9,163,26,2,3,,,3,"RETAIL SALE OF BREAD","RETAIL SALE VIA STALLS AND MARKET",5252,,,,4,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,2,10,,5,5,12,4,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"LLHHAAAAAAAH","L","L","H","H","A","A","A","A","A","A","A","H",2160,0,1200,0,480,0,1800,,980,,384,,105163026
5,7,155,1,1,1,,,1,"RETAIL OF CEMENT","RETAIL TRADE OF HARDWARE PAINTS AND GLASS",5234,,,,3,,"1-12",1,1,1,1,1,1,1,1,1,1,1,1,1,,,3,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HHHALLLAAHHH","H","H","H","A","L","L","L","A","A","H","H","H",2560,0,1920,0,1280,0,2200,,1650,,1100,,105155001
3,44,89,18,1,1,,,1,"REPAIR OF AIRCONDITIONS","REPAIR OF HOUSEHOLD GOODS",5260,,,,10,,"1-12",1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AAAAAAAAAAAH","A","A","A","A","A","A","A","A","A","A","A","H",1200,0,1000,0,0,0,800,,700,,,,103089018
6,102,214,21,1,1,,,1,"PITO PRODUCTION","BREW PITO",1553,,,,10,,"1-12",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,11,2,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HAAALLAAAHHH","H","A","A","A","L","L","A","A","A","H","H","H",450,0,300,0,250,0,250,,200,,100,,106214021
3,1,73,45,1,1,,,1,"FIX NAIL'S AND EYE LASHES","BEAUTICIAN",9302,,,,,,"1,2,4-12",1,1,,1,1,1,,1,1,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AL HHA HHAHH","A","L",,"H","H","A",,"H","H","A","H","H",130,0,100,0,80,0,50,,30,,20,,103073045
4,3,103,29,1,1,,,1,"BLACK SMITHING","MANUFACTURE OF GENERAL HARDWARE",2893,,,,6,0,"1-12",1,1,1,1,1,,1,1,,1,1,,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AAAAA AA AA","A","A","A","A","A",,"A","A",,"A","A",,40,0,30,0,20,0,40,0,30,0,20,0,104103029
2,2,33,17,1,1,,,1,"RETAIL OF FOOD STUFF","TRADE",5211,,,,6,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,,,0,0,0,0,0,0,0,0,0,0,,,,,"LAAAALLLAAHH","L","A","A","A","A","L","L","L","A","A","H","H",100,0,70,0,40,0,70,,50,,30,,102033017
3,37,92,47,1,2,1,,2,"SALE OF PROVISIONS","RETAIL",5252,,,,,4,"1,2,11,12",1,1,,,,,,,,,1,1,1,,,5,1,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"LA        LH","L","A",,,,,,,,,"L","H",60,0,45,0,0,30,50,,35,,20,,103092047
3,43,93,34,1,1,,,1,"COCOA DRINKS AND PURE WATER","RETAIL TRADE",5219,,,,1,2,"ALL",1,1,1,1,1,1,1,,1,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"LAAALLL AALH","L","A","A","A","L","L","L",,"A","A","L","H",37,2,28,0,18,0,25,,18,,14,,103093034
7,127,250,29,2,1,,1,1,"DRIVING","LAND TRANSPORT",6021,,,,10,,"1-12",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HHAAHAALLAHH","H","H","A","A","H","A","A","L","L","A","H","H",200,0,100,0,80,0,100,,55,,30,,107250029
1,10,19,10,1,1,,,1,"SALES OF FRUIT","RETAIL",5220,,,,1,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,1,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"LLAAHHHHHAAA","L","L","A","A","H","H","H","H","H","A","A","A",60,0,35,0,20,0,45,,20,,10,,101019010
2,29,42,20,1,1,,,1,"FISH SMOKING","TRADE",1512,,,,10,6,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HAALLLAAAHHH","H","A","A","L","L","L","A","A","A","H","H","H",900,0,860,0,820,0,665,,640,,615,,102042020
6,102,209,36,1,1,,,2,"CARPENTERY","CARPENTERY",2022,,,,25,,"6-12",,,,,,1,1,1,1,1,1,1,1,,,3,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AAHLLLL",,,,,,"A","A","H","L","L","L","L",65,0,58,0,50,0,,,,,,,106209036
6,10,213,54,1,2,,,,"SALES OF MINERALS","TRADING",5520,,,,3,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AAAAAAAAAAAA","A","A","A","A","A","A","A","A","A","A","A","A",300,0,250,0,200,0,244,0,150,0,100,0,106213054
5,73,142,13,1,2,,,2,"BUY & SELLING PURE WATER","TRADING",5211,,,,1,3,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,1,2,1,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"NNNNNNNNNNNN","N","N","N","N","N","N","N","N","N","N","N","N",400,0,320,0,240,0,300,,240,,180,,105142013
2,9,54,61,1,2,,,2,"PALM OIL MANUFACTURING","MANUFACTURE OF VEGETABLE AND ANIMAL OILS AND FATS",1514,,,,30,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,2,33,-8,5,2,11,1,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HHHHHHHHHHHH","H","H","H","H","H","H","H","H","H","H","H","H",10,0,7,50,5,0,10,0,6,50,5,0,102054061
2,6,45,13,2,2,,,2,"SMOKING FRESH FISH FOR SALE",,1512,,,,8,10,"1-9",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AAAAAALLLLHN","A","A","A","A","A","A","L","L","L","L","H","N",200,0,175,0,150,0,150,,125,,100,,102045013
5,15,175,38,1,2,,,3,"SELLING OF CHARCOAL",,5239,,,,5,0,"ALL",1,1,1,1,,1,1,1,1,1,1,1,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,,,0,0,0,0,0,0,0,0,0,0,,,,,"HAHH LLAAAHH","H","A","H","H",,"L","L","A","A","A","H","H",1260,0,900,0,540,0,720,,450,,360,,105175038
8,148,302,36,1,1,,1,1,"BARBERING","SERVICE",9302,,,,28,,"2-12",1,1,1,1,1,1,1,1,,1,1,1,1,,,3,2,11,2,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"LLLLNNNN LLL","L","L","L","L","N","N","N","N",,"L","L","L",150,0,30,0,10,0,20,,10,,5,,108302036
5,73,142,1,2,2,,,2,"SELLING KENKEY","RESTAURANT",5220,,,,7,,"ALL",1,1,,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,1,"2",2,1,2,2,2,2,2,2,2,2,0,0,0,100,0,0,0,0,0,0,0,0,600,,360,,"AA HHHHALLLL","A","A",,"H","H","H","H","A","L","L","L","L",380,0,300,0,220,0,200,,160,,120,,105142001
3,1,81,34,1,2,,,2,"SEAMSTRESS",,1810,,,,1,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,,,0,0,0,0,0,0,0,0,0,0,,,,,"LLLLAAAAAAAH","L","L","L","L","A","A","A","A","A","A","A","H",150,0,90,0,45,0,30,,18,,12,,103081034
