"id1","id2","id3","id4","s4aix2_plotno","s4aix_299i","s4aix_299ii","s4aix_299iii","s4aix_300i","s4aix_300ii","s4aix_300iii","s4aix_301i","s4aix_301ii","s4aix_301iii","s4aix_302i","s4aix_302ii","s4aix_302iii","s4aix_303i","s4aix_303ii","s4aix_303iii","s4aix_304i","s4aix_304ii","s4aix_304iii","s4aix_305i","s4aix_305ii","s4aix_305iii","s4aix_306i","s4aix_306ii","s4aix_306iii","s4aix_307i","s4aix_307ii","s4aix_307iii","hhno"
7,120,254,32,1,,,,,,,,,,,,,,,,,,,30,10,1,30,10,1,,,,107254032
7,120,254,34,2,10,6,4,,,,,,,,,,,,,,,,,,,,,,,,,107254034
7,120,254,34,1,5,7,2,,,,,,,,,,,,,,,,,,,,,,,,,107254034
7,120,254,35,1,6,7,2,,,,,,,,,,,,,,,,,,,,,,,,,107254035
7,120,254,35,2,5,7,2,,,,,,,,,,,,,,,,,,,,,,,,,107254035
7,120,254,35,4,5,7,2,,,,,,,,,,,,,,,,,,,,,,,,,107254035
7,120,254,35,3,6,7,3,,,,,,,,,,,,,,,,,,,,,,,,,107254035
7,120,254,36,2,3,5,4,,,,,,,,,,,,,,,,,,,14,9,1,,,,107254036
7,120,254,36,1,3,5,4,,,,,,,,,,,,,,,,,,,14,9,1,,,,107254036
7,120,254,37,2,6,8,6,,,,,,,,,,,,,,,,14,8,1,14,8,1,,,,107254037
7,120,254,37,4,6,8,6,,,,,,,,,,,,,,,,14,8,1,14,8,1,,,,107254037
7,120,254,37,3,6,8,6,,,,,,,,,,,,,,,,14,8,1,14,8,1,,,,107254037
7,120,254,37,1,6,8,6,,,,,,,,,,,,,,,,14,8,1,14,8,1,,,,107254037
7,120,254,50,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,107254050
7,120,254,50,1,,,,,,,,,,,,,,,,,,,,,,,,,7,6,3,107254050
7,120,255,11,1,3,6,4,,,,,,,,,,,,,,,,,,,,,,1,6,1,107255011
7,120,255,11,2,3,6,4,,,,,,,,,,,,,,,,,,,,,,1,6,1,107255011
7,120,255,16,1,6,6,2,,,,,,,,,,,,,,,,,,,15,6,1,,,,107255016
7,120,255,16,2,6,6,2,,,,,,,,,,,,,,,,,,,15,6,1,,,,107255016
7,120,255,16,3,6,6,2,,,,,,,,,,,,,,,,,,,15,6,1,,,,107255016
7,120,255,20,1,,,,,,,,,,,,,,,,,,,,,,3,6,1,,,,107255020
7,120,255,20,2,,,,,,,,,,,,,,,,,,,,,,14,6,1,,,,107255020
7,120,255,21,2,,,,,,,,,,,,,,,,,,,9,9,2,9,9,1,,,,107255021
7,120,255,21,1,,,,,,,,,,,,,,,,,,,9,9,2,9,9,1,,,,107255021
7,120,255,31,2,3,6,3,,,,,,,,,,,,,,,,,,,,,,,,,107255031
7,120,255,31,3,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,107255031
7,120,255,31,1,3,6,3,,,,,,,,,,,,,,,,,,,,,,,,,107255031
7,120,255,33,2,21,6,3,,,,,,,,,,,,,,,,30,6,3,30,6,1,,,,107255033
7,120,255,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,107255033
7,120,255,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,107255033
7,120,255,34,3,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,107255034
7,120,255,34,2,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,107255034
7,120,255,34,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,107255034
7,120,255,34,1,10,,2,,,,,,,,,,,,,,,,,,,,,,,,,107255034
7,120,255,34,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,107255034
7,120,255,40,1,3,6,5,,,,,,,,,,,,,,,,,,,,,,,,,107255040
7,120,255,40,6,2,7,3,,,,,,,,,,,,,,,,,,,,,,,,,107255040
7,120,255,40,4,3,6,5,,,,,,,,,,,,,,,,,,,,,,,,,107255040
7,120,255,40,5,2,7,3,,,,,,,,,,,,,,,,,,,,,,,,,107255040
7,120,255,40,2,3,6,5,,,,,,,,,,,,,,,,,,,,,,,,,107255040
7,120,255,40,3,3,6,5,,,,,,,,,,,,,,,,,,,,,,,,,107255040
7,120,255,53,1,,,,,,,,,,,,,,,,,,,10,6,1,,,,,,,107255053
7,120,255,53,2,,,,,,,,,,,,,,,,,,,10,6,1,,,,,,,107255053
7,120,255,55,3,,,,,,,,,,,,,,,,,,,5,7,4,,,,,,,107255055
7,120,255,55,1,6,9,4,,,,,,,,,,,,,,,,,,,,,,,,,107255055
7,120,255,55,2,,,,,,,,,,,,,,,,,,,5,7,4,,,,,,,107255055
7,120,255,65,2,,,,,,,,,,,,,,,,,,,,,,24,6,1,,,,107255065
7,120,255,65,1,,,,,,,,,,,,,,,,,,,,,,24,6,1,,,,107255065
7,120,255,66,1,,,,,,,,,,,,,,,,,,,30,6,1,30,6,1,,,,107255066
7,120,255,66,2,,,,,,,,,,,,,,,,,,,30,6,1,30,6,1,,,,107255066
7,120,255,66,3,,,,,,,,,,,,,,,,,,,30,6,1,30,6,1,,,,107255066
7,120,255,69,1,,,,,,,,,,,,,,,,,,,,,,5,6,1,5,6,1,107255069
7,120,255,70,4,3,6,3,,,,,,,,,,,,,,,,14,6,2,14,6,2,,,,107255070
7,120,255,70,5,3,6,3,,,,,,,,,,,,,,,,14,6,2,14,6,2,,,,107255070
7,120,255,70,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,107255070
7,120,255,70,3,3,6,3,,,,,,,,,,,,,,,,14,6,2,14,6,2,,,,107255070
7,120,255,70,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,107255070
7,120,255,78,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,107255078
7,120,255,78,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,107255078
7,120,255,78,1,5,8,6,,,,,,,,,,,,,,,,18,9,2,18,9,2,18,9,1,107255078
7,120,255,78,2,,,,,,,,,,,,,,,,,,,12,9,2,12,9,2,12,9,1,107255078
7,120,257,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,107257001
7,120,257,1,2,4,6,1,,,,,,,,,,,,,,,,4,6,1,4,6,1,,,,107257001
7,120,257,1,1,,,,,,,,,,,,,,,,,,,,,,14,6,1,,,,107257001
7,120,257,2,1,5,6,5,,,,,,,,,,,,,,,,,,,19,6,3,,,,107257002
7,120,257,4,3,,,,,,,,,,,,,,,,,,,10,5,3,,,,,,,107257004
7,120,257,4,1,,,,,,,,,,,,,,,,,,,14,5,3,,,,,,,107257004
7,120,257,4,2,,,,,,,,,,,,,,,,,,,14,5,3,,,,,,,107257004
7,120,257,4,4,,,,,,,,,,,,,,,,,,,12,5,3,,,,,,,107257004
7,120,257,8,1,,,,,,,,,,,,,,,,,,,30,6,1,30,6,1,,,,107257008
7,120,257,11,1,5,6,4,,,,,,,,,,,,,,,,,,,,,,,,,107257011
7,120,257,11,8,,,,,,,,,,,,,,,,,,,5,6,1,,,,,,,107257011
7,120,257,11,6,7,6,1,,,,,,,,,,,,,,,,,,,,,,,,,107257011
7,120,257,11,3,,,,,,,,,,,,,,,,,,,60,6,1,,,,,,,107257011
7,120,257,11,5,,,,,,,,,,,,,,,,,,,7,6,1,,,,,,,107257011
7,120,257,11,2,,,,,,,,,,,,,,,,,,,60,6,1,,,,,,,107257011
7,120,257,11,4,30,6,2,,,,,,,,,,,,,,,,,,,,,,,,,107257011
7,120,257,11,7,7,6,1,,,,,,,,,,,,,,,,,,,,,,,,,107257011
7,120,257,16,3,,,,,,,,,,,,,,,,,,,3,9,2,,,,,,,107257016
7,120,257,16,2,,,,,,,,,,,,,,,,,,,5,9,2,,,,,,,107257016
7,120,257,16,1,,,,,,,,,,,,,,,,,,,10,9,2,,,,,,,107257016
7,120,257,22,1,7,5,2,,,,,,,,,,,,,,,,7,5,1,,,,,,,107257022
7,120,257,22,2,4,5,2,,,,,,,,,,,,,,,,4,5,1,,,,,,,107257022
7,120,257,22,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,107257022
7,120,257,22,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,107257022
7,120,257,23,1,,,,,,,,,,,,,,,,,,,5,6,1,,,,,,,107257023
7,120,257,26,1,2,6,7,,,,,,,,,,,,,,,,30,6,1,30,6,1,,,,107257026
7,120,257,26,3,2,6,6,,,,,,,,,,,,,,,,30,6,1,30,6,1,,,,107257026
7,120,257,26,2,2,6,6,,,,,,,,,,,,,,,,30,6,1,30,6,1,,,,107257026
7,120,257,37,1,,,,,,,3,6,40,,,,,,,,,,,,,5,6,2,,,,107257037
7,120,257,38,3,,,,,,,,,,,,,,,,,,,2,6,1,,,,,,,107257038
7,120,257,38,2,,,,,,,,,,,,,,,,,,,,,,5,6,1,,,,107257038
7,120,257,38,1,,,,,,,,,,,,,,,,,,,2,6,1,,,,,,,107257038
7,120,257,39,1,,,,,,,,,,,,,,,,,,,15,5,4,15,5,1,,,,107257039
7,120,257,39,2,,,,,,,,,,,,,,,,,,,15,5,4,15,5,1,,,,107257039
7,120,257,39,3,,,,,,,,,,,,,,,,,,,10,5,4,10,5,1,,,,107257039
7,120,257,41,4,,,,,,,,,,,,,,,,,,,12,5,3,12,5,3,,,,107257041
7,120,257,41,3,,,,,,,,,,,,,,,,,,,10,5,3,10,5,3,,,,107257041
7,120,257,41,2,,,,,,,,,,,,,,,,,,,15,5,3,15,5,3,,,,107257041
7,120,257,41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,107257041
7,120,257,43,8,,,,,,,,,,,,,,,,,,,14,7,1,14,7,1,14,7,1,107257043
7,120,257,43,6,,,,,,,,,,,,,,,,,,,14,7,1,14,7,1,14,7,1,107257043
7,120,257,43,1,3,7,1,,,,,,,,,,,,,,,,4,7,1,,,,,,,107257043
7,120,257,43,3,3,7,1,,,,,,,,,,,,,,,,4,7,1,,,,,,,107257043
7,120,257,43,7,,,,,,,,,,,,,,,,,,,10,7,1,10,7,1,10,7,1,107257043
7,120,257,43,4,3,7,1,,,,,,,,,,,,,,,,4,7,1,,,,,,,107257043
7,120,257,43,5,3,7,1,,,,,,,,,,,,,,,,4,7,1,,,,,,,107257043
7,120,257,43,2,3,7,1,,,,,,,,,,,,,,,,4,7,1,,,,,,,107257043
7,121,265,4,1,2,9,10,,,,,,,,,,,,,,,,14,9,1,14,9,1,,,,107265004
7,121,265,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,107265005
7,121,265,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,107265005
7,121,265,5,1,14,4,10,,,,,,,,,,,,,,,,14,4,1,14,4,1,,,,107265005
7,121,265,13,2,,,,,,,,,,,,,,,,,,,7,10,4,,,,,,,107265013
7,121,265,13,1,,,,,,,,,,,,,,,,,,,7,6,4,,,,,,,107265013
7,121,265,14,2,,,,,,,,,,,,,,,,,,,14,8,1,,,,,,,107265014
7,121,265,14,1,,,,,,,,,,,,,,,,,,,60,8,2,,,,,,,107265014
7,121,265,20,1,1,8,10,,,,,,,,,,,,,,,,,,,,,,,,,107265020
7,121,265,20,2,1,8,10,,,,,,,,,,,,,,,,,,,,,,,,,107265020
7,121,265,20,3,1,8,10,,,,,,,,,,,,,,,,,,,,,,,,,107265020
7,121,265,22,1,,,,,,,,,,,,,,,,,,,24,8,1,,,,24,8,1,107265022
7,121,265,22,2,,,,,,,,,,,,,,,,,,,24,8,1,,,,24,8,1,107265022
7,121,265,23,1,,,,,,,,,,,,,,,,,,,30,10,1,30,6,1,,,,107265023
7,121,265,24,1,,,,,,,,,,,,,,,,,,,2,8,1,5,8,1,,,,107265024
7,121,265,25,1,,,,,,,,,,,,,,,,,,,60,8,1,,,,,,,107265025
7,121,265,31,1,,,,,,,,,,,,,,,,,,,2,9,8,,,,,,,107265031
7,121,265,35,2,2,8,6,,,,,,,,,,,,,,,,30,8,1,30,8,1,,,,107265035
7,121,265,35,4,2,8,6,,,,,,,,,,,,,,,,30,8,1,30,8,1,,,,107265035
7,121,265,35,1,5,8,6,,,,,,,,,,,,,,,,30,8,1,30,8,1,,,,107265035
7,121,265,35,3,2,8,6,,,,,,,,,,,,,,,,30,8,1,30,8,1,,,,107265035
7,121,265,38,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,107265038
7,121,265,38,1,,,,,,,,,,,,,,,,,,,30,10,1,,,,,,,107265038
7,121,265,39,2,,,,,,,,,,,,,,,,,,,7,12,7,,,,,,,107265039
7,121,265,39,1,,,,,,,,,,,,,,,,,,,7,12,7,,,,,,,107265039
7,121,265,40,2,3,10,3,,,,,,,,,,,,,,,,,,,,,,,,,107265040
7,121,265,40,1,4,10,3,,,,,,,,,,,,,,,,,,,,,,,,,107265040
7,121,265,41,3,,,,,,,,,,,,,,,,,,,30,8,4,,,,,,,107265041
7,121,265,41,1,,,,,,,,,,,,,,,,,,,15,8,4,,,,,,,107265041
7,121,265,41,2,,,,,,,,,,,,,,,,,,,30,8,4,,,,,,,107265041
7,122,266,5,1,3,8,3,,,,,,,,,,,,,,,,,,,5,8,1,,,,107266005
7,122,266,12,2,,,,,,,,,,,,,,,,,,,10,8,1,10,8,1,,,,107266012
7,122,266,12,1,15,8,3,,,,,,,,,,,,,,,,15,8,1,,,,,,,107266012
7,122,266,19,3,1,10,4,,,,,,,,,,,,,,,,21,10,1,,,,,,,107266019
7,122,266,19,1,3,10,4,,,,,,,,,,,,,,,,21,10,1,,,,,,,107266019
7,122,266,19,2,3,10,4,,,,,,,,,,,,,,,,21,10,1,,,,,,,107266019
7,122,266,39,1,1,8,1,,,,,,,,,,,,,,,,,,,5,6,1,,,,107266039
7,122,267,1,5,,,,,,,,,,,,,,,,,,,8,3,1,,,,,,,107267001
7,122,267,1,2,,,,,,,,,,,,,,,,,,,3,4,1,,,,,,,107267001
7,122,267,1,4,,,,,,,,,,,,,,,,,,,7,4,1,,,,,,,107267001
7,122,267,1,1,,,,,,,,,,,,,,,,,,,1,4,1,,,,,,,107267001
7,122,267,1,3,,,,,,,,,,,,,,,,,,,3,4,1,,,,,,,107267001
7,122,267,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,107267002
7,122,267,6,1,15,8,7,,,,,,,,,,,,,,,,,,,,,,,,,107267006
7,122,267,10,1,,,,,,,,,,,,,,,,,,,6,6,1,6,6,2,6,6,2,107267010
7,122,267,11,1,4,6,4,,,,,,,,,,,,,,,,,,,,,,,,,107267011
7,122,267,11,2,4,6,4,,,,,,,,,,,,,,,,,,,,,,,,,107267011
7,122,267,13,1,7,6,1,,,,,,,,,,,,,,,,,,,,,,,,,107267013
7,122,267,13,2,3,6,3,,,,,,,,,,,,,,,,,,,,,,,,,107267013
7,122,267,13,3,3,6,3,,,,,,,,,,,,,,,,,,,,,,,,,107267013
7,122,267,14,2,2,8,4,,,,,,,,,,,,,,,,10,8,1,10,8,1,,,,107267014
7,122,267,14,1,4,8,4,,,,,,,,,,,,,,,,6,8,1,6,6,1,,,,107267014
7,122,267,14,3,3,8,5,,,,,,,,,,,,,,,,4,8,1,4,8,1,,,,107267014
7,122,267,37,1,6,5,2,,,,,,,,,,,,,,,,,,,,,,,,,107267037
7,122,267,37,3,6,5,2,,,,,,,,,,,,,,,,,,,,,,,,,107267037
7,122,267,37,2,6,5,2,,,,,,,,,,,,,,,,,,,,,,,,,107267037
7,122,267,39,1,5,8,1,,,,,,,,,,,,,,,,,,,5,8,1,5,8,3,107267039
7,122,267,45,3,,,,,,,,,,,,,,,,,,,30,5,1,,,,,,,107267045
7,122,267,45,1,,,,,,,,,,,,,,,,,,,30,5,1,,,,,,,107267045
7,122,267,45,2,,,,,,,,,,,,,,,,,,,30,5,1,,,,,,,107267045
7,122,267,49,1,,,,,,,,,,,,,,,,,,,26,8,1,,,,,,,107267049
7,122,267,50,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,107267050
7,122,267,50,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,107267050
7,122,267,50,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,107267050
7,122,267,50,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,107267050
7,122,267,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,107267050
7,124,263,2,1,4,5,2,,,,,,,,,,,,,,,,,,,4,4,2,,,,107263002
7,124,263,7,1,3,4,2,,,,,,,,,,,,,,,,3,4,2,4,3,1,2,3,1,107263007
7,124,263,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,107263012
7,124,263,21,1,6,6,3,,,,,,,,,,,,,,,,6,8,1,10,8,1,,,,107263021
7,124,263,22,1,1,10,1,,,,,,,,,,,,,,,,,,,,,,,,,107263022
7,124,263,32,2,1,7,2,,,,,,,,,,,,,,,,6,5,1,6,5,1,,,,107263032
7,124,263,32,1,2,7,4,,,,,,,,,,,,,,,,12,5,1,12,5,1,,,,107263032
7,124,263,41,1,3,5,3,,,,,,,,,,,,,,,,,,,6,6,1,,,,107263041
7,124,263,43,2,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,107263043
7,124,263,43,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,107263043
7,124,263,44,1,4,8,1,,,,,,,,,,,,,,,,,,,6,5,1,,,,107263044
7,124,263,45,2,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,107263045
7,124,263,45,1,5,5,3,,,,,,,,,,,,,,,,,,,6,5,1,,,,107263045
7,124,263,46,1,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,107263046
7,124,264,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,107264002
7,124,264,3,2,,,,,,,,,,,,,,,,,,,,,,4,3,2,,,,107264003
7,124,264,3,1,,,,,,,,,,,,,,,,,,,,,,4,3,2,,,,107264003
7,124,264,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,107264004
7,124,264,6,1,2,7,3,,,,,,,,,,,,,,,,,,,,,,,,,107264006
7,124,264,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,107264008
7,124,264,8,1,2,4,2,,,,,,,,,,,,,,,,5,4,1,,,,,,,107264008
7,124,264,17,3,1,10,4,,,,,,,,,,,,,,,,,,,4,10,1,4,10,1,107264017
7,124,264,17,2,2,10,4,,,,,,,,,,,,,,,,14,7,1,14,7,1,14,7,2,107264017
7,124,264,17,1,,,,,,,,,,,,,,,,,,,28,7,1,28,7,1,28,7,2,107264017
7,124,264,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,107264021
7,124,264,22,1,4,5,2,,,,,,,,,,,,,,,,,,,,,,,,,107264022
7,124,264,23,1,4,6,2,,,,,,,,,,,,,,,,,,,,,,,,,107264023
7,124,264,32,1,,,,,,,,,,,,,,,,,,,,,,14,8,2,,,,107264032
7,124,264,33,2,3,6,1,,,,,,,,,,,,,,,,6,5,1,,,,,,,107264033
7,124,264,33,1,6,5,2,,,,,,,,,,,,,,,,6,5,1,,,,,,,107264033
7,124,264,34,1,,,,,,,3,4,2,5,4,4,,,,,,,3,4,2,2,3,1,,,,107264034
7,124,264,36,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,107264036
7,124,264,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,107264036
7,125,269,1,1,,,,,,,,,,,,,,,,,,,3,8,1,,,,,,,107269001
7,125,269,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,107269005
7,125,269,10,1,,,,,,,,,,,,,,,,,,,,,,10,8,1,10,8,1,107269010
7,125,269,12,1,,,,,,,,,,,,,,,,,,,15,8,1,15,8,1,,,,107269012
7,125,269,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,107269013
7,125,269,13,1,2,8,6,,,,,,,,,,,,,,,,2,8,1,2,8,1,,,,107269013
7,125,269,14,1,3,10,2,,,,,,,,,,,,,,,,,,,14,10,1,,,,107269014
7,125,269,22,2,3,10,4,,,,,,,,,,,,,,,,21,10,1,,,,6,10,1,107269022
7,125,269,22,1,3,10,4,,,,,,,,,,,,,,,,21,10,1,,,,6,10,1,107269022
7,125,269,38,2,,,,,,,,,,,,,,,,,,,5,6,4,,,,,,,107269038
7,125,269,38,1,,,,,,,,,,,,,,,,,,,5,6,4,,,,,,,107269038
7,125,269,41,1,21,10,5,,,,,,,,,,,,,,,,,,,,,,,,,107269041
7,125,269,44,1,3,8,6,,,,,,,,,,,,,,,,14,8,1,14,8,2,,,,107269044
7,125,269,44,2,3,8,6,,,,,,,,,,,,,,,,14,8,1,14,8,2,,,,107269044
7,125,269,46,2,5,10,5,,,,,,,,,,,,,,,,21,10,3,21,10,2,,,,107269046
7,125,269,46,1,5,10,5,,,,,,,,,,,,,,,,21,10,3,21,10,2,,,,107269046
7,125,269,49,2,,,,,,,,,,,,,,,,,,,1,10,2,,,,,,,107269049
7,125,269,49,1,,,,,,,,,,,,,,,,,,,3,10,2,,,,,,,107269049
7,125,269,53,2,12,6,5,,,,,,,,,,,,,,,,,,,,,,,,,107269053
7,125,269,53,1,12,6,4,,,,,,,,,,,,,,,,,,,,,,,,,107269053
7,125,269,54,1,5,10,2,,,,,,,,,,,,,,,,,,,,,,,,,107269054
7,125,269,54,2,5,10,2,,,,,,,,,,,,,,,,,,,,,,,,,107269054
7,125,270,5,2,,,,,,,,,,,,,,,,,,,10,8,1,10,8,1,10,8,2,107270005
7,125,270,5,1,7,8,4,,,,,,,,,,,,,,,,5,8,3,,,,,,,107270005
7,125,270,9,2,,,,,,,,,,,,,,,,,,,,,,14,8,1,4,8,2,107270009
7,125,270,9,1,,,,,,,,,,,,,,,,,,,,,,14,8,1,4,8,2,107270009
7,125,270,18,1,3,10,4,,,,,,,,,,,,,,,,14,10,2,14,10,2,,,,107270018
7,125,270,18,2,3,10,4,,,,,,,,,,,,,,,,14,10,2,14,10,2,,,,107270018
7,125,270,19,3,3,10,6,,,,,,,,,,,,,,,,3,10,1,,,,,,,107270019
7,125,270,19,2,3,10,6,,,,,,,,,,,,,,,,3,10,1,,,,,,,107270019
7,125,270,19,1,3,10,6,,,,,,,,,,,,,,,,3,10,1,,,,,,,107270019
7,125,270,25,1,3,8,3,,,,,,,,,,,,,,,,,,,,,,21,8,1,107270025
7,125,270,28,1,5,10,6,,,,,,,,,,,,,,,,5,10,1,5,10,1,,,,107270028
7,125,270,30,1,6,8,3,,,,,,,,,,,,,,,,,,,,,,,,,107270030
7,125,270,34,1,,,,,,,,,,,,,,,,,,,30,10,1,,,,,,,107270034
7,125,270,35,1,,,,,,,,,,,,,,,,,,,4,10,2,4,10,1,,,,107270035
7,126,271,3,2,2,8,5,,,,,,,,,,,,,,,,2,8,1,2,8,1,,,,107271003
7,126,271,3,3,2,8,5,,,,,,,,,,,,,,,,2,8,1,2,8,1,,,,107271003
7,126,271,3,4,2,8,5,,,,,,,,,,,,,,,,2,8,1,2,8,1,,,,107271003
7,126,271,3,1,2,8,5,,,,,,,,,,,,,,,,2,8,1,2,8,1,,,,107271003
7,126,271,4,1,,,,,,,,,,,,,,,,,,,,,,15,8,1,,,,107271004
7,126,271,4,2,,,,,,,,,,,,,,,,,,,,,,15,8,1,,,,107271004
7,126,271,5,2,5,8,6,,,,,,,,,,,,,,,,,,,,,,,,,107271005
7,126,271,5,1,,,,1,,,,,,,,,,,,,,,14,8,1,,,,,,,107271005
7,126,271,6,1,3,8,4,,,,,,,,,,,,,,,,,,,,,,,,,107271006
7,126,271,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,107271012
7,126,271,12,2,3,10,4,,,,,,,,,,,,,,,,,,,21,10,3,,,,107271012
7,126,271,12,1,3,10,4,,,,,,,,,,,,,,,,,,,21,10,3,,,,107271012
7,126,271,17,2,2,8,4,,,,,,,,,,,,,,,,,,,14,8,2,,,,107271017
7,126,271,17,1,3,8,4,,,,,,,,,,,,,,,,,,,14,8,2,,,,107271017
7,126,271,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,107271017
7,126,271,18,2,,,,,,,,,,,,,,,,,,,31,8,1,,,,,,,107271018
7,126,271,18,3,,,,,,,,,,,,,,,,,,,31,8,1,,,,,,,107271018
7,126,271,18,1,,,,,,,,,,,,,,,,,,,31,8,1,,,,,,,107271018
7,126,271,18,4,,,,,,,,,,,,,,,,,,,31,8,1,,,,,,,107271018
7,126,271,23,1,3,10,3,,,,,,,,,,,,,,,,21,10,3,21,10,1,,,,107271023
7,126,271,23,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,107271023
7,126,271,24,1,1,2.5,6,,,,,,,,,,,,,,,,,,,,,,,,,107271024
7,126,271,28,2,6,8,5,,,,,,,,,,,,,,,,14,8,1,14,8,1,,,,107271028
7,126,271,28,1,6,8,5,,,,,,,,,,,,,,,,14,8,1,14,8,1,,,,107271028
7,126,271,30,1,3,10,3,,,,,,,,,,,,,,,,,,,,,,,,,107271030
7,126,271,30,2,1,10,1,,,,,,,,,,,,,,,,,,,,,,,,,107271030
7,126,271,32,1,6,8,3,,,,,,,,,,,,,,,,,,,,,,,,,107271032
7,126,271,32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,107271032
7,126,272,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,107272001
7,126,272,3,1,30,8,1,,,,,,,,,,,,,,,,30,8,1,,,,,,,107272003
7,126,272,3,2,30,8,1,,,,,,,,,,,,,,,,30,8,1,,,,,,,107272003
7,126,272,5,2,,,,,,,,,,,,,,,,,,,20,8,1,30,8,1,,,,107272005
7,126,272,5,1,,,,,,,,,,,,,,,,,,,20,8,1,30,8,1,,,,107272005
7,126,272,6,1,,,,,,,,,,,,,,,,,,,15,8,1,15,8,1,,,,107272006
7,126,272,7,4,5,10,6,,,,,,,,,,,,,,,,14,10,1,14,10,3,,,,107272007
7,126,272,7,3,3,10,6,,,,,,,,,,,,,,,,14,10,1,14,10,3,,,,107272007
7,126,272,7,2,3,10,6,,,,,,,,,,,,,,,,14,10,1,14,10,3,,,,107272007
7,126,272,7,1,3,10,6,,,,,,,,,,,,,,,,14,10,1,14,10,3,,,,107272007
7,126,272,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,107272007
7,126,272,12,1,6,10,4,,,,,,,,,,,,,,,,,,,,,,,,,107272012
7,126,272,13,1,7,10,1,,,,,,,,,,,,,,,,,,,,,,,,,107272013
7,126,272,16,3,,,,,,,,,,,,,,,,,,,4,10,4,,,,,,,107272016
7,126,272,16,2,,,,,,,,,,,,,,,,,,,4,10,4,,,,,,,107272016
7,126,272,16,4,,,,,,,,,,,,,,,,,,,4,10,4,,,,,,,107272016
7,126,272,16,1,,,,,,,,,,,,,,,,,,,4,10,4,,,,,,,107272016
7,126,272,17,1,7,10,4,,,,,,,,,,,,,,,,,,,,,,,,,107272017
7,127,250,23,1,6,6,1,,,,,,,,,,,,,,,,,,,6,4,1,,,,107250023
7,127,251,8,1,,,,,,,,,,,,,,,,,,,5,6,4,5,7,3,5,5,4,107251008
7,128,252,8,1,15,6,6,,,,,,,,,,,,,,,,,,,,,,,,,107252008
7,128,252,11,1,3,6,4,,,,,,,,,,,,,,,,5,4,1,5,4,2,,,,107252011
7,128,252,11,2,4,6,4,,,,,,,,,,,,,,,,3,4,1,6,4,2,,,,107252011
7,128,252,19,2,,,,,,,,,,15,9,2,5,6,1,,,,,,,,,,,,,107252019
7,128,252,19,1,,,,,,,,,,,,,,,,,,,10,6,1,7,6,1,,,,107252019
7,128,252,19,4,,,,,,,,,,,,,,,,,,,9,6,1,4,6,1,,,,107252019
7,128,252,19,3,,,,,,,,,,,,,,,,,,,7,6,1,4,6,1,,,,107252019
7,128,252,23,1,4,6,5,,,,,,,,,,,,,,,,,,,,,,,,,107252023
7,128,252,23,2,5,6,2,,,,,,,,,,,,,,,,,,,,,,,,,107252023
7,128,252,24,1,4,4,2,,,,,,,,,,,,,,,,,,,3,4,1,,,,107252024
